mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Inclusion per mm^2
IM 332,"c(526, 727, 543, 743, 664)",0.3,left,ENTm,"c(""ENTm1"", ""ENTm5"", ""ENTm2"", ""ENTm6"", ""ENTm3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(526, 664, 727, 543, 743)",0.3,left,ENTm,"c(""ENTm1"", ""ENTm3"", ""ENTm5"", ""ENTm2"", ""ENTm6"")",WT,mPFF,F,pSyn,0.001276917,0,0.001276917,0
IM 339,"c(543, 526, 664, 743, 727)",0.3,left,ENTm,"c(""ENTm2"", ""ENTm1"", ""ENTm3"", ""ENTm6"", ""ENTm5"")",WT,mPFF,M,pSyn,0.000108119,0,0.000108119,0
IM 342,"c(664, 543, 526, 743, 727)",0.3,left,ENTm,"c(""ENTm3"", ""ENTm2"", ""ENTm1"", ""ENTm6"", ""ENTm5"")",WT,mPFF,F,pSyn,2.20E-05,0,2.20E-05,0
IM 332,"c(966, 952)",0.3,left,EP,"c(""EPv"", ""EPd"")",WT,mPFF,M,pSyn,0.00023721,0,0.00023721,0
IM 335,"c(952, 966)",0.3,left,EP,"c(""EPd"", ""EPv"")",WT,mPFF,F,pSyn,0.001954925,0,0.001954925,0
IM 339,"c(952, 966)",0.3,left,EP,"c(""EPd"", ""EPv"")",WT,mPFF,M,pSyn,0.005612706,0,0.005612706,0
IM 342,"c(966, 952)",0.3,left,EP,"c(""EPv"", ""EPd"")",WT,mPFF,F,pSyn,0.00254296,0,0.00254296,0
IM 332,560581551,0.3,left,Eth,Eth,WT,mPFF,M,pSyn,0,0,0,0
IM 335,560581551,0.3,left,Eth,Eth,WT,mPFF,F,pSyn,0,0,0,0
IM 339,560581551,0.3,left,Eth,Eth,WT,mPFF,M,pSyn,6.25E-05,0,6.25E-05,0
IM 342,560581551,0.3,left,Eth,Eth,WT,mPFF,F,pSyn,0,0,0,0
IM 332,975,0.3,left,EW,EW,WT,mPFF,M,pSyn,0,0,0,0
IM 335,975,0.3,left,EW,EW,WT,mPFF,F,pSyn,0,0,0,0
IM 339,975,0.3,left,EW,EW,WT,mPFF,M,pSyn,0,0,0,0
IM 342,975,0.3,left,EW,EW,WT,mPFF,F,pSyn,0,0,0,0
IM 332,982,0.3,left,FC,FC,WT,mPFF,M,pSyn,0,0,0,0
IM 335,982,0.3,left,FC,FC,WT,mPFF,F,pSyn,0,0,0,0
IM 339,982,0.3,left,FC,FC,WT,mPFF,M,pSyn,0,0,0,0
IM 342,982,0.3,left,FC,FC,WT,mPFF,F,pSyn,0,0,0,0
IM 332,804,0.3,left,FF,FF,WT,mPFF,M,pSyn,0,0,0,0
IM 339,804,0.3,left,FF,FF,WT,mPFF,M,pSyn,0,0,0,0
IM 342,804,0.3,left,FF,FF,WT,mPFF,F,pSyn,0,0,0,0
IM 332,603,0.3,left,fi,fi,WT,mPFF,M,pSyn,0,0,0,0
IM 335,603,0.3,left,fi,fi,WT,mPFF,F,pSyn,0,0,0,0
IM 339,603,0.3,left,fi,fi,WT,mPFF,M,pSyn,0,0,0,0
IM 342,603,0.3,left,fi,fi,WT,mPFF,F,pSyn,0,0,0,0
IM 332,1009,0.3,left,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,2.78E-05,0,2.78E-05,0
IM 335,1009,0.3,left,fiber tracts,fiber tracts,WT,mPFF,F,pSyn,0,0,0,0
IM 339,1009,0.3,left,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0.000505596,0,0.000505596,0
IM 342,1009,0.3,left,fiber tracts,fiber tracts,WT,mPFF,F,pSyn,0.000347642,0,0.000347642,0
IM 332,595,0.3,left,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM 335,595,0.3,left,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM 339,595,0.3,left,fr,fr,WT,mPFF,M,pSyn,0.011344544,0,0.011344544,0
IM 342,595,0.3,left,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM 332,526157196,0.3,left,FRP,FRP6a,WT,mPFF,M,pSyn,0.012465168,0,0.012465168,0
IM 335,526157196,0.3,left,FRP,FRP6a,WT,mPFF,F,pSyn,0.007809935,0,0.007809935,0
IM 339,526157196,0.3,left,FRP,FRP6a,WT,mPFF,M,pSyn,0.015987223,0,0.015987223,0
IM 342,526157196,0.3,left,FRP,FRP6a,WT,mPFF,F,pSyn,0.004844065,0,0.004844065,0
IM 332,436,0.3,left,fx,fx,WT,mPFF,M,pSyn,0,0,0,0
IM 335,436,0.3,left,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM 339,436,0.3,left,fx,fx,WT,mPFF,M,pSyn,0,0,0,0
IM 342,436,0.3,left,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(662, 187, 180, 148, 638, 36)",0.3,left,GU,"c(""GU6b"", ""GU5"", ""GU2/3"", ""GU4"", ""GU6a"", ""GU1"")",WT,mPFF,M,pSyn,0.006617189,0,0.006617189,0
IM 335,"c(148, 662, 180, 187, 36, 638)",0.3,left,GU,"c(""GU4"", ""GU6b"", ""GU2/3"", ""GU5"", ""GU1"", ""GU6a"")",WT,mPFF,F,pSyn,0.005665956,0,0.005665956,0
IM 339,"c(187, 148, 180, 36, 638, 662)",0.3,left,GU,"c(""GU5"", ""GU4"", ""GU2/3"", ""GU1"", ""GU6a"", ""GU6b"")",WT,mPFF,M,pSyn,0.036132265,0.004846326,0.031285939,1.572080207
IM 342,"c(148, 36, 187, 638, 662, 180)",0.3,left,GU,"c(""GU4"", ""GU1"", ""GU5"", ""GU6a"", ""GU6b"", ""GU2/3"")",WT,mPFF,F,pSyn,0.024932055,0,0.024932055,0
IM 332,589508447,0.3,left,HATA,HATA,WT,mPFF,M,pSyn,0.000833738,0,0.000833738,0
IM 335,589508447,0.3,left,HATA,HATA,WT,mPFF,F,pSyn,0,0,0,0
IM 339,589508447,0.3,left,HATA,HATA,WT,mPFF,M,pSyn,0,0,0,0
IM 342,589508447,0.3,left,HATA,HATA,WT,mPFF,F,pSyn,0,0,0,0
IM 332,611,0.3,left,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM 335,611,0.3,left,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 339,611,0.3,left,hbc,hbc,WT,mPFF,M,pSyn,0.000639765,0,0.000639765,0
IM 342,611,0.3,left,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 332,1089,0.3,left,HPF,HPF,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1089,0.3,left,HPF,HPF,WT,mPFF,F,pSyn,0,0,0,0
IM 339,1089,0.3,left,HPF,HPF,WT,mPFF,M,pSyn,0.000222256,0,0.000222256,0
IM 342,1089,0.3,left,HPF,HPF,WT,mPFF,F,pSyn,0,0,0,0
IM 332,1097,0.3,left,HY,HY,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1097,0.3,left,HY,HY,WT,mPFF,F,pSyn,1.49E-05,0,1.49E-05,0
IM 339,1097,0.3,left,HY,HY,WT,mPFF,M,pSyn,0.000875623,0,0.000875623,0
IM 342,1097,0.3,left,HY,HY,WT,mPFF,F,pSyn,0.001590811,0,0.001590811,0
IM 332,1105,0.3,left,IA,IA,WT,mPFF,M,pSyn,0,0,0,0
IM 335,1105,0.3,left,IA,IA,WT,mPFF,F,pSyn,0.009946718,0,0.009946718,0
IM 339,1105,0.3,left,IA,IA,WT,mPFF,M,pSyn,0,0,0,0
IM 342,1105,0.3,left,IA,IA,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(828, 820)",0.3,left,IC,"c(""ICe"", ""ICd"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(820, 828)",0.3,left,IC,"c(""ICd"", ""ICe"")",WT,mPFF,F,pSyn,0,0,0,0
IM 339,828,0.3,left,IC,ICe,WT,mPFF,M,pSyn,0,0,0,0
IM 342,828,0.3,left,IC,ICe,WT,mPFF,F,pSyn,0,0,0,0
IM 332,12,0.3,left,IF,IF,WT,mPFF,M,pSyn,0,0,0,0
IM 335,12,0.3,left,IF,IF,WT,mPFF,F,pSyn,0,0,0,0
IM 339,12,0.3,left,IF,IF,WT,mPFF,M,pSyn,0,0,0,0
IM 342,12,0.3,left,IF,IF,WT,mPFF,F,pSyn,0,0,0,0
IM 332,19,0.3,left,IG,IG,WT,mPFF,M,pSyn,0,0,0,0
IM 335,19,0.3,left,IG,IG,WT,mPFF,F,pSyn,0.001705488,0,0.001705488,0
IM 339,19,0.3,left,IG,IG,WT,mPFF,M,pSyn,0,0,0,0
IM 342,19,0.3,left,IG,IG,WT,mPFF,F,pSyn,0,0,0,0
IM 332,27,0.3,left,IGL,IGL,WT,mPFF,M,pSyn,0,0,0,0
IM 335,27,0.3,left,IGL,IGL,WT,mPFF,F,pSyn,0,0,0,0
IM 339,27,0.3,left,IGL,IGL,WT,mPFF,M,pSyn,0,0,0,0
IM 342,27,0.3,left,IGL,IGL,WT,mPFF,F,pSyn,0,0,0,0
IM 332,35,0.3,left,III,III,WT,mPFF,M,pSyn,0,0,0,0
IM 332,848,0.3,left,IIn,IIn,WT,mPFF,M,pSyn,0,0,0,0
IM 335,848,0.3,left,IIn,IIn,WT,mPFF,F,pSyn,0,0,0,0
IM 342,848,0.3,left,IIn,IIn,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(556, 827, 707)",0.3,left,ILA,"c(""ILA2/3"", ""ILA5"", ""ILA1"")",WT,mPFF,M,pSyn,0.001423636,0,0.001423636,0
IM 335,"c(707, 827, 556)",0.3,left,ILA,"c(""ILA1"", ""ILA5"", ""ILA2/3"")",WT,mPFF,F,pSyn,0.002967173,0,0.002967173,0
IM 339,"c(1054, 556, 707, 827)",0.3,left,ILA,"c(""ILA6a"", ""ILA2/3"", ""ILA1"", ""ILA5"")",WT,mPFF,M,pSyn,0.003229661,0,0.003229661,0
IM 342,"c(827, 556, 707, 1054)",0.3,left,ILA,"c(""ILA5"", ""ILA2/3"", ""ILA1"", ""ILA6a"")",WT,mPFF,F,pSyn,0.025362854,0,0.025362854,0
IM 332,59,0.3,left,IMD,IMD,WT,mPFF,M,pSyn,0.004450768,0,0.004450768,0
IM 335,59,0.3,left,IMD,IMD,WT,mPFF,F,pSyn,0.000911896,0,0.000911896,0
IM 339,59,0.3,left,IMD,IMD,WT,mPFF,M,pSyn,0.020593785,0,0.020593785,0
IM 342,59,0.3,left,IMD,IMD,WT,mPFF,F,pSyn,0.000114618,0,0.000114618,0
IM 332,900,0.3,left,In,aco,WT,mPFF,M,pSyn,0.001260033,0,0.001260033,0
IM 335,900,0.3,left,In,aco,WT,mPFF,F,pSyn,0,0,0,0
IM 339,900,0.3,left,In,aco,WT,mPFF,M,pSyn,0.002160623,0,0.002160623,0
IM 342,900,0.3,left,In,aco,WT,mPFF,F,pSyn,0,0,0,0
IM 332,67,0.3,left,INC,INC,WT,mPFF,M,pSyn,0,0,0,0
IM 335,67,0.3,left,INC,INC,WT,mPFF,F,pSyn,0,0,0,0
IM 339,67,0.3,left,INC,INC,WT,mPFF,M,pSyn,0,0,0,0
IM 342,67,0.3,left,INC,INC,WT,mPFF,F,pSyn,0,0,0,0
IM 332,6,0.3,left,int,int,WT,mPFF,M,pSyn,0,0,0,0
IM 335,6,0.3,left,int,int,WT,mPFF,F,pSyn,0.000627778,0,0.000627778,0
IM 339,6,0.3,left,int,int,WT,mPFF,M,pSyn,0.000388498,0,0.000388498,0
IM 342,6,0.3,left,int,int,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(607344862, 607344834)",0.3,left,IPN,"c(""IPRL"", ""IPR"")",WT,mPFF,M,pSyn,0,0,0,0
IM 342,"c(607344834, 607344862)",0.3,left,IPN,"c(""IPR"", ""IPRL"")",WT,mPFF,F,pSyn,0,0,0,0
IM 332,115,0.3,left,IV,IV,WT,mPFF,M,pSyn,0,0,0,0
IM 335,115,0.3,left,IV,IV,WT,mPFF,F,pSyn,0,0,0,0
IM 342,115,0.3,left,IV,IV,WT,mPFF,F,pSyn,0,0,0,0
IM 332,131,0.3,left,LA,LA,WT,mPFF,M,pSyn,0.004000915,0,0.004000915,0
IM 335,131,0.3,left,LA,LA,WT,mPFF,F,pSyn,0.014776377,0,0.014776377,0
IM 339,131,0.3,left,LA,LA,WT,mPFF,M,pSyn,0.011687408,0,0.011687408,0
IM 342,131,0.3,left,LA,LA,WT,mPFF,F,pSyn,0.005091288,0,0.005091288,0
IM 332,155,0.3,left,LD,LD,WT,mPFF,M,pSyn,0,0,0,0
IM 335,155,0.3,left,LD,LD,WT,mPFF,F,pSyn,1.46E-05,0,1.46E-05,0
IM 339,155,0.3,left,LD,LD,WT,mPFF,M,pSyn,0.000116132,0,0.000116132,0
IM 342,155,0.3,left,LD,LD,WT,mPFF,F,pSyn,0.000923589,0,0.000923589,0
IM 332,"c(496345672, 496345664, 496345668)",0.3,left,LGd,"c(""LGd-ip"", ""LGd-sh"", ""LGd-co"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(496345668, 496345672, 496345664)",0.3,left,LGd,"c(""LGd-co"", ""LGd-ip"", ""LGd-sh"")",WT,mPFF,F,pSyn,0,0,0,0
IM 339,"c(496345664, 496345668, 496345672)",0.3,left,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,mPFF,M,pSyn,0,0,0,0
IM 342,"c(496345672, 496345668, 496345664)",0.3,left,LGd,"c(""LGd-ip"", ""LGd-co"", ""LGd-sh"")",WT,mPFF,F,pSyn,0,0,0,0
IM 332,178,0.3,left,LGv,LGv,WT,mPFF,M,pSyn,0,0,0,0
IM 335,178,0.3,left,LGv,LGv,WT,mPFF,F,pSyn,0,0,0,0
IM 339,178,0.3,left,LGv,LGv,WT,mPFF,M,pSyn,0,0,0,0
IM 342,178,0.3,left,LGv,LGv,WT,mPFF,F,pSyn,0,0,0,0
IM 332,186,0.3,left,LH,LH,WT,mPFF,M,pSyn,0,0,0,0
IM 335,186,0.3,left,LH,LH,WT,mPFF,F,pSyn,0.000170922,0,0.000170922,0
IM 339,186,0.3,left,LH,LH,WT,mPFF,M,pSyn,0,0,0,0
IM 342,186,0.3,left,LH,LH,WT,mPFF,F,pSyn,0,0,0,0
IM 332,194,0.3,left,LHA,LHA,WT,mPFF,M,pSyn,0,0,0,0
IM 335,194,0.3,left,LHA,LHA,WT,mPFF,F,pSyn,0,0,0,0
IM 339,194,0.3,left,LHA,LHA,WT,mPFF,M,pSyn,0,0,0,0
IM 342,194,0.3,left,LHA,LHA,WT,mPFF,F,pSyn,0,0,0,0
IM 332,658,0.3,left,ll,ll,WT,mPFF,M,pSyn,0,0,0,0
IM 335,658,0.3,left,ll,ll,WT,mPFF,F,pSyn,0,0,0,0
IM 339,658,0.3,left,ll,ll,WT,mPFF,M,pSyn,0,0,0,0
IM 342,658,0.3,left,ll,ll,WT,mPFF,F,pSyn,0,0,0,0
IM 332,210,0.3,left,LM,LM,WT,mPFF,M,pSyn,0,0,0,0
IM 335,210,0.3,left,LM,LM,WT,mPFF,F,pSyn,0,0,0,0
IM 339,210,0.3,left,LM,LM,WT,mPFF,M,pSyn,0,0,0,0
IM 332,665,0.3,left,lotg,lot,WT,mPFF,M,pSyn,0,0,0,0
IM 335,665,0.3,left,lotg,lot,WT,mPFF,F,pSyn,0,0,0,0
IM 339,665,0.3,left,lotg,lot,WT,mPFF,M,pSyn,0,0,0,0
IM 342,665,0.3,left,lotg,lot,WT,mPFF,F,pSyn,0,0,0,0
IM 332,218,0.3,left,LP,LP,WT,mPFF,M,pSyn,1.32E-05,0,1.32E-05,0
IM 335,218,0.3,left,LP,LP,WT,mPFF,F,pSyn,4.79E-05,0,4.79E-05,0
IM 339,218,0.3,left,LP,LP,WT,mPFF,M,pSyn,0,0,0,0
IM 342,218,0.3,left,LP,LP,WT,mPFF,F,pSyn,1.42E-05,0,1.42E-05,0
IM 332,226,0.3,left,LPO,LPO,WT,mPFF,M,pSyn,0,0,0,0
IM 335,226,0.3,left,LPO,LPO,WT,mPFF,F,pSyn,0,0,0,0
IM 342,226,0.3,left,LPO,LPO,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(266, 258)",0.3,left,LS,"c(""LSv"", ""LSr"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(266, 258)",0.3,left,LS,"c(""LSv"", ""LSr"")",WT,mPFF,F,pSyn,0.000229869,0,0.000229869,0
IM 339,"c(266, 258)",0.3,left,LS,"c(""LSv"", ""LSr"")",WT,mPFF,M,pSyn,7.47E-05,0,7.47E-05,0
IM 342,"c(258, 266)",0.3,left,LS,"c(""LSr"", ""LSv"")",WT,mPFF,F,pSyn,2.21E-05,0,2.21E-05,0
IM 332,66,0.3,left,LT,LT,WT,mPFF,M,pSyn,0,0,0,0
IM 335,66,0.3,left,LT,LT,WT,mPFF,F,pSyn,0,0,0,0
IM 339,66,0.3,left,LT,LT,WT,mPFF,M,pSyn,0,0,0,0
IM 342,66,0.3,left,LT,LT,WT,mPFF,F,pSyn,0,0,0,0
IM 332,549009211,0.3,left,MA3,MA3,WT,mPFF,M,pSyn,0,0,0,0
IM 335,549009211,0.3,left,MA3,MA3,WT,mPFF,F,pSyn,0,0,0,0
IM 339,549009211,0.3,left,MA3,MA3,WT,mPFF,M,pSyn,0,0,0,0
IM 342,549009211,0.3,left,MA3,MA3,WT,mPFF,F,pSyn,0,0,0,0
IM 332,313,0.3,left,MB,MB,WT,mPFF,M,pSyn,5.77E-05,0,5.77E-05,0
IM 335,313,0.3,left,MB,MB,WT,mPFF,F,pSyn,7.78E-05,0,7.78E-05,0
IM 339,313,0.3,left,MB,MB,WT,mPFF,M,pSyn,0.000924616,0.00058737,0.000337246,0.236116959
IM 342,313,0.3,left,MB,MB,WT,mPFF,F,pSyn,0,0,0,0
IM 332,381,0.3,left,MBmot,SNr,WT,mPFF,M,pSyn,0,0,0,0
IM 335,381,0.3,left,MBmot,SNr,WT,mPFF,F,pSyn,0,0,0,0
IM 339,381,0.3,left,MBmot,SNr,WT,mPFF,M,pSyn,0,0,0,0
IM 342,381,0.3,left,MBmot,SNr,WT,mPFF,F,pSyn,0,0,0,0
IM 332,374,0.3,left,MBsta,SNc,WT,mPFF,M,pSyn,0,0,0,0
IM 335,374,0.3,left,MBsta,SNc,WT,mPFF,F,pSyn,0,0,0,0
IM 339,374,0.3,left,MBsta,SNc,WT,mPFF,M,pSyn,0,0,0,0
IM 342,374,0.3,left,MBsta,SNc,WT,mPFF,F,pSyn,0,0,0,0
IM 332,78,0.3,left,mcp,mcp,WT,mPFF,M,pSyn,0,0,0,0
IM 335,78,0.3,left,mcp,mcp,WT,mPFF,F,pSyn,0,0,0,0
IM 339,78,0.3,left,mcp,mcp,WT,mPFF,M,pSyn,0,0,0,0
IM 342,78,0.3,left,mcp,mcp,WT,mPFF,F,pSyn,0,0,0,0
IM 332,362,0.3,left,MD,MD,WT,mPFF,M,pSyn,0.002108977,0,0.002108977,0
IM 335,362,0.3,left,MD,MD,WT,mPFF,F,pSyn,0.001028274,0,0.001028274,0
IM 339,362,0.3,left,MD,MD,WT,mPFF,M,pSyn,0.000675987,0,0.000675987,0
IM 342,362,0.3,left,MD,MD,WT,mPFF,F,pSyn,4.55E-05,0,4.55E-05,0
IM 332,10671,0.3,left,ME,ME,WT,mPFF,M,pSyn,0,0,0,0
IM 335,10671,0.3,left,ME,ME,WT,mPFF,F,pSyn,0,0,0,0
IM 339,10671,0.3,left,ME,ME,WT,mPFF,M,pSyn,0,0,0,0
IM 342,10671,0.3,left,ME,ME,WT,mPFF,F,pSyn,0,0,0,0
IM 332,403,0.3,left,MEA,MEA,WT,mPFF,M,pSyn,8.24E-05,0,8.24E-05,0
IM 335,403,0.3,left,MEA,MEA,WT,mPFF,F,pSyn,0.000182532,0,0.000182532,0
IM 339,403,0.3,left,MEA,MEA,WT,mPFF,M,pSyn,0.000220485,0,0.000220485,0
IM 342,403,0.3,left,MEA,MEA,WT,mPFF,F,pSyn,1.82E-05,0,1.82E-05,0
IM 335,63,0.3,left,MEZ,PVHd,WT,mPFF,F,pSyn,0.002354711,0,0.002354711,0
IM 339,63,0.3,left,MEZ,PVHd,WT,mPFF,M,pSyn,0.000695094,0,0.000695094,0
IM 342,63,0.3,left,MEZ,PVHd,WT,mPFF,F,pSyn,0.001244448,0,0.001244448,0
IM 335,54,0.3,left,mfb,mfb,WT,mPFF,F,pSyn,0,0,0,0
IM 339,54,0.3,left,mfb,mfb,WT,mPFF,M,pSyn,0,0,0,0
IM 332,"c(1072, 1079, 1088)",0.3,left,MG,"c(""MGd"", ""MGv"", ""MGm"")",WT,mPFF,M,pSyn,0,0,0,0
IM 335,"c(1088, 1072, 1079)",0.3,left,MG,"c(""MGm"", ""MGd"", ""MGv"")",WT,mPFF,F,pSyn,0,0,0,0
IM 339,"c(1088, 1072, 1079)",0.3,left,MG,"c(""MGm"", ""MGd"", ""MGv"")",WT,mPFF,M,pSyn,5.71E-05,0,5.71E-05,0
IM 342,"c(1088, 1072, 1079)",0.3,left,MG,"c(""MGm"", ""MGd"", ""MGv"")",WT,mPFF,F,pSyn,0,0,0,0
IM 332,483,0.3,left,MH,MH,WT,mPFF,M,pSyn,0,0,0,0
IM 335,483,0.3,left,MH,MH,WT,mPFF,F,pSyn,0,0,0,0
IM 339,483,0.3,left,MH,MH,WT,mPFF,M,pSyn,0,0,0,0
IM 342,483,0.3,left,MH,MH,WT,mPFF,F,pSyn,0,0,0,0
IM 332,697,0.3,left,ml,ml,WT,mPFF,M,pSyn,0,0,0,0
IM 335,697,0.3,left,ml,ml,WT,mPFF,F,pSyn,0,0,0,0
IM 339,697,0.3,left,ml,ml,WT,mPFF,M,pSyn,0,0,0,0
IM 342,697,0.3,left,ml,ml,WT,mPFF,F,pSyn,0,0,0,0
IM 332,62,0.3,left,mlf,mlf,WT,mPFF,M,pSyn,0,0,0,0
IM 335,62,0.3,left,mlf,mlf,WT,mPFF,F,pSyn,0,0,0,0
IM 339,62,0.3,left,mlf,mlf,WT,mPFF,M,pSyn,0,0,0,0
IM 342,62,0.3,left,mlf,mlf,WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(606826655, 606826647, 606826659, 606826651, 732)",0.3,left,MM,"c(""MMp"", ""MMl"", ""MMd"", ""MMm"", ""MMme"")",WT,mPFF,M,pSyn,5.24E-05,0,5.24E-05,0
IM 335,"c(606826651, 606826647, 732, 606826659)",0.3,left,MM,"c(""MMm"", ""MMl"", ""MMme"", ""MMd"")",WT,mPFF,F,pSyn,0,0,0,0
IM 339,"c(606826651, 606826647, 606826659, 732)",0.3,left,MM,"c(""MMm"", ""MMl"", ""MMd"", ""MMme"")",WT,mPFF,M,pSyn,0,0,0,0
IM 342,"c(606826647, 606826659, 606826655, 606826651)",0.3,left,MM,"c(""MMl"", ""MMd"", ""MMp"", ""MMm"")",WT,mPFF,F,pSyn,0,0,0,0
IM 332,"c(943, 648, 320, 844, 882)",0.3,left,MOp,"c(""MOp2/3"", ""MOp5"", ""MOp1"", ""MOp6a"", ""MOp6b"")",WT,mPFF,M,pSyn,0.000188444,0,0.000188444,0
IM 335,"c(943, 648, 320, 844, 882)",0.3,left,MOp,"c(""MOp2/3"", ""MOp5"", ""MOp1"", ""MOp6a"", ""MOp6b"")",WT,mPFF,F,pSyn,0.001035731,0,0.001035731,0
IM 339,"c(320, 943, 648, 844, 882)",0.3,left,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"", ""MOp6a"", ""MOp6b"")",WT,mPFF,M,pSyn,0.001483294,0,0.001483294,0
IM 342,"c(320, 943, 648, 844, 882)",0.3,left,MOp,"c(""MOp1"", ""MOp2/3"", ""MOp5"", ""MOp6a"", ""MOp6b"")",WT,mPFF,F,pSyn,0.001931653,0,0.001931653,0
IM 332,"c(656, 962, 767, 1021, 1085)",0.3,left,MOs,"c(""MOs1"", ""MOs2/3"", ""MOs5"", ""MOs6a"", ""MOs6b"")",WT,mPFF,M,pSyn,0.001340841,0,0.001340841,0
IM 335,"c(656, 1085, 962, 767, 1021)",0.3,left,MOs,"c(""MOs1"", ""MOs6b"", ""MOs2/3"", ""MOs5"", ""MOs6a"")",WT,mPFF,F,pSyn,0.002517966,0,0.002517966,0
IM 339,"c(962, 1021, 656, 767, 1085)",0.3,left,MOs,"c(""MOs2/3"", ""MOs6a"", ""MOs1"", ""MOs5"", ""MOs6b"")",WT,mPFF,M,pSyn,0.002861143,0,0.002861143,0
IM 342,"c(656, 1021, 962, 767, 1085)",0.3,left,MOs,"c(""MOs1"", ""MOs6a"", ""MOs2/3"", ""MOs5"", ""MOs6b"")",WT,mPFF,F,pSyn,0.002129262,0,0.002129262,0
IM 332,93,0.3,left,moV,moV,WT,mPFF,M,pSyn,0,0,0,0
IM 335,93,0.3,left,moV,moV,WT,mPFF,F,pSyn,0,0,0,0
IM 339,93,0.3,left,moV,moV,WT,mPFF,M,pSyn,0,0,0,0
IM 342,93,0.3,left,moV,moV,WT,mPFF,F,pSyn,0,0,0,0
IM 332,673,0.3,left,mp,mp,WT,mPFF,M,pSyn,0,0,0,0
IM 335,673,0.3,left,mp,mp,WT,mPFF,F,pSyn,0,0,0,0
IM 339,673,0.3,left,mp,mp,WT,mPFF,M,pSyn,0,0,0,0
IM 342,673,0.3,left,mp,mp,WT,mPFF,F,pSyn,0,0,0,0
IM 332,128,0.3,left,MRN,MRN,WT,mPFF,M,pSyn,0,0,0,0
IM 335,128,0.3,left,MRN,MRN,WT,mPFF,F,pSyn,2.10E-05,0,2.10E-05,0
IM 339,128,0.3,left,MRN,MRN,WT,mPFF,M,pSyn,0.000183502,0,0.000183502,0
IM 342,128,0.3,left,MRN,MRN,WT,mPFF,F,pSyn,0.00011003,0,0.00011003,0
IM 332,564,0.3,left,MS,MS,WT,mPFF,M,pSyn,0,0,0,0
IM 335,564,0.3,left,MS,MS,WT,mPFF,F,pSyn,0,0,0,0
IM 339,564,0.3,left,MS,MS,WT,mPFF,M,pSyn,0,0,0,0
IM 342,564,0.3,left,MS,MS,WT,mPFF,F,pSyn,0,0,0,0
IM 332,58,0.3,left,MT,MT,WT,mPFF,M,pSyn,0,0,0,0
IM 335,58,0.3,left,MT,MT,WT,mPFF,F,pSyn,0,0,0,0
IM 339,58,0.3,left,MT,MT,WT,mPFF,M,pSyn,0,0,0,0
IM 342,58,0.3,left,MT,MT,WT,mPFF,F,pSyn,0,0,0,0
IM 332,681,0.3,left,mtg,mtg,WT,mPFF,M,pSyn,0,0,0,0
IM 335,681,0.3,left,mtg,mtg,WT,mPFF,F,pSyn,0,0,0,0
IM 339,681,0.3,left,mtg,mtg,WT,mPFF,M,pSyn,0.047502181,0.048484984,-0.000982804,0
IM 342,681,0.3,left,mtg,mtg,WT,mPFF,F,pSyn,0,0,0,0
IM 332,690,0.3,left,mtt,mtt,WT,mPFF,M,pSyn,0,0,0,0
IM 335,690,0.3,left,mtt,mtt,WT,mPFF,F,pSyn,0.00181473,0,0.00181473,0
IM 339,690,0.3,left,mtt,mtt,WT,mPFF,M,pSyn,0.003212693,0,0.003212693,0
IM 342,690,0.3,left,mtt,mtt,WT,mPFF,F,pSyn,9.05E-05,0,9.05E-05,0
IM 332,997,0.3,left,None,None,WT,mPFF,M,pSyn,0,0,0,0
IM 335,997,0.3,left,None,None,WT,mPFF,F,pSyn,0,0,0,0
IM 339,997,0.3,left,None,None,WT,mPFF,M,pSyn,0,0,0,0
IM 342,997,0.3,left,None,None,WT,mPFF,F,pSyn,0,0,0,0
IM 332,587,0.3,left,ND,ND,WT,mPFF,M,pSyn,0,0,0,0
IM 335,587,0.3,left,ND,ND,WT,mPFF,F,pSyn,0,0,0,0
