mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Inclusion per mm^2
IM 331,"c(1101, 328, 996, 783, 831)",0.2,right,AId,"c(""AId5"", ""AId2/3"", ""AId1"", ""AId6a"", ""AId6b"")",WT,mPFF,M,pSyn,7.05E-05,0,7.05E-05,0
IM 334,"c(1101, 996, 783, 328, 831)",0.2,right,AId,"c(""AId5"", ""AId1"", ""AId6a"", ""AId2/3"", ""AId6b"")",WT,mPFF,F,pSyn,0.002291106,0,0.002291106,0
IM 338,"c(328, 996, 783, 1101, 831)",0.2,right,AId,"c(""AId2/3"", ""AId1"", ""AId6a"", ""AId5"", ""AId6b"")",WT,mPFF,M,pSyn,0.00217074,0,0.00217074,0
IM 341,"c(328, 996, 1101, 783, 831)",0.2,right,AId,"c(""AId2/3"", ""AId1"", ""AId5"", ""AId6a"", ""AId6b"")",WT,mPFF,F,pSyn,0.002147422,0,0.002147422,0
IM 331,"c(355, 314, 120, 344, 163)",0.2,right,AIp,"c(""AIp6b"", ""AIp6a"", ""AIp1"", ""AIp5"", ""AIp2/3"")",WT,mPFF,M,pSyn,0.001832757,0,0.001832757,0
IM 334,"c(355, 344, 120, 163, 314)",0.2,right,AIp,"c(""AIp6b"", ""AIp5"", ""AIp1"", ""AIp2/3"", ""AIp6a"")",WT,mPFF,F,pSyn,0.000188721,0,0.000188721,0
IM 338,"c(344, 163, 314, 355, 120)",0.2,right,AIp,"c(""AIp5"", ""AIp2/3"", ""AIp6a"", ""AIp6b"", ""AIp1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(120, 163, 314, 344, 355)",0.2,right,AIp,"c(""AIp1"", ""AIp2/3"", ""AIp6a"", ""AIp5"", ""AIp6b"")",WT,mPFF,F,pSyn,0.000511102,0,0.000511102,0
IM 331,"c(675, 704, 694, 800)",0.2,right,AIv,"c(""AIv6a"", ""AIv1"", ""AIv2/3"", ""AIv5"")",WT,mPFF,M,pSyn,4.08E-05,0,4.08E-05,0
IM 334,"c(675, 704, 800, 694)",0.2,right,AIv,"c(""AIv6a"", ""AIv1"", ""AIv5"", ""AIv2/3"")",WT,mPFF,F,pSyn,0.000153706,0,0.000153706,0
IM 338,"c(694, 800, 704, 675)",0.2,right,AIv,"c(""AIv2/3"", ""AIv5"", ""AIv1"", ""AIv6a"")",WT,mPFF,M,pSyn,0.002190757,0,0.002190757,0
IM 341,"c(800, 675, 704, 694)",0.2,right,AIv,"c(""AIv5"", ""AIv6a"", ""AIv1"", ""AIv2/3"")",WT,mPFF,F,pSyn,0.000618781,0,0.000618781,0
IM 331,466,0.2,right,alv,alv,WT,mPFF,M,pSyn,0,0,0,0
IM 334,466,0.2,right,alv,alv,WT,mPFF,F,pSyn,0.000140201,0,0.000140201,0
IM 338,466,0.2,right,alv,alv,WT,mPFF,M,pSyn,0,0,0,0
IM 341,466,0.2,right,alv,alv,WT,mPFF,F,pSyn,0,0,0,0
IM 331,884,0.2,right,amc,amc,WT,mPFF,M,pSyn,0.007058873,0,0.007058873,0
IM 334,884,0.2,right,amc,amc,WT,mPFF,F,pSyn,0.003159323,0,0.003159323,0
IM 338,884,0.2,right,amc,amc,WT,mPFF,M,pSyn,0,0,0,0
IM 341,884,0.2,right,amc,amc,WT,mPFF,F,pSyn,0.000649993,0,0.000649993,0
IM 331,159,0.2,right,AON,AON,WT,mPFF,M,pSyn,0,0,0,0
IM 334,159,0.2,right,AON,AON,WT,mPFF,F,pSyn,2.52E-05,0,2.52E-05,0
IM 338,159,0.2,right,AON,AON,WT,mPFF,M,pSyn,1.13E-05,0,1.13E-05,0
IM 341,159,0.2,right,AON,AON,WT,mPFF,F,pSyn,2.54E-05,0,2.54E-05,0
IM 331,215,0.2,right,APN,APN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,215,0.2,right,APN,APN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,215,0.2,right,APN,APN,WT,mPFF,M,pSyn,0,0,0,0
IM 331,484682508,0.2,right,APr,APr,WT,mPFF,M,pSyn,0,0,0,0
IM 334,484682508,0.2,right,APr,APr,WT,mPFF,F,pSyn,0,0,0,0
IM 338,484682508,0.2,right,APr,APr,WT,mPFF,M,pSyn,0,0,0,0
IM 341,484682508,0.2,right,APr,APr,WT,mPFF,F,pSyn,0,0,0,0
IM 331,484682524,0.2,right,ar,ar,WT,mPFF,M,pSyn,0,0,0,0
IM 334,484682524,0.2,right,ar,ar,WT,mPFF,F,pSyn,0.001415944,0,0.001415944,0
IM 338,484682524,0.2,right,ar,ar,WT,mPFF,M,pSyn,0,0,0,0
IM 341,484682524,0.2,right,ar,ar,WT,mPFF,F,pSyn,0.000844846,0,0.000844846,0
IM 331,223,0.2,right,ARH,ARH,WT,mPFF,M,pSyn,0,0,0,0
IM 334,223,0.2,right,ARH,ARH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,223,0.2,right,ARH,ARH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,223,0.2,right,ARH,ARH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,231,0.2,right,AT,AT,WT,mPFF,M,pSyn,0,0,0,0
IM 334,231,0.2,right,AT,AT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,231,0.2,right,AT,AT,WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(600, 243, 678, 156, 527, 252)",0.2,right,AUDd,"c(""AUDd2/3"", ""AUDd6b"", ""AUDd4"", ""AUDd6a"", ""AUDd1"", ""AUDd5"")",WT,mPFF,M,pSyn,2.78E-05,0,2.78E-05,0
IM 334,"c(243, 156, 600, 678, 252, 527)",0.2,right,AUDd,"c(""AUDd6b"", ""AUDd6a"", ""AUDd2/3"", ""AUDd4"", ""AUDd5"", ""AUDd1"")",WT,mPFF,F,pSyn,0.000272827,0,0.000272827,0
IM 338,"c(678, 600, 156, 527, 252, 243)",0.2,right,AUDd,"c(""AUDd4"", ""AUDd2/3"", ""AUDd6a"", ""AUDd1"", ""AUDd5"", ""AUDd6b"")",WT,mPFF,M,pSyn,9.08E-06,0,9.08E-06,0
IM 341,"c(527, 678, 252, 156, 600, 243)",0.2,right,AUDd,"c(""AUDd1"", ""AUDd4"", ""AUDd5"", ""AUDd6a"", ""AUDd2/3"", ""AUDd6b"")",WT,mPFF,F,pSyn,0.001545212,0,0.001545212,0
IM 331,"c(251, 816, 735, 847, 1005, 954)",0.2,right,AUDp,"c(""AUDp2/3"", ""AUDp4"", ""AUDp1"", ""AUDp5"", ""AUDp6b"", ""AUDp6a"")",WT,mPFF,M,pSyn,0.000107572,0,0.000107572,0
IM 334,"c(847, 954, 735, 1005, 251, 816)",0.2,right,AUDp,"c(""AUDp5"", ""AUDp6a"", ""AUDp1"", ""AUDp6b"", ""AUDp2/3"", ""AUDp4"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(847, 735, 251, 954, 1005, 816)",0.2,right,AUDp,"c(""AUDp5"", ""AUDp1"", ""AUDp2/3"", ""AUDp6a"", ""AUDp6b"", ""AUDp4"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(816, 735, 251, 847)",0.2,right,AUDp,"c(""AUDp4"", ""AUDp1"", ""AUDp2/3"", ""AUDp5"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(643, 696, 759, 791, 456, 249)",0.2,right,AUDpo,"c(""AUDpo2/3"", ""AUDpo1"", ""AUDpo4"", ""AUDpo5"", ""AUDpo6b"", ""AUDpo6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(791, 643, 696, 249, 456, 759)",0.2,right,AUDpo,"c(""AUDpo5"", ""AUDpo2/3"", ""AUDpo1"", ""AUDpo6a"", ""AUDpo6b"", ""AUDpo4"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(791, 759, 456, 249, 643, 696)",0.2,right,AUDpo,"c(""AUDpo5"", ""AUDpo4"", ""AUDpo6b"", ""AUDpo6a"", ""AUDpo2/3"", ""AUDpo1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(959, 990, 598, 755, 520, 1023)",0.2,right,AUDv,"c(""AUDv1"", ""AUDv4"", ""AUDv6b"", ""AUDv2/3"", ""AUDv6a"", ""AUDv5"")",WT,mPFF,M,pSyn,4.47E-05,0,4.47E-05,0
IM 334,"c(990, 755, 959, 1023, 598, 520)",0.2,right,AUDv,"c(""AUDv4"", ""AUDv2/3"", ""AUDv1"", ""AUDv5"", ""AUDv6b"", ""AUDv6a"")",WT,mPFF,F,pSyn,0.000297732,0,0.000297732,0
IM 338,"c(755, 959, 990, 598, 520, 1023)",0.2,right,AUDv,"c(""AUDv2/3"", ""AUDv1"", ""AUDv4"", ""AUDv6b"", ""AUDv6a"", ""AUDv5"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(990, 1023, 755, 520, 598, 959)",0.2,right,AUDv,"c(""AUDv4"", ""AUDv5"", ""AUDv2/3"", ""AUDv6a"", ""AUDv6b"", ""AUDv1"")",WT,mPFF,F,pSyn,0.001035029,0,0.001035029,0
IM 334,292,0.2,right,BA,BA,WT,mPFF,F,pSyn,0,0,0,0
IM 338,292,0.2,right,BA,BA,WT,mPFF,M,pSyn,0,0,0,0
IM 331,482,0.2,right,bic,bic,WT,mPFF,M,pSyn,0,0,0,0
IM 334,482,0.2,right,bic,bic,WT,mPFF,F,pSyn,0,0,0,0
IM 338,482,0.2,right,bic,bic,WT,mPFF,M,pSyn,0,0,0,0
IM 341,482,0.2,right,bic,bic,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(303, 311, 451)",0.2,right,BLA,"c(""BLAa"", ""BLAp"", ""BLAv"")",WT,mPFF,M,pSyn,0.009747584,0,0.009747584,0
IM 334,"c(311, 451, 303)",0.2,right,BLA,"c(""BLAp"", ""BLAv"", ""BLAa"")",WT,mPFF,F,pSyn,0.004243163,0,0.004243163,0
IM 338,"c(311, 303, 451)",0.2,right,BLA,"c(""BLAp"", ""BLAa"", ""BLAv"")",WT,mPFF,M,pSyn,0.001700994,0,0.001700994,0
IM 341,"c(311, 303, 451)",0.2,right,BLA,"c(""BLAp"", ""BLAa"", ""BLAv"")",WT,mPFF,F,pSyn,0.00920238,0,0.00920238,0
IM 331,"c(334, 327)",0.2,right,BMA,"c(""BMAp"", ""BMAa"")",WT,mPFF,M,pSyn,0.000252617,0,0.000252617,0
IM 334,"c(327, 334)",0.2,right,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,F,pSyn,0.001637335,0,0.001637335,0
IM 338,"c(327, 334)",0.2,right,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(327, 334)",0.2,right,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,F,pSyn,0.000538327,0,0.000538327,0
IM 331,916,0.2,right,bsc,bsc,WT,mPFF,M,pSyn,0,0,0,0
IM 334,916,0.2,right,bsc,bsc,WT,mPFF,F,pSyn,0,0,0,0
IM 338,916,0.2,right,bsc,bsc,WT,mPFF,M,pSyn,0,0,0,0
IM 331,382,0.2,right,CA1,CA1,WT,mPFF,M,pSyn,5.78E-06,0,5.78E-06,0
IM 334,382,0.2,right,CA1,CA1,WT,mPFF,F,pSyn,0,0,0,0
IM 338,382,0.2,right,CA1,CA1,WT,mPFF,M,pSyn,5.78E-05,0,5.78E-05,0
IM 341,382,0.2,right,CA1,CA1,WT,mPFF,F,pSyn,0,0,0,0
IM 331,423,0.2,right,CA2,CA2,WT,mPFF,M,pSyn,0,0,0,0
IM 334,423,0.2,right,CA2,CA2,WT,mPFF,F,pSyn,0,0,0,0
IM 338,423,0.2,right,CA2,CA2,WT,mPFF,M,pSyn,2.24E-05,0,2.24E-05,0
IM 341,423,0.2,right,CA2,CA2,WT,mPFF,F,pSyn,0,0,0,0
IM 331,463,0.2,right,CA3,CA3,WT,mPFF,M,pSyn,2.37E-05,0,2.37E-05,0
IM 334,463,0.2,right,CA3,CA3,WT,mPFF,F,pSyn,2.61E-05,0,2.61E-05,0
IM 338,463,0.2,right,CA3,CA3,WT,mPFF,M,pSyn,1.55E-05,0,1.55E-05,0
IM 341,463,0.2,right,CA3,CA3,WT,mPFF,F,pSyn,0,0,0,0
IM 331,512,0.2,right,CB,CB,WT,mPFF,M,pSyn,0,0,0,0
IM 334,512,0.2,right,CB,CB,WT,mPFF,F,pSyn,0,0,0,0
IM 338,512,0.2,right,CB,CB,WT,mPFF,M,pSyn,0,0,0,0
IM 341,512,0.2,right,CB,CB,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(986, 964, 971, 484682516)",0.2,right,cc,"c(""ccs"", ""ee"", ""fp"", ""ccb"")",WT,mPFF,M,pSyn,0.000219359,0,0.000219359,0
IM 334,"c(484682516, 964, 971, 986)",0.2,right,cc,"c(""ccb"", ""ee"", ""fp"", ""ccs"")",WT,mPFF,F,pSyn,0.001037584,0,0.001037584,0
IM 338,"c(964, 986, 971, 484682516)",0.2,right,cc,"c(""ee"", ""ccs"", ""fp"", ""ccb"")",WT,mPFF,M,pSyn,0.000280195,0,0.000280195,0
IM 341,"c(964, 484682516, 986)",0.2,right,cc,"c(""ee"", ""ccb"", ""ccs"")",WT,mPFF,F,pSyn,0.00072716,0,0.00072716,0
IM 331,1108,0.2,right,ccg,ccg,WT,mPFF,M,pSyn,0.005063624,0,0.005063624,0
IM 334,1108,0.2,right,ccg,ccg,WT,mPFF,F,pSyn,0.010137598,0,0.010137598,0
IM 338,1108,0.2,right,ccg,ccg,WT,mPFF,M,pSyn,0.007447661,0,0.007447661,0
IM 341,1108,0.2,right,ccg,ccg,WT,mPFF,F,pSyn,0.001665088,0,0.001665088,0
IM 331,"c(559, 551, 544)",0.2,right,CEA,"c(""CEAm"", ""CEAl"", ""CEAc"")",WT,mPFF,M,pSyn,0.010472096,0,0.010472096,0
IM 334,"c(559, 551, 544)",0.2,right,CEA,"c(""CEAm"", ""CEAl"", ""CEAc"")",WT,mPFF,F,pSyn,0.000427392,0,0.000427392,0
IM 338,"c(551, 544, 559)",0.2,right,CEA,"c(""CEAl"", ""CEAc"", ""CEAm"")",WT,mPFF,M,pSyn,0.00195299,0,0.00195299,0
IM 341,"c(559, 551, 544)",0.2,right,CEA,"c(""CEAm"", ""CEAl"", ""CEAc"")",WT,mPFF,F,pSyn,0.019253751,0.006953018,0.012300732,0.827428482
IM 331,940,0.2,right,cing,cing,WT,mPFF,M,pSyn,0.00012176,0,0.00012176,0
IM 334,940,0.2,right,cing,cing,WT,mPFF,F,pSyn,0.000758791,0,0.000758791,0
IM 338,940,0.2,right,cing,cing,WT,mPFF,M,pSyn,0.00026676,0,0.00026676,0
IM 341,940,0.2,right,cing,cing,WT,mPFF,F,pSyn,0.001628524,0,0.001628524,0
IM 331,575,0.2,right,CL,CL,WT,mPFF,M,pSyn,0.007059046,0,0.007059046,0
IM 334,575,0.2,right,CL,CL,WT,mPFF,F,pSyn,0.000291001,0,0.000291001,0
IM 338,575,0.2,right,CL,CL,WT,mPFF,M,pSyn,0.001524214,0,0.001524214,0
IM 341,575,0.2,right,CL,CL,WT,mPFF,F,pSyn,0.001562802,0,0.001562802,0
IM 331,583,0.2,right,CLA,CLA,WT,mPFF,M,pSyn,0,0,0,0
IM 334,583,0.2,right,CLA,CLA,WT,mPFF,F,pSyn,0.006097734,0,0.006097734,0
IM 338,583,0.2,right,CLA,CLA,WT,mPFF,M,pSyn,0.002138869,0,0.002138869,0
IM 341,583,0.2,right,CLA,CLA,WT,mPFF,F,pSyn,0.00305088,0,0.00305088,0
IM 331,591,0.2,right,CLI,CLI,WT,mPFF,M,pSyn,0,0,0,0
IM 334,591,0.2,right,CLI,CLI,WT,mPFF,F,pSyn,0,0,0,0
IM 341,591,0.2,right,CLI,CLI,WT,mPFF,F,pSyn,0,0,0,0
IM 331,599,0.2,right,CM,CM,WT,mPFF,M,pSyn,0,0,0,0
IM 334,599,0.2,right,CM,CM,WT,mPFF,F,pSyn,0,0,0,0
IM 338,599,0.2,right,CM,CM,WT,mPFF,M,pSyn,0,0,0,0
IM 341,599,0.2,right,CM,CM,WT,mPFF,F,pSyn,0.004783243,0,0.004783243,0
IM 331,639,0.2,right,COA,COAa,WT,mPFF,M,pSyn,0,0,0,0
IM 334,639,0.2,right,COA,COAa,WT,mPFF,F,pSyn,0,0,0,0
IM 338,639,0.2,right,COA,COAa,WT,mPFF,M,pSyn,0,0,0,0
IM 341,639,0.2,right,COA,COAa,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(655, 663)",0.2,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(663, 655)",0.2,right,COAp,"c(""COApm"", ""COApl"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(655, 663)",0.2,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,M,pSyn,5.82E-06,0,5.82E-06,0
IM 341,"c(655, 663)",0.2,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,672,0.2,right,CP,CP,WT,mPFF,M,pSyn,0.003887395,0,0.003887395,0
IM 334,672,0.2,right,CP,CP,WT,mPFF,F,pSyn,0.006621127,0,0.006621127,0
IM 338,672,0.2,right,CP,CP,WT,mPFF,M,pSyn,0.004032926,0,0.004032926,0
IM 341,672,0.2,right,CP,CP,WT,mPFF,F,pSyn,0.002201771,0,0.002201771,0
IM 331,924,0.2,right,cpd,cpd,WT,mPFF,M,pSyn,2.19E-05,0,2.19E-05,0
IM 334,924,0.2,right,cpd,cpd,WT,mPFF,F,pSyn,0,0,0,0
IM 338,924,0.2,right,cpd,cpd,WT,mPFF,M,pSyn,0,0,0,0
IM 331,679,0.2,right,CS,CS,WT,mPFF,M,pSyn,0,0,0,0
IM 334,679,0.2,right,CS,CS,WT,mPFF,F,pSyn,0,0,0,0
IM 338,679,0.2,right,CS,CS,WT,mPFF,M,pSyn,0,0,0,0
IM 341,679,0.2,right,CS,CS,WT,mPFF,F,pSyn,0,0,0,0
IM 331,784,0.2,right,cst,cst,WT,mPFF,M,pSyn,0,0,0,0
IM 334,784,0.2,right,cst,cst,WT,mPFF,F,pSyn,0,0,0,0
IM 338,784,0.2,right,cst,cst,WT,mPFF,M,pSyn,0,0,0,0
IM 341,784,0.2,right,cst,cst,WT,mPFF,F,pSyn,0,0,0,0
IM 331,703,0.2,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,0.000324042,0,0.000324042,0
IM 334,703,0.2,right,CTXsp,CTXsp,WT,mPFF,F,pSyn,0.002784391,0,0.002784391,0
IM 338,703,0.2,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,0,0,0,0
IM 341,703,0.2,right,CTXsp,CTXsp,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(10703, 632, 10704)",0.2,right,DG,"c(""DG-mo"", ""DG-sg"", ""DG-po"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(632, 10704, 10703)",0.2,right,DG,"c(""DG-sg"", ""DG-po"", ""DG-mo"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(10703, 632, 10704)",0.2,right,DG,"c(""DG-mo"", ""DG-sg"", ""DG-po"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(10703, 632, 10704)",0.2,right,DG,"c(""DG-mo"", ""DG-sg"", ""DG-po"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,443,0.2,right,dhc,dhc,WT,mPFF,M,pSyn,0,0,0,0
IM 334,443,0.2,right,dhc,dhc,WT,mPFF,F,pSyn,0,0,0,0
IM 338,443,0.2,right,dhc,dhc,WT,mPFF,M,pSyn,0,0,0,0
IM 341,443,0.2,right,dhc,dhc,WT,mPFF,F,pSyn,0,0,0,0
IM 331,830,0.2,right,DMH,DMH,WT,mPFF,M,pSyn,0,0,0,0
IM 334,830,0.2,right,DMH,DMH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,830,0.2,right,DMH,DMH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,830,0.2,right,DMH,DMH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,814,0.2,right,DP,DP,WT,mPFF,M,pSyn,0,0,0,0
IM 334,814,0.2,right,DP,DP,WT,mPFF,F,pSyn,0,0,0,0
IM 338,814,0.2,right,DP,DP,WT,mPFF,M,pSyn,0,0,0,0
IM 341,814,0.2,right,DP,DP,WT,mPFF,F,pSyn,0,0,0,0
IM 331,872,0.2,right,DR,DR,WT,mPFF,M,pSyn,0,0,0,0
IM 334,872,0.2,right,DR,DR,WT,mPFF,F,pSyn,0,0,0,0
IM 338,872,0.2,right,DR,DR,WT,mPFF,M,pSyn,0,0,0,0
IM 341,872,0.2,right,DR,DR,WT,mPFF,F,pSyn,0,0,0,0
IM 331,812,0.2,right,dscp,dscp,WT,mPFF,M,pSyn,0,0,0,0
IM 334,812,0.2,right,dscp,dscp,WT,mPFF,F,pSyn,0,0,0,0
IM 338,812,0.2,right,dscp,dscp,WT,mPFF,M,pSyn,0,0,0,0
IM 341,812,0.2,right,dscp,dscp,WT,mPFF,F,pSyn,0,0,0,0
IM 331,579,0.2,right,ec,ec,WT,mPFF,M,pSyn,0.000399503,0,0.000399503,0
IM 334,579,0.2,right,ec,ec,WT,mPFF,F,pSyn,0.001496845,0,0.001496845,0
IM 338,579,0.2,right,ec,ec,WT,mPFF,M,pSyn,0.001814966,0,0.001814966,0
IM 341,579,0.2,right,ec,ec,WT,mPFF,F,pSyn,0.000642865,0,0.000642865,0
IM 331,"c(836, 427, 988, 977, 1045)",0.2,right,ECT,"c(""ECT1"", ""ECT2/3"", ""ECT5"", ""ECT6a"", ""ECT6b"")",WT,mPFF,M,pSyn,0.000194819,0,0.000194819,0
IM 334,"c(977, 427, 1045, 836, 988)",0.2,right,ECT,"c(""ECT6a"", ""ECT2/3"", ""ECT6b"", ""ECT1"", ""ECT5"")",WT,mPFF,F,pSyn,0.000460856,0,0.000460856,0
IM 338,"c(988, 1045, 427, 836, 977)",0.2,right,ECT,"c(""ECT5"", ""ECT6b"", ""ECT2/3"", ""ECT1"", ""ECT6a"")",WT,mPFF,M,pSyn,0.000921869,0,0.000921869,0
IM 341,"c(1045, 836, 988, 977, 427)",0.2,right,ECT,"c(""ECT6b"", ""ECT1"", ""ECT5"", ""ECT6a"", ""ECT2/3"")",WT,mPFF,F,pSyn,0.002982389,0,0.002982389,0
IM 331,1092,0.2,right,em,em,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1092,0.2,right,em,em,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1092,0.2,right,em,em,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1092,0.2,right,em,em,WT,mPFF,F,pSyn,0.000496785,0,0.000496785,0
IM 331,"c(28, 1121, 52, 20, 139)",0.2,right,ENTl,"c(""ENTl6a"", ""ENTl1"", ""ENTl3"", ""ENTl2"", ""ENTl5"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(139, 20, 52, 28, 1121)",0.2,right,ENTl,"c(""ENTl5"", ""ENTl2"", ""ENTl3"", ""ENTl6a"", ""ENTl1"")",WT,mPFF,F,pSyn,0.000107153,0,0.000107153,0
IM 338,"c(20, 28, 52, 139, 1121)",0.2,right,ENTl,"c(""ENTl2"", ""ENTl6a"", ""ENTl3"", ""ENTl5"", ""ENTl1"")",WT,mPFF,M,pSyn,4.94E-05,0,4.94E-05,0
IM 341,"c(20, 1121, 28, 52, 139)",0.2,right,ENTl,"c(""ENTl2"", ""ENTl1"", ""ENTl6a"", ""ENTl3"", ""ENTl5"")",WT,mPFF,F,pSyn,0.000489503,0,0.000489503,0
IM 331,"c(664, 526, 543, 743, 727)",0.2,right,ENTm,"c(""ENTm3"", ""ENTm1"", ""ENTm2"", ""ENTm6"", ""ENTm5"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(743, 664, 526, 543, 727)",0.2,right,ENTm,"c(""ENTm6"", ""ENTm3"", ""ENTm1"", ""ENTm2"", ""ENTm5"")",WT,mPFF,F,pSyn,9.30E-05,0,9.30E-05,0
IM 338,"c(727, 664, 526, 543, 743)",0.2,right,ENTm,"c(""ENTm5"", ""ENTm3"", ""ENTm1"", ""ENTm2"", ""ENTm6"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(526, 543, 743, 727, 664)",0.2,right,ENTm,"c(""ENTm1"", ""ENTm2"", ""ENTm6"", ""ENTm5"", ""ENTm3"")",WT,mPFF,F,pSyn,3.14E-05,0,3.14E-05,0
IM 331,"c(952, 966)",0.2,right,EP,"c(""EPd"", ""EPv"")",WT,mPFF,M,pSyn,0.000471872,0,0.000471872,0
IM 334,"c(966, 952)",0.2,right,EP,"c(""EPv"", ""EPd"")",WT,mPFF,F,pSyn,0.000428798,0,0.000428798,0
IM 338,"c(966, 952)",0.2,right,EP,"c(""EPv"", ""EPd"")",WT,mPFF,M,pSyn,0.000322465,0,0.000322465,0
IM 341,"c(952, 966)",0.2,right,EP,"c(""EPd"", ""EPv"")",WT,mPFF,F,pSyn,0.000467181,0,0.000467181,0
IM 331,560581551,0.2,right,Eth,Eth,WT,mPFF,M,pSyn,0.002211513,0,0.002211513,0
IM 334,560581551,0.2,right,Eth,Eth,WT,mPFF,F,pSyn,0,0,0,0
IM 338,560581551,0.2,right,Eth,Eth,WT,mPFF,M,pSyn,9.66E-05,0,9.66E-05,0
IM 341,560581551,0.2,right,Eth,Eth,WT,mPFF,F,pSyn,0.000762808,0,0.000762808,0
IM 334,975,0.2,right,EW,EW,WT,mPFF,F,pSyn,0,0,0,0
IM 331,982,0.2,right,FC,FC,WT,mPFF,M,pSyn,0,0,0,0
IM 334,982,0.2,right,FC,FC,WT,mPFF,F,pSyn,0,0,0,0
IM 338,982,0.2,right,FC,FC,WT,mPFF,M,pSyn,0,0,0,0
IM 341,982,0.2,right,FC,FC,WT,mPFF,F,pSyn,0,0,0,0
IM 334,804,0.2,right,FF,FF,WT,mPFF,F,pSyn,0,0,0,0
IM 338,804,0.2,right,FF,FF,WT,mPFF,M,pSyn,0,0,0,0
IM 331,603,0.2,right,fi,fi,WT,mPFF,M,pSyn,0,0,0,0
IM 334,603,0.2,right,fi,fi,WT,mPFF,F,pSyn,0,0,0,0
IM 338,603,0.2,right,fi,fi,WT,mPFF,M,pSyn,0,0,0,0
IM 341,603,0.2,right,fi,fi,WT,mPFF,F,pSyn,0,0,0,0
IM 331,1009,0.2,right,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0.001751211,0,0.001751211,0
IM 334,1009,0.2,right,fiber tracts,fiber tracts,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1009,0.2,right,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0.000278742,0,0.000278742,0
IM 341,1009,0.2,right,fiber tracts,fiber tracts,WT,mPFF,F,pSyn,0.004170628,0,0.004170628,0
IM 331,595,0.2,right,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM 334,595,0.2,right,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM 338,595,0.2,right,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM 341,595,0.2,right,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM 331,526157196,0.2,right,FRP,FRP6a,WT,mPFF,M,pSyn,0.000544928,0,0.000544928,0
IM 334,526157196,0.2,right,FRP,FRP6a,WT,mPFF,F,pSyn,0,0,0,0
IM 338,526157196,0.2,right,FRP,FRP6a,WT,mPFF,M,pSyn,0.005810831,0,0.005810831,0
IM 341,526157196,0.2,right,FRP,FRP6a,WT,mPFF,F,pSyn,0.002837798,0,0.002837798,0
