mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Inclusion per mm^2
IM 338,"c(448, 412, 630, 440)",0.2,left,ORBl,"c(""ORBl1"", ""ORBl2/3"", ""ORBl5"", ""ORBl6a"")",WT,mPFF,M,pSyn,0.000568184,0,0.000568184,0
IM 341,"c(412, 448, 630, 440)",0.2,left,ORBl,"c(""ORBl2/3"", ""ORBl1"", ""ORBl5"", ""ORBl6a"")",WT,mPFF,F,pSyn,0.000571732,0,0.000571732,0
IM 331,"c(484, 620, 910, 582)",0.2,left,ORBm,"c(""ORBm1"", ""ORBm5"", ""ORBm6a"", ""ORBm2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(582, 910, 484, 620)",0.2,left,ORBm,"c(""ORBm2/3"", ""ORBm6a"", ""ORBm1"", ""ORBm5"")",WT,mPFF,F,pSyn,0.000544478,0,0.000544478,0
IM 338,"c(582, 484, 620, 910)",0.2,left,ORBm,"c(""ORBm2/3"", ""ORBm1"", ""ORBm5"", ""ORBm6a"")",WT,mPFF,M,pSyn,0.000147068,0,0.000147068,0
IM 341,"c(910, 582, 620, 484)",0.2,left,ORBm,"c(""ORBm6a"", ""ORBm2/3"", ""ORBm5"", ""ORBm1"")",WT,mPFF,F,pSyn,0.000905798,0,0.000905798,0
IM 331,"c(608, 288, 1125)",0.2,left,ORBvl,"c(""ORBvl6a"", ""ORBvl2/3"", ""ORBvl5"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(288, 608, 1125)",0.2,left,ORBvl,"c(""ORBvl2/3"", ""ORBvl6a"", ""ORBvl5"")",WT,mPFF,F,pSyn,0.00136399,0,0.00136399,0
IM 338,"c(608, 288, 1125)",0.2,left,ORBvl,"c(""ORBvl6a"", ""ORBvl2/3"", ""ORBvl5"")",WT,mPFF,M,pSyn,0.000962673,0,0.000962673,0
IM 341,"c(288, 1125, 608)",0.2,left,ORBvl,"c(""ORBvl2/3"", ""ORBvl5"", ""ORBvl6a"")",WT,mPFF,F,pSyn,0.001045007,0,0.001045007,0
IM 331,754,0.2,left,OT,OT,WT,mPFF,M,pSyn,1.92E-05,0,1.92E-05,0
IM 334,754,0.2,left,OT,OT,WT,mPFF,F,pSyn,0.00035637,0,0.00035637,0
IM 338,754,0.2,left,OT,OT,WT,mPFF,M,pSyn,0,0,0,0
IM 341,754,0.2,left,OT,OT,WT,mPFF,F,pSyn,6.59E-05,0,6.59E-05,0
IM 331,771,0.2,left,P,P,WT,mPFF,M,pSyn,0,0,0,0
IM 334,771,0.2,left,P,P,WT,mPFF,F,pSyn,0,0,0,0
IM 338,771,0.2,left,P,P,WT,mPFF,M,pSyn,0,0,0,0
IM 341,771,0.2,left,P,P,WT,mPFF,F,pSyn,0,0,0,0
IM 331,780,0.2,left,PA,PA,WT,mPFF,M,pSyn,0,0,0,0
IM 334,780,0.2,left,PA,PA,WT,mPFF,F,pSyn,0,0,0,0
IM 338,780,0.2,left,PA,PA,WT,mPFF,M,pSyn,0,0,0,0
IM 331,606826663,0.2,left,Pa4,Pa4,WT,mPFF,M,pSyn,0,0,0,0
IM 334,606826663,0.2,left,Pa4,Pa4,WT,mPFF,F,pSyn,0,0,0,0
IM 338,606826663,0.2,left,Pa4,Pa4,WT,mPFF,M,pSyn,0,0,0,0
IM 341,606826663,0.2,left,Pa4,Pa4,WT,mPFF,F,pSyn,0,0,0,0
IM 331,788,0.2,left,PAA,PAA,WT,mPFF,M,pSyn,0,0,0,0
IM 334,788,0.2,left,PAA,PAA,WT,mPFF,F,pSyn,0,0,0,0
IM 338,788,0.2,left,PAA,PAA,WT,mPFF,M,pSyn,0,0,0,0
IM 341,788,0.2,left,PAA,PAA,WT,mPFF,F,pSyn,0,0,0,0
IM 331,795,0.2,left,PAG,PAG,WT,mPFF,M,pSyn,4.68E-05,0,4.68E-05,0
IM 334,795,0.2,left,PAG,PAG,WT,mPFF,F,pSyn,0,0,0,0
IM 338,795,0.2,left,PAG,PAG,WT,mPFF,M,pSyn,0,0,0,0
IM 341,795,0.2,left,PAG,PAG,WT,mPFF,F,pSyn,0,0,0,0
IM 331,803,0.2,left,PAL,PAL,WT,mPFF,M,pSyn,0,0,0,0
IM 334,803,0.2,left,PAL,PAL,WT,mPFF,F,pSyn,0,0,0,0
IM 338,803,0.2,left,PAL,PAL,WT,mPFF,M,pSyn,0,0,0,0
IM 341,803,0.2,left,PAL,PAL,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(1022, 1031)",0.2,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(1031, 1022)",0.2,left,PALd,"c(""GPi"", ""GPe"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(1022, 1031)",0.2,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(1031, 1022)",0.2,left,PALd,"c(""GPi"", ""GPe"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,843,0.2,left,PAR,PAR,WT,mPFF,M,pSyn,0.000244588,0,0.000244588,0
IM 334,843,0.2,left,PAR,PAR,WT,mPFF,F,pSyn,0,0,0,0
IM 338,843,0.2,left,PAR,PAR,WT,mPFF,M,pSyn,0,0,0,0
IM 341,843,0.2,left,PAR,PAR,WT,mPFF,F,pSyn,0,0,0,0
IM 331,874,0.2,left,PBG,PBG,WT,mPFF,M,pSyn,0,0,0,0
IM 334,874,0.2,left,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM 338,874,0.2,left,PBG,PBG,WT,mPFF,M,pSyn,0,0,0,0
IM 341,874,0.2,left,PBG,PBG,WT,mPFF,F,pSyn,0,0,0,0
IM 331,158,0.2,left,pc,pc,WT,mPFF,M,pSyn,0,0,0,0
IM 334,158,0.2,left,pc,pc,WT,mPFF,F,pSyn,0,0,0,0
IM 338,158,0.2,left,pc,pc,WT,mPFF,M,pSyn,0,0,0,0
IM 331,907,0.2,left,PCN,PCN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,907,0.2,left,PCN,PCN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,907,0.2,left,PCN,PCN,WT,mPFF,M,pSyn,0,0,0,0
IM 341,907,0.2,left,PCN,PCN,WT,mPFF,F,pSyn,0,0,0,0
IM 331,576073704,0.2,left,PeF,PeF,WT,mPFF,M,pSyn,0,0,0,0
IM 334,576073704,0.2,left,PeF,PeF,WT,mPFF,F,pSyn,0,0,0,0
IM 338,576073704,0.2,left,PeF,PeF,WT,mPFF,M,pSyn,0,0,0,0
IM 341,576073704,0.2,left,PeF,PeF,WT,mPFF,F,pSyn,7.44E-05,0,7.44E-05,0
IM 331,"c(692, 888, 335, 540, 368)",0.2,left,PERI,"c(""PERI5"", ""PERI2/3"", ""PERI6a"", ""PERI1"", ""PERI6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(540, 888, 692, 335, 368)",0.2,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,F,pSyn,2.72E-05,0,2.72E-05,0
IM 338,"c(368, 335, 888, 540, 692)",0.2,left,PERI,"c(""PERI6b"", ""PERI6a"", ""PERI2/3"", ""PERI1"", ""PERI5"")",WT,mPFF,M,pSyn,2.63E-05,0,2.63E-05,0
IM 341,"c(540, 335, 888, 692)",0.2,left,PERI,"c(""PERI1"", ""PERI6a"", ""PERI2/3"", ""PERI5"")",WT,mPFF,F,pSyn,0.002103688,0,0.002103688,0
IM 331,930,0.2,left,PF,PF,WT,mPFF,M,pSyn,9.90E-05,0,9.90E-05,0
IM 334,930,0.2,left,PF,PF,WT,mPFF,F,pSyn,0,0,0,0
IM 338,930,0.2,left,PF,PF,WT,mPFF,M,pSyn,0,0,0,0
IM 341,930,0.2,left,PF,PF,WT,mPFF,F,pSyn,0,0,0,0
IM 331,931,0.2,left,PG,PG,WT,mPFF,M,pSyn,0,0,0,0
IM 334,931,0.2,left,PG,PG,WT,mPFF,F,pSyn,0,0,0,0
IM 338,931,0.2,left,PG,PG,WT,mPFF,M,pSyn,0,0,0,0
IM 341,931,0.2,left,PG,PG,WT,mPFF,F,pSyn,0,0,0,0
IM 331,946,0.2,left,PH,PH,WT,mPFF,M,pSyn,0.000807869,0,0.000807869,0
IM 334,946,0.2,left,PH,PH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,946,0.2,left,PH,PH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,946,0.2,left,PH,PH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,560581563,0.2,left,PIL,PIL,WT,mPFF,M,pSyn,0,0,0,0
IM 334,560581563,0.2,left,PIL,PIL,WT,mPFF,F,pSyn,0,0,0,0
IM 338,560581563,0.2,left,PIL,PIL,WT,mPFF,M,pSyn,0,0,0,0
IM 331,961,0.2,left,PIR,PIR,WT,mPFF,M,pSyn,5.89E-05,0,5.89E-05,0
IM 334,961,0.2,left,PIR,PIR,WT,mPFF,F,pSyn,1.80E-05,0,1.80E-05,0
IM 338,961,0.2,left,PIR,PIR,WT,mPFF,M,pSyn,1.20E-05,0,1.20E-05,0
IM 341,961,0.2,left,PIR,PIR,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(84, 363, 171, 304)",0.2,left,PL,"c(""PL6a"", ""PL5"", ""PL1"", ""PL2/3"")",WT,mPFF,M,pSyn,0.000338015,0,0.000338015,0
IM 334,"c(304, 84, 171, 363)",0.2,left,PL,"c(""PL2/3"", ""PL6a"", ""PL1"", ""PL5"")",WT,mPFF,F,pSyn,4.83E-05,0,4.83E-05,0
IM 338,"c(84, 171, 304, 363)",0.2,left,PL,"c(""PL6a"", ""PL1"", ""PL2/3"", ""PL5"")",WT,mPFF,M,pSyn,0.000956081,0,0.000956081,0
IM 341,"c(304, 84, 171, 363)",0.2,left,PL,"c(""PL2/3"", ""PL6a"", ""PL1"", ""PL5"")",WT,mPFF,F,pSyn,0.001034132,0,0.001034132,0
IM 331,753,0.2,left,pm,pm,WT,mPFF,M,pSyn,0,0,0,0
IM 334,753,0.2,left,pm,pm,WT,mPFF,F,pSyn,0,0,0,0
IM 338,753,0.2,left,pm,pm,WT,mPFF,M,pSyn,0,0,0,0
IM 338,980,0.2,left,PMd,PMd,WT,mPFF,M,pSyn,0,0,0,0
IM 331,1004,0.2,left,PMv,PMv,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1004,0.2,left,PMv,PMv,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1004,0.2,left,PMv,PMv,WT,mPFF,M,pSyn,0,0,0,0
IM 331,1020,0.2,left,PO,PO,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1020,0.2,left,PO,PO,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1020,0.2,left,PO,PO,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1020,0.2,left,PO,PO,WT,mPFF,F,pSyn,0,0,0,0
IM 331,1029,0.2,left,POL,POL,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1029,0.2,left,POL,POL,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1029,0.2,left,POL,POL,WT,mPFF,M,pSyn,0,0,0,0
IM 331,1037,0.2,left,POST,POST,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1037,0.2,left,POST,POST,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1037,0.2,left,POST,POST,WT,mPFF,M,pSyn,0.000824569,0,0.000824569,0
IM 341,1037,0.2,left,POST,POST,WT,mPFF,F,pSyn,0,0,0,0
IM 331,563807435,0.2,left,PoT,PoT,WT,mPFF,M,pSyn,0,0,0,0
IM 334,563807435,0.2,left,PoT,PoT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,563807435,0.2,left,PoT,PoT,WT,mPFF,M,pSyn,0,0,0,0
IM 331,1044,0.2,left,PP,PP,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1044,0.2,left,PP,PP,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1044,0.2,left,PP,PP,WT,mPFF,M,pSyn,0,0,0,0
IM 331,1052,0.2,left,PPN,PPN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1052,0.2,left,PPN,PPN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1052,0.2,left,PPN,PPN,WT,mPFF,M,pSyn,0.000796913,0,0.000796913,0
IM 341,1052,0.2,left,PPN,PPN,WT,mPFF,F,pSyn,0,0,0,0
IM 331,1061,0.2,left,PPT,PPT,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1061,0.2,left,PPT,PPT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1061,0.2,left,PPT,PPT,WT,mPFF,M,pSyn,0,0,0,0
IM 331,1077,0.2,left,PR,PR,WT,mPFF,M,pSyn,0.000348421,0,0.000348421,0
IM 334,1077,0.2,left,PR,PR,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1077,0.2,left,PR,PR,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1077,0.2,left,PR,PR,WT,mPFF,F,pSyn,0,0,0,0
IM 331,50,0.2,left,PRC,PRC,WT,mPFF,M,pSyn,0,0,0,0
IM 334,50,0.2,left,PRC,PRC,WT,mPFF,F,pSyn,0,0,0,0
IM 338,50,0.2,left,PRC,PRC,WT,mPFF,M,pSyn,0,0,0,0
IM 341,50,0.2,left,PRC,PRC,WT,mPFF,F,pSyn,0,0,0,0
IM 331,1084,0.2,left,PRE,PRE,WT,mPFF,M,pSyn,0,0,0,0
IM 334,1084,0.2,left,PRE,PRE,WT,mPFF,F,pSyn,0,0,0,0
IM 338,1084,0.2,left,PRE,PRE,WT,mPFF,M,pSyn,0,0,0,0
IM 341,1084,0.2,left,PRE,PRE,WT,mPFF,F,pSyn,0,0,0,0
IM 331,146,0.2,left,PRNr,PRNr,WT,mPFF,M,pSyn,0,0,0,0
IM 334,146,0.2,left,PRNr,PRNr,WT,mPFF,F,pSyn,0,0,0,0
IM 338,146,0.2,left,PRNr,PRNr,WT,mPFF,M,pSyn,0,0,0,0
IM 341,146,0.2,left,PRNr,PRNr,WT,mPFF,F,pSyn,0,0,0,0
IM 331,484682470,0.2,left,ProS,ProS,WT,mPFF,M,pSyn,0,0,0,0
IM 334,484682470,0.2,left,ProS,ProS,WT,mPFF,F,pSyn,0,0,0,0
IM 338,484682470,0.2,left,ProS,ProS,WT,mPFF,M,pSyn,0,0,0,0
IM 331,356,0.2,left,PST,PST,WT,mPFF,M,pSyn,0,0,0,0
IM 341,356,0.2,left,PST,PST,WT,mPFF,F,pSyn,0,0,0,0
IM 331,364,0.2,left,PSTN,PSTN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,364,0.2,left,PSTN,PSTN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,364,0.2,left,PSTN,PSTN,WT,mPFF,M,pSyn,0,0,0,0
IM 341,364,0.2,left,PSTN,PSTN,WT,mPFF,F,pSyn,0,0,0,0
IM 331,126,0.2,left,PVR,PVp,WT,mPFF,M,pSyn,0,0,0,0
IM 338,126,0.2,left,PVR,PVp,WT,mPFF,M,pSyn,0,0,0,0
IM 331,149,0.2,left,PVT,PVT,WT,mPFF,M,pSyn,0,0,0,0
IM 334,149,0.2,left,PVT,PVT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,149,0.2,left,PVT,PVT,WT,mPFF,M,pSyn,0,0,0,0
IM 341,149,0.2,left,PVT,PVT,WT,mPFF,F,pSyn,0,0,0,0
IM 331,118,0.2,left,PVZ,PVi,WT,mPFF,M,pSyn,0,0,0,0
IM 334,118,0.2,left,PVZ,PVi,WT,mPFF,F,pSyn,0,0,0,0
IM 338,118,0.2,left,PVZ,PVi,WT,mPFF,M,pSyn,0,0,0,0
IM 341,118,0.2,left,PVZ,PVi,WT,mPFF,F,pSyn,0,0,0,0
IM 331,181,0.2,left,RE,RE,WT,mPFF,M,pSyn,0.000419306,0,0.000419306,0
IM 334,181,0.2,left,RE,RE,WT,mPFF,F,pSyn,0,0,0,0
IM 338,181,0.2,left,RE,RE,WT,mPFF,M,pSyn,0.000672102,0,0.000672102,0
IM 341,181,0.2,left,RE,RE,WT,mPFF,F,pSyn,0.00114882,0,0.00114882,0
IM 331,189,0.2,left,RH,RH,WT,mPFF,M,pSyn,0,0,0,0
IM 334,189,0.2,left,RH,RH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,189,0.2,left,RH,RH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,189,0.2,left,RH,RH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,197,0.2,left,RL,RL,WT,mPFF,M,pSyn,0,0,0,0
IM 334,197,0.2,left,RL,RL,WT,mPFF,F,pSyn,0,0,0,0
IM 331,214,0.2,left,RN,RN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,214,0.2,left,RN,RN,WT,mPFF,F,pSyn,0,0,0,0
IM 334,549009203,0.2,left,RPF,RPF,WT,mPFF,F,pSyn,0,0,0,0
IM 338,549009203,0.2,left,RPF,RPF,WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(906, 774, 671, 279, 965)",0.2,left,RSPagl,"c(""RSPagl6a"", ""RSPagl5"", ""RSPagl1"", ""RSPagl6b"", ""RSPagl2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(906, 671, 774, 965, 279)",0.2,left,RSPagl,"c(""RSPagl6a"", ""RSPagl1"", ""RSPagl5"", ""RSPagl2/3"", ""RSPagl6b"")",WT,mPFF,F,pSyn,6.48E-05,0,6.48E-05,0
IM 338,"c(671, 774, 279, 906, 965)",0.2,left,RSPagl,"c(""RSPagl1"", ""RSPagl5"", ""RSPagl6b"", ""RSPagl6a"", ""RSPagl2/3"")",WT,mPFF,M,pSyn,2.88E-05,0,2.88E-05,0
IM 341,"c(906, 774, 279, 965, 671)",0.2,left,RSPagl,"c(""RSPagl6a"", ""RSPagl5"", ""RSPagl6b"", ""RSPagl2/3"", ""RSPagl1"")",WT,mPFF,F,pSyn,0.000134005,0,0.000134005,0
IM 331,"c(274, 610, 434, 330, 442)",0.2,left,RSPd,"c(""RSPd6a"", ""RSPd5"", ""RSPd2/3"", ""RSPd6b"", ""RSPd1"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(442, 434, 610, 330, 274)",0.2,left,RSPd,"c(""RSPd1"", ""RSPd2/3"", ""RSPd5"", ""RSPd6b"", ""RSPd6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(434, 442, 610, 330, 274)",0.2,left,RSPd,"c(""RSPd2/3"", ""RSPd1"", ""RSPd5"", ""RSPd6b"", ""RSPd6a"")",WT,mPFF,M,pSyn,1.26E-05,0,1.26E-05,0
IM 341,"c(442, 610, 330, 274, 434)",0.2,left,RSPd,"c(""RSPd1"", ""RSPd5"", ""RSPd6b"", ""RSPd6a"", ""RSPd2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(430, 590, 622, 542, 687)",0.2,left,RSPv,"c(""RSPv2/3"", ""RSPv6a"", ""RSPv6b"", ""RSPv1"", ""RSPv5"")",WT,mPFF,M,pSyn,1.84E-05,0,1.84E-05,0
IM 334,"c(622, 590, 430, 687, 542)",0.2,left,RSPv,"c(""RSPv6b"", ""RSPv6a"", ""RSPv2/3"", ""RSPv5"", ""RSPv1"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(430, 622, 590, 542, 687)",0.2,left,RSPv,"c(""RSPv2/3"", ""RSPv6b"", ""RSPv6a"", ""RSPv1"", ""RSPv5"")",WT,mPFF,M,pSyn,3.38E-06,0,3.38E-06,0
IM 341,"c(622, 542, 687, 590, 430)",0.2,left,RSPv,"c(""RSPv6b"", ""RSPv1"", ""RSPv5"", ""RSPv6a"", ""RSPv2/3"")",WT,mPFF,F,pSyn,0.000147476,0,0.000147476,0
IM 331,262,0.2,left,RT,RT,WT,mPFF,M,pSyn,0,0,0,0
IM 334,262,0.2,left,RT,RT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,262,0.2,left,RT,RT,WT,mPFF,M,pSyn,0,0,0,0
IM 341,262,0.2,left,RT,RT,WT,mPFF,F,pSyn,0,0,0,0
IM 331,863,0.2,left,rust,rust,WT,mPFF,M,pSyn,0,0,0,0
IM 334,863,0.2,left,rust,rust,WT,mPFF,F,pSyn,0,0,0,0
IM 338,863,0.2,left,rust,rust,WT,mPFF,M,pSyn,0,0,0,0
IM 341,863,0.2,left,rust,rust,WT,mPFF,F,pSyn,0,0,0,0
IM 331,271,0.2,left,SAG,SAG,WT,mPFF,M,pSyn,0,0,0,0
IM 334,271,0.2,left,SAG,SAG,WT,mPFF,F,pSyn,0,0,0,0
IM 338,271,0.2,left,SAG,SAG,WT,mPFF,M,pSyn,0,0,0,0
IM 341,271,0.2,left,SAG,SAG,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(42, 17, 10, 26)",0.2,left,SCm,"c(""SCdw"", ""SCiw"", ""SCig"", ""SCdg"")",WT,mPFF,M,pSyn,9.68E-05,0,9.68E-05,0
IM 334,"c(42, 17, 26, 10)",0.2,left,SCm,"c(""SCdw"", ""SCiw"", ""SCdg"", ""SCig"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(42, 17, 10, 26)",0.2,left,SCm,"c(""SCdw"", ""SCiw"", ""SCig"", ""SCdg"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(17, 42, 26, 10)",0.2,left,SCm,"c(""SCiw"", ""SCdw"", ""SCdg"", ""SCig"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,599626923,0.2,left,SCO,SCO,WT,mPFF,M,pSyn,0,0,0,0
IM 334,599626923,0.2,left,SCO,SCO,WT,mPFF,F,pSyn,0,0,0,0
IM 338,599626923,0.2,left,SCO,SCO,WT,mPFF,M,pSyn,0,0,0,0
IM 331,326,0.2,left,scp,scp,WT,mPFF,M,pSyn,0,0,0,0
IM 334,326,0.2,left,scp,scp,WT,mPFF,F,pSyn,0,0,0,0
IM 338,326,0.2,left,scp,scp,WT,mPFF,M,pSyn,0,0,0,0
IM 341,326,0.2,left,scp,scp,WT,mPFF,F,pSyn,0,0,0,0
IM 331,"c(842, 834, 851)",0.2,left,SCs,"c(""SCsg"", ""SCzo"", ""SCop"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(851, 834, 842)",0.2,left,SCs,"c(""SCop"", ""SCzo"", ""SCsg"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(834, 842, 851)",0.2,left,SCs,"c(""SCzo"", ""SCsg"", ""SCop"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(842, 851, 834)",0.2,left,SCs,"c(""SCsg"", ""SCop"", ""SCzo"")",WT,mPFF,F,pSyn,0,0,0,0
IM 331,484682512,0.2,left,scwm,scwm,WT,mPFF,M,pSyn,0.000396661,0,0.000396661,0
IM 334,484682512,0.2,left,scwm,scwm,WT,mPFF,F,pSyn,0.00039885,0,0.00039885,0
IM 338,484682512,0.2,left,scwm,scwm,WT,mPFF,M,pSyn,0.001773996,0,0.001773996,0
IM 341,484682512,0.2,left,scwm,scwm,WT,mPFF,F,pSyn,0.000267921,0,0.000267921,0
IM 331,325,0.2,left,SGN,SGN,WT,mPFF,M,pSyn,0,0,0,0
IM 334,325,0.2,left,SGN,SGN,WT,mPFF,F,pSyn,0,0,0,0
IM 338,325,0.2,left,SGN,SGN,WT,mPFF,M,pSyn,0,0,0,0
IM 331,333,0.2,left,SH,SH,WT,mPFF,M,pSyn,0,0,0,0
IM 334,333,0.2,left,SH,SH,WT,mPFF,F,pSyn,0,0,0,0
IM 338,333,0.2,left,SH,SH,WT,mPFF,M,pSyn,0,0,0,0
IM 341,333,0.2,left,SH,SH,WT,mPFF,F,pSyn,0,0,0,0
IM 331,342,0.2,left,SI,SI,WT,mPFF,M,pSyn,0,0,0,0
IM 334,342,0.2,left,SI,SI,WT,mPFF,F,pSyn,7.50E-05,0,7.50E-05,0
IM 338,342,0.2,left,SI,SI,WT,mPFF,M,pSyn,0,0,0,0
IM 341,342,0.2,left,SI,SI,WT,mPFF,F,pSyn,0.000185854,0,0.000185854,0
IM 331,802,0.2,left,sm,sm,WT,mPFF,M,pSyn,0,0,0,0
IM 334,802,0.2,left,sm,sm,WT,mPFF,F,pSyn,0,0,0,0
IM 338,802,0.2,left,sm,sm,WT,mPFF,M,pSyn,0,0,0,0
IM 341,802,0.2,left,sm,sm,WT,mPFF,F,pSyn,0,0,0,0
IM 331,366,0.2,left,SMT,SMT,WT,mPFF,M,pSyn,7.29E-05,0,7.29E-05,0
IM 334,366,0.2,left,SMT,SMT,WT,mPFF,F,pSyn,0,0,0,0
IM 338,366,0.2,left,SMT,SMT,WT,mPFF,M,pSyn,2.99E-05,0,2.99E-05,0
IM 341,366,0.2,left,SMT,SMT,WT,mPFF,F,pSyn,0,0,0,0
IM 331,122,0.2,left,SOC,POR,WT,mPFF,M,pSyn,0,0,0,0
IM 331,609,0.2,left,SPA,SPA,WT,mPFF,M,pSyn,0,0,0,0
IM 334,609,0.2,left,SPA,SPA,WT,mPFF,F,pSyn,0,0,0,0
IM 338,609,0.2,left,SPA,SPA,WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(422, 414)",0.2,left,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,"c(422, 414)",0.2,left,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(422, 414)",0.2,left,SPF,"c(""SPFp"", ""SPFm"")",WT,mPFF,M,pSyn,0,0,0,0
IM 331,"c(1070, 1062, 1047, 201, 981, 1038)",0.2,left,SSp-bfd,"c(""SSp-bfd5"", ""SSp-bfd6b"", ""SSp-bfd4"", ""SSp-bfd2/3"", ""SSp-bfd1"", ""SSp-bfd6a"")",WT,mPFF,M,pSyn,3.94E-05,0,3.94E-05,0
IM 334,"c(981, 201, 1038, 1047, 1062, 1070)",0.2,left,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd6a"", ""SSp-bfd4"", ""SSp-bfd6b"", ""SSp-bfd5"")",WT,mPFF,F,pSyn,1.69E-05,0,1.69E-05,0
IM 338,"c(981, 1047, 1062, 1070, 1038, 201)",0.2,left,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd4"", ""SSp-bfd6b"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd2/3"")",WT,mPFF,M,pSyn,0.00012797,0,0.00012797,0
IM 341,"c(981, 1070, 1062, 201, 1047, 1038)",0.2,left,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd5"", ""SSp-bfd6b"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd6a"")",WT,mPFF,F,pSyn,5.27E-05,0,5.27E-05,0
IM 331,"c(510, 1128, 1094, 478, 113)",0.2,left,SSp-ll,"c(""SSp-ll6b"", ""SSp-ll5"", ""SSp-ll4"", ""SSp-ll6a"", ""SSp-ll2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM 334,510,0.2,left,SSp-ll,SSp-ll6b,WT,mPFF,F,pSyn,0,0,0,0
IM 338,"c(510, 478, 1128)",0.2,left,SSp-ll,"c(""SSp-ll6b"", ""SSp-ll6a"", ""SSp-ll5"")",WT,mPFF,M,pSyn,0,0,0,0
IM 341,"c(478, 1128, 510)",0.2,left,SSp-ll,"c(""SSp-ll6a"", ""SSp-ll5"", ""SSp-ll6b"")",WT,mPFF,F,pSyn,0,0,0,0
