mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite Area,Inclusion per mm^2
IM 93,"c(334, 327)",1,right,BMA,"c(""BMAp"", ""BMAa"")",WT,mPFF,M,pSyn,0.243294925,0.119152534,0.124142391,31.19380142
IM 94,"c(327, 334)",1,right,BMA,"c(""BMAa"", ""BMAp"")",WT,mPFF,M,pSyn,0.068541664,0.037227394,0.03131427,9.513098989
IM 95,"c(334, 327)",1,right,BMA,"c(""BMAp"", ""BMAa"")",WT,mPFF,M,pSyn,0.050898798,0.026027224,0.024871574,8.442865984
IM 96,"c(334, 327)",1,right,BMA,"c(""BMAp"", ""BMAa"")",WT,mPFF,M,pSyn,0.117882154,0.052572637,0.065309517,16.22822359
IM 89,916,1,right,bsc,bsc,WT,mPFF,F,pSyn,0,0,0,0
IM 90,916,1,right,bsc,bsc,WT,mPFF,F,pSyn,0,0,0,0
IM 91,916,1,right,bsc,bsc,WT,mPFF,F,pSyn,0,0,0,0
IM 92,916,1,right,bsc,bsc,WT,mPFF,F,pSyn,0,0,0,0
IM 93,916,1,right,bsc,bsc,WT,mPFF,M,pSyn,0,0,0,0
IM 94,916,1,right,bsc,bsc,WT,mPFF,M,pSyn,0,0,0,0
IM 95,916,1,right,bsc,bsc,WT,mPFF,M,pSyn,0,0,0,0
IM 96,916,1,right,bsc,bsc,WT,mPFF,M,pSyn,0,0,0,0
IM 89,382,1,right,CA1,CA1,WT,mPFF,F,pSyn,0.000701568,0,0.000701568,0
IM 90,382,1,right,CA1,CA1,WT,mPFF,F,pSyn,0.000780274,0,0.000780274,0
IM 91,382,1,right,CA1,CA1,WT,mPFF,F,pSyn,0.000202504,0,0.000202504,0
IM 92,382,1,right,CA1,CA1,WT,mPFF,F,pSyn,0.00011357,0,0.00011357,0
IM 93,382,1,right,CA1,CA1,WT,mPFF,M,pSyn,0.000122791,0,0.000122791,0
IM 94,382,1,right,CA1,CA1,WT,mPFF,M,pSyn,0.000171726,0,0.000171726,0
IM 95,382,1,right,CA1,CA1,WT,mPFF,M,pSyn,0.000172504,0,0.000172504,0
IM 96,382,1,right,CA1,CA1,WT,mPFF,M,pSyn,0.000788503,0,0.000788503,0
IM 89,423,1,right,CA2,CA2,WT,mPFF,F,pSyn,0.000653955,0,0.000653955,0
IM 90,423,1,right,CA2,CA2,WT,mPFF,F,pSyn,0.000444519,0,0.000444519,0
IM 91,423,1,right,CA2,CA2,WT,mPFF,F,pSyn,0.001202739,0,0.001202739,0
IM 92,423,1,right,CA2,CA2,WT,mPFF,F,pSyn,0,0,0,0
IM 93,423,1,right,CA2,CA2,WT,mPFF,M,pSyn,0.00010043,0,0.00010043,0
IM 94,423,1,right,CA2,CA2,WT,mPFF,M,pSyn,2.59E-05,0,2.59E-05,0
IM 95,423,1,right,CA2,CA2,WT,mPFF,M,pSyn,0.000135257,0,0.000135257,0
IM 96,423,1,right,CA2,CA2,WT,mPFF,M,pSyn,0,0,0,0
IM 89,463,1,right,CA3,CA3,WT,mPFF,F,pSyn,0.000250204,0,0.000250204,0
IM 90,463,1,right,CA3,CA3,WT,mPFF,F,pSyn,0.001240955,0,0.001240955,0
IM 91,463,1,right,CA3,CA3,WT,mPFF,F,pSyn,0.000180892,0,0.000180892,0
IM 92,463,1,right,CA3,CA3,WT,mPFF,F,pSyn,5.08E-05,0,5.08E-05,0
IM 93,463,1,right,CA3,CA3,WT,mPFF,M,pSyn,0.000768467,0,0.000768467,0
IM 94,463,1,right,CA3,CA3,WT,mPFF,M,pSyn,0.000970128,0,0.000970128,0
IM 95,463,1,right,CA3,CA3,WT,mPFF,M,pSyn,0.001145399,0,0.001145399,0
IM 96,463,1,right,CA3,CA3,WT,mPFF,M,pSyn,8.88E-05,0,8.88E-05,0
IM 89,512,1,right,CB,CB,WT,mPFF,F,pSyn,0,0,0,0
IM 90,512,1,right,CB,CB,WT,mPFF,F,pSyn,0,0,0,0
IM 91,512,1,right,CB,CB,WT,mPFF,F,pSyn,0,0,0,0
IM 92,512,1,right,CB,CB,WT,mPFF,F,pSyn,0,0,0,0
IM 93,512,1,right,CB,CB,WT,mPFF,M,pSyn,0,0,0,0
IM 94,512,1,right,CB,CB,WT,mPFF,M,pSyn,0,0,0,0
IM 96,512,1,right,CB,CB,WT,mPFF,M,pSyn,0,0,0,0
IM 89,"c(964, 986, 484682516, 971)",1,right,cc,"c(""ee"", ""ccs"", ""ccb"", ""fp"")",WT,mPFF,F,pSyn,0.019042325,0.000183527,0.018858797,0.467248693
IM 90,"c(964, 484682516, 971, 986)",1,right,cc,"c(""ee"", ""ccb"", ""fp"", ""ccs"")",WT,mPFF,F,pSyn,0.015422461,0.000715011,0.014707449,0.397830238
IM 91,"c(971, 964, 484682516, 986)",1,right,cc,"c(""fp"", ""ee"", ""ccb"", ""ccs"")",WT,mPFF,F,pSyn,0.014654762,0,0.014654762,0
IM 92,"c(484682516, 971, 964, 986)",1,right,cc,"c(""ccb"", ""fp"", ""ee"", ""ccs"")",WT,mPFF,F,pSyn,0.005706765,0,0.005706765,0
IM 93,"c(971, 484682516, 964, 986)",1,right,cc,"c(""fp"", ""ccb"", ""ee"", ""ccs"")",WT,mPFF,M,pSyn,0.013455565,0,0.013455565,0
IM 94,"c(971, 986, 484682516, 964)",1,right,cc,"c(""fp"", ""ccs"", ""ccb"", ""ee"")",WT,mPFF,M,pSyn,0.009457799,0,0.009457799,0
IM 95,"c(964, 986, 484682516, 971)",1,right,cc,"c(""ee"", ""ccs"", ""ccb"", ""fp"")",WT,mPFF,M,pSyn,0.002994237,0,0.002994237,0
IM 96,"c(484682516, 971, 964, 986)",1,right,cc,"c(""ccb"", ""fp"", ""ee"", ""ccs"")",WT,mPFF,M,pSyn,0.003181723,0,0.003181723,0
IM 89,1108,1,right,ccg,ccg,WT,mPFF,F,pSyn,0.036351757,0,0.036351757,0
IM 90,1108,1,right,ccg,ccg,WT,mPFF,F,pSyn,0.009130434,0,0.009130434,0
IM 91,1108,1,right,ccg,ccg,WT,mPFF,F,pSyn,0.020971198,0,0.020971198,0
IM 92,1108,1,right,ccg,ccg,WT,mPFF,F,pSyn,0.011314587,0,0.011314587,0
IM 93,1108,1,right,ccg,ccg,WT,mPFF,M,pSyn,0.030660061,0,0.030660061,0
IM 94,1108,1,right,ccg,ccg,WT,mPFF,M,pSyn,0.006504871,0,0.006504871,0
IM 95,1108,1,right,ccg,ccg,WT,mPFF,M,pSyn,0.021274718,0,0.021274718,0
IM 96,1108,1,right,ccg,ccg,WT,mPFF,M,pSyn,0.00165729,0,0.00165729,0
IM 89,"c(559, 544, 551)",1,right,CEA,"c(""CEAm"", ""CEAc"", ""CEAl"")",WT,mPFF,F,pSyn,0.131316532,0.025429507,0.105887025,9.009951023
IM 90,"c(551, 544, 559)",1,right,CEA,"c(""CEAl"", ""CEAc"", ""CEAm"")",WT,mPFF,F,pSyn,0.06823011,0.014963742,0.053266368,3.602272869
IM 91,"c(559, 551, 544)",1,right,CEA,"c(""CEAm"", ""CEAl"", ""CEAc"")",WT,mPFF,F,pSyn,0.053675703,0.004569249,0.049106454,1.090596173
IM 92,"c(544, 551, 559)",1,right,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,F,pSyn,0.198253583,0.101389153,0.09686443,20.45621257
IM 93,"c(544, 551, 559)",1,right,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,M,pSyn,0.229159957,0.072475929,0.156684028,12.84288995
IM 94,"c(551, 544, 559)",1,right,CEA,"c(""CEAl"", ""CEAc"", ""CEAm"")",WT,mPFF,M,pSyn,0.149841517,0.049440644,0.100400873,13.20764117
IM 95,"c(544, 551, 559)",1,right,CEA,"c(""CEAc"", ""CEAl"", ""CEAm"")",WT,mPFF,M,pSyn,0.079121104,0.015213118,0.063907986,3.249520552
IM 96,"c(559, 551, 544)",1,right,CEA,"c(""CEAm"", ""CEAl"", ""CEAc"")",WT,mPFF,M,pSyn,0.072650634,0.043513151,0.029137483,8.342341447
IM 89,940,1,right,cing,cing,WT,mPFF,F,pSyn,0.013187873,0,0.013187873,0
IM 90,940,1,right,cing,cing,WT,mPFF,F,pSyn,0.012122036,0.002176271,0.009945764,1.708799418
IM 91,940,1,right,cing,cing,WT,mPFF,F,pSyn,0.009404095,0,0.009404095,0
IM 92,940,1,right,cing,cing,WT,mPFF,F,pSyn,0.00944829,0,0.00944829,0
IM 93,940,1,right,cing,cing,WT,mPFF,M,pSyn,0.02288131,0.002860163,0.020021146,1.937898289
IM 94,940,1,right,cing,cing,WT,mPFF,M,pSyn,0.010729517,0.001827456,0.008902062,1.520152983
IM 95,940,1,right,cing,cing,WT,mPFF,M,pSyn,0.004717097,0,0.004717097,0
IM 96,940,1,right,cing,cing,WT,mPFF,M,pSyn,0.013937872,0.0031035,0.010834373,1.561338322
IM 89,575,1,right,CL,CL,WT,mPFF,F,pSyn,0.002642537,0,0.002642537,0
IM 90,575,1,right,CL,CL,WT,mPFF,F,pSyn,0.001184587,0,0.001184587,0
IM 91,575,1,right,CL,CL,WT,mPFF,F,pSyn,0.000162724,0,0.000162724,0
IM 92,575,1,right,CL,CL,WT,mPFF,F,pSyn,0.002276273,0,0.002276273,0
IM 93,575,1,right,CL,CL,WT,mPFF,M,pSyn,0.005514179,0,0.005514179,0
IM 94,575,1,right,CL,CL,WT,mPFF,M,pSyn,0.00056836,0,0.00056836,0
IM 95,575,1,right,CL,CL,WT,mPFF,M,pSyn,0.002645885,0,0.002645885,0
IM 96,575,1,right,CL,CL,WT,mPFF,M,pSyn,0.00413913,0,0.00413913,0
IM 89,583,1,right,CLA,CLA,WT,mPFF,F,pSyn,0.013876324,0,0.013876324,0
IM 90,583,1,right,CLA,CLA,WT,mPFF,F,pSyn,0.00530889,0,0.00530889,0
IM 91,583,1,right,CLA,CLA,WT,mPFF,F,pSyn,0.006821762,0,0.006821762,0
IM 92,583,1,right,CLA,CLA,WT,mPFF,F,pSyn,0.001798229,0,0.001798229,0
IM 93,583,1,right,CLA,CLA,WT,mPFF,M,pSyn,0.012215812,0,0.012215812,0
IM 94,583,1,right,CLA,CLA,WT,mPFF,M,pSyn,0.004290974,0,0.004290974,0
IM 95,583,1,right,CLA,CLA,WT,mPFF,M,pSyn,0.001555638,0,0.001555638,0
IM 96,583,1,right,CLA,CLA,WT,mPFF,M,pSyn,0.00219882,0,0.00219882,0
IM 89,591,1,right,CLI,CLI,WT,mPFF,F,pSyn,0.001268265,0,0.001268265,0
IM 90,591,1,right,CLI,CLI,WT,mPFF,F,pSyn,0,0,0,0
IM 91,591,1,right,CLI,CLI,WT,mPFF,F,pSyn,0,0,0,0
IM 92,591,1,right,CLI,CLI,WT,mPFF,F,pSyn,0,0,0,0
IM 93,591,1,right,CLI,CLI,WT,mPFF,M,pSyn,0,0,0,0
IM 96,591,1,right,CLI,CLI,WT,mPFF,M,pSyn,0,0,0,0
IM 89,599,1,right,CM,CM,WT,mPFF,F,pSyn,0.002237206,0,0.002237206,0
IM 90,599,1,right,CM,CM,WT,mPFF,F,pSyn,0.002589137,0,0.002589137,0
IM 91,599,1,right,CM,CM,WT,mPFF,F,pSyn,0.034389141,0.03389195,0.000497191,6.962016751
IM 92,599,1,right,CM,CM,WT,mPFF,F,pSyn,0.000866052,0,0.000866052,0
IM 93,599,1,right,CM,CM,WT,mPFF,M,pSyn,0.000883647,0,0.000883647,0
IM 94,599,1,right,CM,CM,WT,mPFF,M,pSyn,0.000138228,0,0.000138228,0
IM 95,599,1,right,CM,CM,WT,mPFF,M,pSyn,0,0,0,0
IM 96,599,1,right,CM,CM,WT,mPFF,M,pSyn,6.04E-05,0,6.04E-05,0
IM 89,639,1,right,COA,COAa,WT,mPFF,F,pSyn,0.001048155,0,0.001048155,2.201544657
IM 90,639,1,right,COA,COAa,WT,mPFF,F,pSyn,5.63E-05,0,5.63E-05,0
IM 91,639,1,right,COA,COAa,WT,mPFF,F,pSyn,0,0,0,0
IM 92,639,1,right,COA,COAa,WT,mPFF,F,pSyn,0.000189072,0,0.000189072,0
IM 93,639,1,right,COA,COAa,WT,mPFF,M,pSyn,0.000457425,0,0.000457425,0
IM 94,639,1,right,COA,COAa,WT,mPFF,M,pSyn,0,0,0,0
IM 95,639,1,right,COA,COAa,WT,mPFF,M,pSyn,0.000323011,0,0.000323011,0
IM 96,639,1,right,COA,COAa,WT,mPFF,M,pSyn,0.001243872,0,0.001243872,0
IM 89,"c(663, 655)",1,right,COAp,"c(""COApm"", ""COApl"")",WT,mPFF,F,pSyn,0.053272414,0.0088708,0.044401614,3.001162998
IM 90,"c(655, 663)",1,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,F,pSyn,0.06751504,0.024546292,0.042968748,7.743230738
IM 91,"c(655, 663)",1,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,F,pSyn,0.001511461,0,0.001511461,0
IM 92,"c(655, 663)",1,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,F,pSyn,0.011931672,0.007258357,0.004673315,3.091598494
IM 93,"c(655, 663)",1,right,COAp,"c(""COApl"", ""COApm"")",WT,mPFF,M,pSyn,0.044650349,0.011952713,0.032697636,4.135991265
IM 94,"c(663, 655)",1,right,COAp,"c(""COApm"", ""COApl"")",WT,mPFF,M,pSyn,0.003980693,0,0.003980693,0
IM 95,"c(663, 655)",1,right,COAp,"c(""COApm"", ""COApl"")",WT,mPFF,M,pSyn,0.001351767,0,0.001351767,0
IM 96,"c(663, 655)",1,right,COAp,"c(""COApm"", ""COApl"")",WT,mPFF,M,pSyn,0.009859067,0.001323634,0.008535433,0.673977945
IM 89,672,1,right,CP,CP,WT,mPFF,F,pSyn,0.014607545,0.000335524,0.014272021,0.129309074
IM 90,672,1,right,CP,CP,WT,mPFF,F,pSyn,0.015240403,0,0.015240403,0
IM 91,672,1,right,CP,CP,WT,mPFF,F,pSyn,0.011640562,0,0.011640562,0
IM 92,672,1,right,CP,CP,WT,mPFF,F,pSyn,0.005192076,0,0.005192076,0
IM 93,672,1,right,CP,CP,WT,mPFF,M,pSyn,0.014213901,0,0.014213901,0
IM 94,672,1,right,CP,CP,WT,mPFF,M,pSyn,0.006279909,0,0.006279909,0
IM 95,672,1,right,CP,CP,WT,mPFF,M,pSyn,0.008828827,0,0.008828827,0
IM 96,672,1,right,CP,CP,WT,mPFF,M,pSyn,0.004679906,0,0.004679906,0
IM 89,924,1,right,cpd,cpd,WT,mPFF,F,pSyn,0.002543357,0,0.002543357,0
IM 90,924,1,right,cpd,cpd,WT,mPFF,F,pSyn,0.025041557,0,0.025041557,0
IM 91,924,1,right,cpd,cpd,WT,mPFF,F,pSyn,0.000551199,0,0.000551199,0
IM 92,924,1,right,cpd,cpd,WT,mPFF,F,pSyn,0.001078058,0,0.001078058,0
IM 93,924,1,right,cpd,cpd,WT,mPFF,M,pSyn,0.003217361,0,0.003217361,0
IM 94,924,1,right,cpd,cpd,WT,mPFF,M,pSyn,0.003209761,0,0.003209761,0
IM 95,924,1,right,cpd,cpd,WT,mPFF,M,pSyn,0.000907842,0,0.000907842,0
IM 96,924,1,right,cpd,cpd,WT,mPFF,M,pSyn,0.005181783,0,0.005181783,0
IM 89,679,1,right,CS,CS,WT,mPFF,F,pSyn,0.000126327,0,0.000126327,0
IM 90,679,1,right,CS,CS,WT,mPFF,F,pSyn,0.002036866,0,0.002036866,0
IM 91,679,1,right,CS,CS,WT,mPFF,F,pSyn,0.00190488,0,0.00190488,0
IM 92,679,1,right,CS,CS,WT,mPFF,F,pSyn,0.000258265,0,0.000258265,0
IM 93,679,1,right,CS,CS,WT,mPFF,M,pSyn,0.000486198,0,0.000486198,0
IM 94,679,1,right,CS,CS,WT,mPFF,M,pSyn,0.001496036,0,0.001496036,0
IM 96,679,1,right,CS,CS,WT,mPFF,M,pSyn,9.68E-05,0,9.68E-05,0
IM 95,336,1,right,csc,csc,WT,mPFF,M,pSyn,0.007474543,0,0.007474543,0
IM 89,784,1,right,cst,cst,WT,mPFF,F,pSyn,0.000122563,0,0.000122563,0
IM 90,784,1,right,cst,cst,WT,mPFF,F,pSyn,0.000313841,0,0.000313841,0
IM 91,784,1,right,cst,cst,WT,mPFF,F,pSyn,0,0,0,0
IM 92,784,1,right,cst,cst,WT,mPFF,F,pSyn,0,0,0,0
IM 93,784,1,right,cst,cst,WT,mPFF,M,pSyn,0,0,0,0
IM 96,784,1,right,cst,cst,WT,mPFF,M,pSyn,0,0,0,0
IM 89,703,1,right,CTXsp,CTXsp,WT,mPFF,F,pSyn,0.242072824,0,0.242072824,0
IM 90,703,1,right,CTXsp,CTXsp,WT,mPFF,F,pSyn,0.301906581,0.095733212,0.206173369,15.34946223
IM 91,703,1,right,CTXsp,CTXsp,WT,mPFF,F,pSyn,0.048337224,0.007011881,0.041325344,12.53425369
IM 92,703,1,right,CTXsp,CTXsp,WT,mPFF,F,pSyn,0.222356881,0.124732828,0.097624053,27.5234379
IM 93,703,1,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,0.195490244,0.039525991,0.155964253,9.461009173
IM 94,703,1,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,0.117205051,0.055969556,0.061235495,12.64068808
IM 95,703,1,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,0.118372978,0,0.118372978,0
IM 96,703,1,right,CTXsp,CTXsp,WT,mPFF,M,pSyn,0.076988316,0.028758812,0.048229504,5.780381167
IM 90,616,1,right,CUN,CUN,WT,mPFF,F,pSyn,0,0,0,0
IM 94,616,1,right,CUN,CUN,WT,mPFF,M,pSyn,0,0,0,0
IM 89,"c(10704, 632, 10703)",1,right,DG,"c(""DG-po"", ""DG-sg"", ""DG-mo"")",WT,mPFF,F,pSyn,4.25E-06,0,4.25E-06,0
IM 90,"c(10703, 632, 10704)",1,right,DG,"c(""DG-mo"", ""DG-sg"", ""DG-po"")",WT,mPFF,F,pSyn,0.001170206,0,0.001170206,0
IM 91,"c(632, 10703, 10704)",1,right,DG,"c(""DG-sg"", ""DG-mo"", ""DG-po"")",WT,mPFF,F,pSyn,3.47E-06,0,3.47E-06,0
IM 92,"c(10703, 632, 10704)",1,right,DG,"c(""DG-mo"", ""DG-sg"", ""DG-po"")",WT,mPFF,F,pSyn,2.05E-05,0,2.05E-05,0
IM 93,"c(10703, 632, 10704)",1,right,DG,"c(""DG-mo"", ""DG-sg"", ""DG-po"")",WT,mPFF,M,pSyn,0,0,0,0
IM 94,"c(10704, 10703, 632)",1,right,DG,"c(""DG-po"", ""DG-mo"", ""DG-sg"")",WT,mPFF,M,pSyn,3.37E-06,0,3.37E-06,0
IM 95,"c(10704, 10703, 632)",1,right,DG,"c(""DG-po"", ""DG-mo"", ""DG-sg"")",WT,mPFF,M,pSyn,0,0,0,0
IM 96,"c(632, 10704, 10703)",1,right,DG,"c(""DG-sg"", ""DG-po"", ""DG-mo"")",WT,mPFF,M,pSyn,7.65E-05,0,7.65E-05,0
IM 89,443,1,right,dhc,dhc,WT,mPFF,F,pSyn,0.003205211,0,0.003205211,0
IM 90,443,1,right,dhc,dhc,WT,mPFF,F,pSyn,0.001213039,0,0.001213039,0
IM 91,443,1,right,dhc,dhc,WT,mPFF,F,pSyn,0.001475505,0,0.001475505,0
IM 92,443,1,right,dhc,dhc,WT,mPFF,F,pSyn,0.000161665,0,0.000161665,0
IM 93,443,1,right,dhc,dhc,WT,mPFF,M,pSyn,0.000448472,0,0.000448472,0
IM 94,443,1,right,dhc,dhc,WT,mPFF,M,pSyn,0.000551386,0,0.000551386,0
IM 95,443,1,right,dhc,dhc,WT,mPFF,M,pSyn,0.000602206,0,0.000602206,0
IM 96,443,1,right,dhc,dhc,WT,mPFF,M,pSyn,2.01E-05,0,2.01E-05,0
IM 89,830,1,right,DMH,DMH,WT,mPFF,F,pSyn,0,0,0,0
IM 90,830,1,right,DMH,DMH,WT,mPFF,F,pSyn,0,0,0,0
IM 91,830,1,right,DMH,DMH,WT,mPFF,F,pSyn,0,0,0,0
IM 92,830,1,right,DMH,DMH,WT,mPFF,F,pSyn,0,0,0,0
IM 93,830,1,right,DMH,DMH,WT,mPFF,M,pSyn,0.002865569,0,0.002865569,0
IM 94,830,1,right,DMH,DMH,WT,mPFF,M,pSyn,0.000444271,0,0.000444271,0
IM 95,830,1,right,DMH,DMH,WT,mPFF,M,pSyn,0.000116951,0,0.000116951,0
IM 96,830,1,right,DMH,DMH,WT,mPFF,M,pSyn,0,0,0,0
IM 89,814,1,right,DP,DP,WT,mPFF,F,pSyn,0.000342871,0,0.000342871,0
IM 90,814,1,right,DP,DP,WT,mPFF,F,pSyn,0.000951735,0,0.000951735,0
IM 91,814,1,right,DP,DP,WT,mPFF,F,pSyn,0.000780715,0,0.000780715,0
IM 92,814,1,right,DP,DP,WT,mPFF,F,pSyn,0,0,0,0
IM 93,814,1,right,DP,DP,WT,mPFF,M,pSyn,0.002462017,0,0.002462017,0
IM 94,814,1,right,DP,DP,WT,mPFF,M,pSyn,0,0,0,0
IM 95,814,1,right,DP,DP,WT,mPFF,M,pSyn,0,0,0,0
IM 96,814,1,right,DP,DP,WT,mPFF,M,pSyn,0,0,0,0
IM 89,872,1,right,DR,DR,WT,mPFF,F,pSyn,0,0,0,0
IM 90,872,1,right,DR,DR,WT,mPFF,F,pSyn,0,0,0,0
IM 91,872,1,right,DR,DR,WT,mPFF,F,pSyn,0,0,0,0
IM 92,872,1,right,DR,DR,WT,mPFF,F,pSyn,0,0,0,0
IM 94,872,1,right,DR,DR,WT,mPFF,M,pSyn,0,0,0,0
IM 96,872,1,right,DR,DR,WT,mPFF,M,pSyn,0,0,0,0
IM 89,812,1,right,dscp,dscp,WT,mPFF,F,pSyn,0,0,0,0
IM 90,812,1,right,dscp,dscp,WT,mPFF,F,pSyn,0,0,0,0
IM 91,812,1,right,dscp,dscp,WT,mPFF,F,pSyn,0,0,0,0
IM 92,812,1,right,dscp,dscp,WT,mPFF,F,pSyn,0,0,0,0
IM 93,812,1,right,dscp,dscp,WT,mPFF,M,pSyn,0,0,0,0
IM 94,812,1,right,dscp,dscp,WT,mPFF,M,pSyn,0,0,0,0
IM 96,812,1,right,dscp,dscp,WT,mPFF,M,pSyn,0,0,0,0
IM 89,579,1,right,ec,ec,WT,mPFF,F,pSyn,0.030342808,0,0.030342808,0
IM 90,579,1,right,ec,ec,WT,mPFF,F,pSyn,0.039808573,0,0.039808573,0
IM 91,579,1,right,ec,ec,WT,mPFF,F,pSyn,0.049840893,0,0.049840893,0
IM 92,579,1,right,ec,ec,WT,mPFF,F,pSyn,0.023188704,0.009225614,0.01396309,2.32762398
IM 93,579,1,right,ec,ec,WT,mPFF,M,pSyn,0.028276209,0,0.028276209,0
IM 94,579,1,right,ec,ec,WT,mPFF,M,pSyn,0.024809557,0,0.024809557,0
IM 95,579,1,right,ec,ec,WT,mPFF,M,pSyn,0.035280241,0,0.035280241,0
IM 96,579,1,right,ec,ec,WT,mPFF,M,pSyn,0.011494688,0,0.011494688,0
IM 89,"c(988, 836, 977, 1045, 427)",1,right,ECT,"c(""ECT5"", ""ECT1"", ""ECT6a"", ""ECT6b"", ""ECT2/3"")",WT,mPFF,F,pSyn,0.061408883,0.012254577,0.049154305,6.347596375
IM 90,"c(836, 1045, 977, 427, 988)",1,right,ECT,"c(""ECT1"", ""ECT6b"", ""ECT6a"", ""ECT2/3"", ""ECT5"")",WT,mPFF,F,pSyn,0.019758783,0.000963364,0.01879542,1.6517943
IM 91,"c(836, 988, 977, 427, 1045)",1,right,ECT,"c(""ECT1"", ""ECT5"", ""ECT6a"", ""ECT2/3"", ""ECT6b"")",WT,mPFF,F,pSyn,0.067092091,0.009309876,0.057782215,3.940444235
IM 92,"c(977, 836, 988, 427, 1045)",1,right,ECT,"c(""ECT6a"", ""ECT1"", ""ECT5"", ""ECT2/3"", ""ECT6b"")",WT,mPFF,F,pSyn,0.049478992,0.007894275,0.041584717,1.878881389
IM 93,"c(427, 988, 977, 836, 1045)",1,right,ECT,"c(""ECT2/3"", ""ECT5"", ""ECT6a"", ""ECT1"", ""ECT6b"")",WT,mPFF,M,pSyn,0.062754888,0.017701774,0.045053114,3.300070242
IM 94,"c(427, 836, 1045, 977, 988)",1,right,ECT,"c(""ECT2/3"", ""ECT1"", ""ECT6b"", ""ECT6a"", ""ECT5"")",WT,mPFF,M,pSyn,0.040776883,0.012482455,0.028294428,6.480281254
IM 95,"c(836, 427, 1045, 988, 977)",1,right,ECT,"c(""ECT1"", ""ECT2/3"", ""ECT6b"", ""ECT5"", ""ECT6a"")",WT,mPFF,M,pSyn,0.041118113,0.014092012,0.027026101,4.864231705
IM 96,"c(977, 427, 836, 988, 1045)",1,right,ECT,"c(""ECT6a"", ""ECT2/3"", ""ECT1"", ""ECT5"", ""ECT6b"")",WT,mPFF,M,pSyn,0.028441519,0.006566086,0.021875433,2.903452702
IM 89,1092,1,right,em,em,WT,mPFF,F,pSyn,0.000186598,0,0.000186598,0
IM 90,1092,1,right,em,em,WT,mPFF,F,pSyn,0,0,0,0
IM 91,1092,1,right,em,em,WT,mPFF,F,pSyn,0,0,0,0
IM 92,1092,1,right,em,em,WT,mPFF,F,pSyn,0,0,0,0
IM 93,1092,1,right,em,em,WT,mPFF,M,pSyn,0,0,0,0
IM 94,1092,1,right,em,em,WT,mPFF,M,pSyn,0,0,0,0
IM 95,1092,1,right,em,em,WT,mPFF,M,pSyn,0.001302312,0,0.001302312,0
IM 96,1092,1,right,em,em,WT,mPFF,M,pSyn,0,0,0,0
IM 89,"c(1121, 52, 139, 28, 20)",1,right,ENTl,"c(""ENTl1"", ""ENTl3"", ""ENTl5"", ""ENTl6a"", ""ENTl2"")",WT,mPFF,F,pSyn,0.017075005,0.005993285,0.01108172,1.788744564
IM 90,"c(139, 1121, 28, 20, 52)",1,right,ENTl,"c(""ENTl5"", ""ENTl1"", ""ENTl6a"", ""ENTl2"", ""ENTl3"")",WT,mPFF,F,pSyn,0.032892035,0.010694335,0.0221977,1.264595145
IM 91,"c(139, 20, 52, 1121, 28)",1,right,ENTl,"c(""ENTl5"", ""ENTl2"", ""ENTl3"", ""ENTl1"", ""ENTl6a"")",WT,mPFF,F,pSyn,0.02169379,0.005102284,0.016591506,1.527339549
IM 92,"c(20, 139, 1121, 52, 28)",1,right,ENTl,"c(""ENTl2"", ""ENTl5"", ""ENTl1"", ""ENTl3"", ""ENTl6a"")",WT,mPFF,F,pSyn,0.018471202,0.005557651,0.01291355,1.31604123
IM 93,"c(52, 139, 20, 1121, 28)",1,right,ENTl,"c(""ENTl3"", ""ENTl5"", ""ENTl2"", ""ENTl1"", ""ENTl6a"")",WT,mPFF,M,pSyn,0.012373575,0.000311781,0.012061794,0.946792144
IM 94,"c(1121, 28, 52, 139, 20)",1,right,ENTl,"c(""ENTl1"", ""ENTl6a"", ""ENTl3"", ""ENTl5"", ""ENTl2"")",WT,mPFF,M,pSyn,0.018550948,0.002745808,0.01580514,1.298452362
IM 95,"c(1121, 52, 28, 20, 139)",1,right,ENTl,"c(""ENTl1"", ""ENTl3"", ""ENTl6a"", ""ENTl2"", ""ENTl5"")",WT,mPFF,M,pSyn,0.024523732,0.008076239,0.016447493,2.323742968
IM 96,"c(139, 52, 28, 20, 1121)",1,right,ENTl,"c(""ENTl5"", ""ENTl3"", ""ENTl6a"", ""ENTl2"", ""ENTl1"")",WT,mPFF,M,pSyn,0.014504201,0.004923174,0.009581027,1.651198516
IM 89,"c(543, 526, 664, 743, 727)",1,right,ENTm,"c(""ENTm2"", ""ENTm1"", ""ENTm3"", ""ENTm6"", ""ENTm5"")",WT,mPFF,F,pSyn,0.009047999,0.001688869,0.00735913,0.569847374
