mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite Area,Inclusion per mm^2
IM 90,"c(727, 526, 543, 743, 664)",1,right,ENTm,"c(""ENTm5"", ""ENTm1"", ""ENTm2"", ""ENTm6"", ""ENTm3"")",WT,mPFF,F,pSyn,0.009108359,0.002652455,0.006455904,0.669214937
IM 91,"c(526, 543, 664, 727, 743)",1,right,ENTm,"c(""ENTm1"", ""ENTm2"", ""ENTm3"", ""ENTm5"", ""ENTm6"")",WT,mPFF,F,pSyn,0.003060772,0.001693586,0.001367186,1.034823614
IM 92,"c(543, 727, 664, 743, 526)",1,right,ENTm,"c(""ENTm2"", ""ENTm5"", ""ENTm3"", ""ENTm6"", ""ENTm1"")",WT,mPFF,F,pSyn,0.017134857,0,0.017134857,0
IM 93,"c(743, 543, 526, 664, 727)",1,right,ENTm,"c(""ENTm6"", ""ENTm2"", ""ENTm1"", ""ENTm3"", ""ENTm5"")",WT,mPFF,M,pSyn,0.006150686,0,0.006150686,0
IM 94,"c(543, 743, 727, 526, 664)",1,right,ENTm,"c(""ENTm2"", ""ENTm6"", ""ENTm5"", ""ENTm1"", ""ENTm3"")",WT,mPFF,M,pSyn,0.000176829,0,0.000176829,0
IM 96,"c(664, 727, 543, 526, 743)",1,right,ENTm,"c(""ENTm3"", ""ENTm5"", ""ENTm2"", ""ENTm1"", ""ENTm6"")",WT,mPFF,M,pSyn,0.023435083,0.002560757,0.020874326,0.776694737
IM 89,"c(952, 966)",1,right,EP,"c(""EPd"", ""EPv"")",WT,mPFF,F,pSyn,0.098623455,0.041721427,0.056902029,8.536936355
IM 90,"c(966, 952)",1,right,EP,"c(""EPv"", ""EPd"")",WT,mPFF,F,pSyn,0.087417627,0.025762895,0.061654731,6.166650812
IM 91,"c(952, 966)",1,right,EP,"c(""EPd"", ""EPv"")",WT,mPFF,F,pSyn,0.030252917,0.007399928,0.022852988,0.751767954
IM 92,"c(966, 952)",1,right,EP,"c(""EPv"", ""EPd"")",WT,mPFF,F,pSyn,0.053920922,0.020374328,0.033546593,5.842214309
IM 93,"c(966, 952)",1,right,EP,"c(""EPv"", ""EPd"")",WT,mPFF,M,pSyn,0.054449765,0.015238205,0.03921156,4.336164153
IM 94,"c(952, 966)",1,right,EP,"c(""EPd"", ""EPv"")",WT,mPFF,M,pSyn,0.013091498,0.00574343,0.007348068,0.822044006
IM 95,"c(966, 952)",1,right,EP,"c(""EPv"", ""EPd"")",WT,mPFF,M,pSyn,0.026883654,0.006360022,0.020523632,1.757708609
IM 96,"c(966, 952)",1,right,EP,"c(""EPv"", ""EPd"")",WT,mPFF,M,pSyn,0.015794182,0.005737589,0.010056593,1.518264664
IM 89,560581551,1,right,Eth,Eth,WT,mPFF,F,pSyn,0.000145217,0,0.000145217,0
IM 90,560581551,1,right,Eth,Eth,WT,mPFF,F,pSyn,0.000115226,0,0.000115226,0
IM 91,560581551,1,right,Eth,Eth,WT,mPFF,F,pSyn,0,0,0,0
IM 92,560581551,1,right,Eth,Eth,WT,mPFF,F,pSyn,0.000849461,0,0.000849461,0
IM 93,560581551,1,right,Eth,Eth,WT,mPFF,M,pSyn,0.002886108,0,0.002886108,0
IM 94,560581551,1,right,Eth,Eth,WT,mPFF,M,pSyn,0.001109144,0,0.001109144,0
IM 95,560581551,1,right,Eth,Eth,WT,mPFF,M,pSyn,0.000193796,0,0.000193796,0
IM 96,560581551,1,right,Eth,Eth,WT,mPFF,M,pSyn,0.000230968,0,0.000230968,0
IM 90,975,1,right,EW,EW,WT,mPFF,F,pSyn,0,0,0,0
IM 91,975,1,right,EW,EW,WT,mPFF,F,pSyn,0,0,0,0
IM 89,982,1,right,FC,FC,WT,mPFF,F,pSyn,0,0,0,0
IM 90,982,1,right,FC,FC,WT,mPFF,F,pSyn,0,0,0,0
IM 91,982,1,right,FC,FC,WT,mPFF,F,pSyn,0,0,0,0
IM 92,982,1,right,FC,FC,WT,mPFF,F,pSyn,0,0,0,0
IM 93,982,1,right,FC,FC,WT,mPFF,M,pSyn,0,0,0,0
IM 94,982,1,right,FC,FC,WT,mPFF,M,pSyn,0,0,0,0
IM 95,982,1,right,FC,FC,WT,mPFF,M,pSyn,0,0,0,0
IM 96,982,1,right,FC,FC,WT,mPFF,M,pSyn,0,0,0,0
IM 89,804,1,right,FF,FF,WT,mPFF,F,pSyn,0,0,0,0
IM 90,804,1,right,FF,FF,WT,mPFF,F,pSyn,0.00420091,0,0.00420091,0
IM 91,804,1,right,FF,FF,WT,mPFF,F,pSyn,0.00208811,0,0.00208811,0
IM 89,603,1,right,fi,fi,WT,mPFF,F,pSyn,0.038157768,0,0.038157768,0
IM 90,603,1,right,fi,fi,WT,mPFF,F,pSyn,0,0,0,0
IM 91,603,1,right,fi,fi,WT,mPFF,F,pSyn,0.000356468,0,0.000356468,0
IM 92,603,1,right,fi,fi,WT,mPFF,F,pSyn,0.000514018,0,0.000514018,0
IM 93,603,1,right,fi,fi,WT,mPFF,M,pSyn,0,0,0,0
IM 94,603,1,right,fi,fi,WT,mPFF,M,pSyn,0.000461629,0,0.000461629,0
IM 95,603,1,right,fi,fi,WT,mPFF,M,pSyn,0.006137378,0,0.006137378,0
IM 96,603,1,right,fi,fi,WT,mPFF,M,pSyn,0.014100067,0,0.014100067,0
IM 89,1009,1,right,fiber tracts,fiber tracts,WT,mPFF,F,pSyn,0.035185533,0.003451703,0.03173383,1.146237705
IM 90,1009,1,right,fiber tracts,fiber tracts,WT,mPFF,F,pSyn,0.010067237,0,0.010067237,0
IM 91,1009,1,right,fiber tracts,fiber tracts,WT,mPFF,F,pSyn,0.003198323,0,0.003198323,0
IM 92,1009,1,right,fiber tracts,fiber tracts,WT,mPFF,F,pSyn,0.011968121,0,0.011968121,0
IM 93,1009,1,right,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0.022527137,0,0.022527137,0
IM 94,1009,1,right,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0.009224799,0,0.009224799,0
IM 95,1009,1,right,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0.020339029,0,0.020339029,0
IM 96,1009,1,right,fiber tracts,fiber tracts,WT,mPFF,M,pSyn,0.014150187,0,0.014150187,0
IM 89,595,1,right,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM 90,595,1,right,fr,fr,WT,mPFF,F,pSyn,0.050345162,0,0.050345162,0
IM 91,595,1,right,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM 92,595,1,right,fr,fr,WT,mPFF,F,pSyn,0,0,0,0
IM 93,595,1,right,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM 94,595,1,right,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM 95,595,1,right,fr,fr,WT,mPFF,M,pSyn,0,0,0,0
IM 96,595,1,right,fr,fr,WT,mPFF,M,pSyn,0.000546568,0,0.000546568,0
IM 89,526157196,1,right,FRP,FRP6a,WT,mPFF,F,pSyn,0.016524343,0,0.016524343,0
IM 90,526157196,1,right,FRP,FRP6a,WT,mPFF,F,pSyn,0.020409804,0,0.020409804,0
IM 91,526157196,1,right,FRP,FRP6a,WT,mPFF,F,pSyn,0.088373327,0,0.088373327,0
IM 92,526157196,1,right,FRP,FRP6a,WT,mPFF,F,pSyn,0.027058963,0,0.027058963,0
IM 93,526157196,1,right,FRP,FRP6a,WT,mPFF,M,pSyn,0.042674373,0.027651255,0.015023117,18.29249477
IM 94,526157196,1,right,FRP,FRP6a,WT,mPFF,M,pSyn,0.006325112,0,0.006325112,0
IM 95,526157196,1,right,FRP,FRP6a,WT,mPFF,M,pSyn,0.013022015,0,0.013022015,0
IM 96,526157196,1,right,FRP,FRP6a,WT,mPFF,M,pSyn,0.003727039,0,0.003727039,0
IM 89,436,1,right,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM 90,436,1,right,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM 91,436,1,right,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM 92,436,1,right,fx,fx,WT,mPFF,F,pSyn,0,0,0,0
IM 93,436,1,right,fx,fx,WT,mPFF,M,pSyn,0.001734633,0,0.001734633,0
IM 94,436,1,right,fx,fx,WT,mPFF,M,pSyn,0.000191998,0,0.000191998,0
IM 95,436,1,right,fx,fx,WT,mPFF,M,pSyn,0,0,0,0
IM 96,436,1,right,fx,fx,WT,mPFF,M,pSyn,0,0,0,0
IM 89,"c(36, 638, 180, 187, 662, 148)",1,right,GU,"c(""GU1"", ""GU6a"", ""GU2/3"", ""GU5"", ""GU6b"", ""GU4"")",WT,mPFF,F,pSyn,0.011088624,0,0.011088624,0
IM 90,"c(662, 180, 148, 638, 36, 187)",1,right,GU,"c(""GU6b"", ""GU2/3"", ""GU4"", ""GU6a"", ""GU1"", ""GU5"")",WT,mPFF,F,pSyn,0.006882111,0.00166839,0.00521372,1.752142905
IM 91,"c(662, 638, 148, 187, 180, 36)",1,right,GU,"c(""GU6b"", ""GU6a"", ""GU4"", ""GU5"", ""GU2/3"", ""GU1"")",WT,mPFF,F,pSyn,0.025311077,0,0.025311077,0
IM 92,"c(662, 638, 148, 187, 36, 180)",1,right,GU,"c(""GU6b"", ""GU6a"", ""GU4"", ""GU5"", ""GU1"", ""GU2/3"")",WT,mPFF,F,pSyn,0.018366982,0.006556815,0.011810167,4.977805223
IM 93,"c(187, 662, 638, 180, 36, 148)",1,right,GU,"c(""GU5"", ""GU6b"", ""GU6a"", ""GU2/3"", ""GU1"", ""GU4"")",WT,mPFF,M,pSyn,0.013413872,0.00872998,0.004683892,3.349121812
IM 94,"c(638, 148, 180, 187, 662, 36)",1,right,GU,"c(""GU6a"", ""GU4"", ""GU2/3"", ""GU5"", ""GU6b"", ""GU1"")",WT,mPFF,M,pSyn,0.017021014,0,0.017021014,0
IM 95,"c(638, 662, 187, 36, 148, 180)",1,right,GU,"c(""GU6a"", ""GU6b"", ""GU5"", ""GU1"", ""GU4"", ""GU2/3"")",WT,mPFF,M,pSyn,0.010795516,0,0.010795516,0
IM 96,"c(36, 638, 187, 148, 662, 180)",1,right,GU,"c(""GU1"", ""GU6a"", ""GU5"", ""GU4"", ""GU6b"", ""GU2/3"")",WT,mPFF,M,pSyn,0.001882257,0,0.001882257,0
IM 89,589508447,1,right,HATA,HATA,WT,mPFF,F,pSyn,0.046987374,0,0.046987374,0
IM 90,589508447,1,right,HATA,HATA,WT,mPFF,F,pSyn,0.010130858,0,0.010130858,0
IM 91,589508447,1,right,HATA,HATA,WT,mPFF,F,pSyn,0.003119991,0,0.003119991,0
IM 92,589508447,1,right,HATA,HATA,WT,mPFF,F,pSyn,0,0,0,0
IM 93,589508447,1,right,HATA,HATA,WT,mPFF,M,pSyn,0.001379228,0,0.001379228,0
IM 94,589508447,1,right,HATA,HATA,WT,mPFF,M,pSyn,0.000154574,0,0.000154574,0
IM 95,589508447,1,right,HATA,HATA,WT,mPFF,M,pSyn,0.001092647,0,0.001092647,0
IM 96,589508447,1,right,HATA,HATA,WT,mPFF,M,pSyn,0.01154371,0,0.01154371,0
IM 89,611,1,right,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 90,611,1,right,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 91,611,1,right,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 92,611,1,right,hbc,hbc,WT,mPFF,F,pSyn,0,0,0,0
IM 93,611,1,right,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM 94,611,1,right,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM 95,611,1,right,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM 96,611,1,right,hbc,hbc,WT,mPFF,M,pSyn,0,0,0,0
IM 89,1089,1,right,HPF,HPF,WT,mPFF,F,pSyn,0.009062691,0,0.009062691,0
IM 90,1089,1,right,HPF,HPF,WT,mPFF,F,pSyn,0.005239932,0,0.005239932,0
IM 91,1089,1,right,HPF,HPF,WT,mPFF,F,pSyn,0.003404199,0,0.003404199,0
IM 92,1089,1,right,HPF,HPF,WT,mPFF,F,pSyn,0.000346851,0,0.000346851,0
IM 93,1089,1,right,HPF,HPF,WT,mPFF,M,pSyn,0.006470243,0,0.006470243,0
IM 94,1089,1,right,HPF,HPF,WT,mPFF,M,pSyn,0,0,0,0
IM 95,1089,1,right,HPF,HPF,WT,mPFF,M,pSyn,0,0,0,0
IM 96,1089,1,right,HPF,HPF,WT,mPFF,M,pSyn,0.000190279,0,0.000190279,0
IM 89,1097,1,right,HY,HY,WT,mPFF,F,pSyn,0.001875132,0,0.001875132,0
IM 90,1097,1,right,HY,HY,WT,mPFF,F,pSyn,0.000218171,0,0.000218171,0
IM 91,1097,1,right,HY,HY,WT,mPFF,F,pSyn,0.001302483,0,0.001302483,0
IM 92,1097,1,right,HY,HY,WT,mPFF,F,pSyn,9.08E-05,0,9.08E-05,0
IM 93,1097,1,right,HY,HY,WT,mPFF,M,pSyn,0.000730878,0,0.000730878,0
IM 94,1097,1,right,HY,HY,WT,mPFF,M,pSyn,0.000153078,0,0.000153078,0
IM 95,1097,1,right,HY,HY,WT,mPFF,M,pSyn,0.003378132,0.003258287,0.000119845,0.629306109
IM 96,1097,1,right,HY,HY,WT,mPFF,M,pSyn,0.000194668,0,0.000194668,0
IM 89,1105,1,right,IA,IA,WT,mPFF,F,pSyn,0.104848355,0.025132195,0.07971616,5.49871224
IM 90,1105,1,right,IA,IA,WT,mPFF,F,pSyn,0.008069797,0,0.008069797,0
IM 91,1105,1,right,IA,IA,WT,mPFF,F,pSyn,0.031521552,0,0.031521552,0
IM 92,1105,1,right,IA,IA,WT,mPFF,F,pSyn,0.002599177,0,0.002599177,0
IM 93,1105,1,right,IA,IA,WT,mPFF,M,pSyn,0.008420339,0,0.008420339,0
IM 94,1105,1,right,IA,IA,WT,mPFF,M,pSyn,0.038913518,0,0.038913518,0
IM 95,1105,1,right,IA,IA,WT,mPFF,M,pSyn,0.021093288,0,0.021093288,0
IM 96,1105,1,right,IA,IA,WT,mPFF,M,pSyn,0.000843064,0,0.000843064,0
IM 89,828,1,right,IC,ICe,WT,mPFF,F,pSyn,0.000122893,0,0.000122893,0
IM 90,"c(820, 811, 828)",1,right,IC,"c(""ICd"", ""ICc"", ""ICe"")",WT,mPFF,F,pSyn,0,0,0,0
IM 91,"c(828, 820)",1,right,IC,"c(""ICe"", ""ICd"")",WT,mPFF,F,pSyn,0,0,0,0
IM 92,828,1,right,IC,ICe,WT,mPFF,F,pSyn,0,0,0,0
IM 93,828,1,right,IC,ICe,WT,mPFF,M,pSyn,0,0,0,0
IM 94,"c(820, 828)",1,right,IC,"c(""ICd"", ""ICe"")",WT,mPFF,M,pSyn,0,0,0,0
IM 96,828,1,right,IC,ICe,WT,mPFF,M,pSyn,0.00011836,0,0.00011836,0
IM 90,12,1,right,IF,IF,WT,mPFF,F,pSyn,0,0,0,0
IM 91,12,1,right,IF,IF,WT,mPFF,F,pSyn,0,0,0,0
IM 92,12,1,right,IF,IF,WT,mPFF,F,pSyn,0.016166301,0,0.016166301,0
IM 93,12,1,right,IF,IF,WT,mPFF,M,pSyn,0,0,0,0
IM 94,12,1,right,IF,IF,WT,mPFF,M,pSyn,0,0,0,0
IM 95,12,1,right,IF,IF,WT,mPFF,M,pSyn,0,0,0,0
IM 96,12,1,right,IF,IF,WT,mPFF,M,pSyn,0,0,0,0
IM 89,19,1,right,IG,IG,WT,mPFF,F,pSyn,0.014997629,0,0.014997629,0
IM 90,19,1,right,IG,IG,WT,mPFF,F,pSyn,0.022760027,0,0.022760027,0
IM 91,19,1,right,IG,IG,WT,mPFF,F,pSyn,0,0,0,0
IM 92,19,1,right,IG,IG,WT,mPFF,F,pSyn,0,0,0,0
IM 93,19,1,right,IG,IG,WT,mPFF,M,pSyn,0.000239227,0,0.000239227,0
IM 94,19,1,right,IG,IG,WT,mPFF,M,pSyn,0.000300872,0,0.000300872,0
IM 95,19,1,right,IG,IG,WT,mPFF,M,pSyn,0,0,0,0
IM 96,19,1,right,IG,IG,WT,mPFF,M,pSyn,0.001971846,0,0.001971846,0
IM 89,27,1,right,IGL,IGL,WT,mPFF,F,pSyn,0,0,0,0
IM 90,27,1,right,IGL,IGL,WT,mPFF,F,pSyn,0,0,0,0
IM 91,27,1,right,IGL,IGL,WT,mPFF,F,pSyn,0,0,0,0
IM 93,27,1,right,IGL,IGL,WT,mPFF,M,pSyn,0,0,0,0
IM 94,27,1,right,IGL,IGL,WT,mPFF,M,pSyn,0,0,0,0
IM 95,27,1,right,IGL,IGL,WT,mPFF,M,pSyn,0,0,0,0
IM 96,27,1,right,IGL,IGL,WT,mPFF,M,pSyn,0,0,0,0
IM 89,35,1,right,III,III,WT,mPFF,F,pSyn,0,0,0,0
IM 90,35,1,right,III,III,WT,mPFF,F,pSyn,0,0,0,0
IM 93,35,1,right,III,III,WT,mPFF,M,pSyn,0.00122192,0,0.00122192,0
IM 96,35,1,right,III,III,WT,mPFF,M,pSyn,0,0,0,0
IM 91,848,1,right,IIn,IIn,WT,mPFF,F,pSyn,0,0,0,0
IM 92,848,1,right,IIn,IIn,WT,mPFF,F,pSyn,0,0,0,0
IM 95,848,1,right,IIn,IIn,WT,mPFF,M,pSyn,0,0,0,0
IM 89,"c(556, 1054, 827, 707)",1,right,ILA,"c(""ILA2/3"", ""ILA6a"", ""ILA5"", ""ILA1"")",WT,mPFF,F,pSyn,0.033483483,0.012019153,0.021464331,1.832668998
IM 90,"c(1054, 707, 556, 827)",1,right,ILA,"c(""ILA6a"", ""ILA1"", ""ILA2/3"", ""ILA5"")",WT,mPFF,F,pSyn,0.062354506,0.039558904,0.022795602,12.06693739
IM 91,"c(827, 1054, 707, 556)",1,right,ILA,"c(""ILA5"", ""ILA6a"", ""ILA1"", ""ILA2/3"")",WT,mPFF,F,pSyn,0.022766663,0.006634855,0.016131808,1.821678988
IM 92,"c(1054, 556, 827, 707)",1,right,ILA,"c(""ILA6a"", ""ILA2/3"", ""ILA5"", ""ILA1"")",WT,mPFF,F,pSyn,0.009874176,0,0.009874176,0
IM 93,"c(556, 707, 1054, 827)",1,right,ILA,"c(""ILA2/3"", ""ILA1"", ""ILA6a"", ""ILA5"")",WT,mPFF,M,pSyn,0.064126997,0.019837081,0.044289916,9.018568722
IM 94,"c(707, 556, 1054, 827)",1,right,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA6a"", ""ILA5"")",WT,mPFF,M,pSyn,0.006688337,0.004434919,0.002253418,2.014075701
IM 95,"c(556, 827, 707, 1054)",1,right,ILA,"c(""ILA2/3"", ""ILA5"", ""ILA1"", ""ILA6a"")",WT,mPFF,M,pSyn,0.0292381,0.013185079,0.01605302,3.129257465
IM 96,"c(707, 1054, 827, 556)",1,right,ILA,"c(""ILA1"", ""ILA6a"", ""ILA5"", ""ILA2/3"")",WT,mPFF,M,pSyn,0.008137181,0,0.008137181,2.103548086
IM 89,59,1,right,IMD,IMD,WT,mPFF,F,pSyn,0,0,0,0
IM 90,59,1,right,IMD,IMD,WT,mPFF,F,pSyn,0,0,0,0
IM 91,59,1,right,IMD,IMD,WT,mPFF,F,pSyn,0.02506247,0,0.02506247,0
IM 92,59,1,right,IMD,IMD,WT,mPFF,F,pSyn,0.002463087,0,0.002463087,0
IM 93,59,1,right,IMD,IMD,WT,mPFF,M,pSyn,0.001018795,0,0.001018795,0
IM 94,59,1,right,IMD,IMD,WT,mPFF,M,pSyn,0.000149753,0,0.000149753,0
IM 95,59,1,right,IMD,IMD,WT,mPFF,M,pSyn,0,0,0,0
IM 96,59,1,right,IMD,IMD,WT,mPFF,M,pSyn,0,0,0,0
IM 89,900,1,right,In,aco,WT,mPFF,F,pSyn,0.004809489,0,0.004809489,0
IM 90,900,1,right,In,aco,WT,mPFF,F,pSyn,0.002381733,0,0.002381733,0
IM 91,900,1,right,In,aco,WT,mPFF,F,pSyn,0.000106974,0,0.000106974,0
IM 92,900,1,right,In,aco,WT,mPFF,F,pSyn,0,0,0,0
IM 93,900,1,right,In,aco,WT,mPFF,M,pSyn,0.006112186,0,0.006112186,0
IM 94,900,1,right,In,aco,WT,mPFF,M,pSyn,0,0,0,0
IM 95,900,1,right,In,aco,WT,mPFF,M,pSyn,0.001004757,0,0.001004757,0
IM 96,900,1,right,In,aco,WT,mPFF,M,pSyn,0.00021763,0,0.00021763,0
IM 89,67,1,right,INC,INC,WT,mPFF,F,pSyn,0,0,0,0
IM 90,67,1,right,INC,INC,WT,mPFF,F,pSyn,0,0,0,0
IM 91,67,1,right,INC,INC,WT,mPFF,F,pSyn,0,0,0,0
IM 92,67,1,right,INC,INC,WT,mPFF,F,pSyn,0,0,0,0
IM 93,67,1,right,INC,INC,WT,mPFF,M,pSyn,0,0,0,0
IM 94,67,1,right,INC,INC,WT,mPFF,M,pSyn,0,0,0,0
IM 95,67,1,right,INC,INC,WT,mPFF,M,pSyn,0,0,0,0
IM 96,67,1,right,INC,INC,WT,mPFF,M,pSyn,0,0,0,0
IM 89,6,1,right,int,int,WT,mPFF,F,pSyn,0.000894906,0,0.000894906,0
IM 90,6,1,right,int,int,WT,mPFF,F,pSyn,0.002382637,0,0.002382637,0
IM 91,6,1,right,int,int,WT,mPFF,F,pSyn,0.00174161,0,0.00174161,0
IM 92,6,1,right,int,int,WT,mPFF,F,pSyn,0.000494888,0,0.000494888,0
IM 93,6,1,right,int,int,WT,mPFF,M,pSyn,0.003503712,0,0.003503712,0
IM 94,6,1,right,int,int,WT,mPFF,M,pSyn,0.003164962,0,0.003164962,0
IM 95,6,1,right,int,int,WT,mPFF,M,pSyn,0.003166633,0,0.003166633,0
IM 96,6,1,right,int,int,WT,mPFF,M,pSyn,0.001123562,0,0.001123562,0
IM 89,563807439,1,right,IntG,IntG,WT,mPFF,F,pSyn,0,0,0,0
IM 91,563807439,1,right,IntG,IntG,WT,mPFF,F,pSyn,0,0,0,0
IM 94,563807439,1,right,IntG,IntG,WT,mPFF,M,pSyn,0,0,0,0
IM 95,563807439,1,right,IntG,IntG,WT,mPFF,M,pSyn,0,0,0,0
IM 96,563807439,1,right,IntG,IntG,WT,mPFF,M,pSyn,0,0,0,0
IM 90,"c(607344834, 607344862)",1,right,IPN,"c(""IPR"", ""IPRL"")",WT,mPFF,F,pSyn,0.00030666,0,0.00030666,0
IM 95,"c(607344834, 607344862)",1,right,IPN,"c(""IPR"", ""IPRL"")",WT,mPFF,M,pSyn,0,0,0,0
IM 89,115,1,right,IV,IV,WT,mPFF,F,pSyn,0,0,0,0
IM 91,115,1,right,IV,IV,WT,mPFF,F,pSyn,0,0,0,0
IM 96,115,1,right,IV,IV,WT,mPFF,M,pSyn,0,0,0,0
IM 90,911,1,right,IVn,IVn,WT,mPFF,F,pSyn,0,0,0,0
IM 89,131,1,right,LA,LA,WT,mPFF,F,pSyn,0.044504908,0.013400998,0.03110391,2.600225709
IM 90,131,1,right,LA,LA,WT,mPFF,F,pSyn,0.079012296,0.014708288,0.064304008,4.619555325
IM 91,131,1,right,LA,LA,WT,mPFF,F,pSyn,0.037446861,0.012281813,0.025165047,3.989181773
IM 92,131,1,right,LA,LA,WT,mPFF,F,pSyn,0.009162128,0.003513031,0.005649096,1.483169467
IM 93,131,1,right,LA,LA,WT,mPFF,M,pSyn,0.077111102,0.037046864,0.040064238,7.041918666
IM 94,131,1,right,LA,LA,WT,mPFF,M,pSyn,0.011944586,0,0.011944586,0
IM 95,131,1,right,LA,LA,WT,mPFF,M,pSyn,0.035800215,0.012206812,0.023593403,2.70241665
IM 96,131,1,right,LA,LA,WT,mPFF,M,pSyn,0.018751178,0.011525194,0.007225984,4.16772
IM 89,155,1,right,LD,LD,WT,mPFF,F,pSyn,0.001788208,0,0.001788208,0
IM 90,155,1,right,LD,LD,WT,mPFF,F,pSyn,0.000245467,0,0.000245467,0
IM 91,155,1,right,LD,LD,WT,mPFF,F,pSyn,4.31E-05,0,4.31E-05,0
IM 92,155,1,right,LD,LD,WT,mPFF,F,pSyn,3.74E-05,0,3.74E-05,0
IM 93,155,1,right,LD,LD,WT,mPFF,M,pSyn,0.000742831,0,0.000742831,0
IM 94,155,1,right,LD,LD,WT,mPFF,M,pSyn,0.000351343,0,0.000351343,0
IM 95,155,1,right,LD,LD,WT,mPFF,M,pSyn,0.000559403,0,0.000559403,0
IM 96,155,1,right,LD,LD,WT,mPFF,M,pSyn,0.001173831,0,0.001173831,0
IM 89,"c(496345672, 496345668, 496345664)",1,right,LGd,"c(""LGd-ip"", ""LGd-co"", ""LGd-sh"")",WT,mPFF,F,pSyn,5.55E-05,0,5.55E-05,0
IM 90,"c(496345668, 496345664, 496345672)",1,right,LGd,"c(""LGd-co"", ""LGd-sh"", ""LGd-ip"")",WT,mPFF,F,pSyn,0,0,0,0
IM 91,"c(496345672, 496345664, 496345668)",1,right,LGd,"c(""LGd-ip"", ""LGd-sh"", ""LGd-co"")",WT,mPFF,F,pSyn,0,0,0,0
IM 92,"c(496345668, 496345672, 496345664)",1,right,LGd,"c(""LGd-co"", ""LGd-ip"", ""LGd-sh"")",WT,mPFF,F,pSyn,0,0,0,0
IM 93,"c(496345668, 496345664, 496345672)",1,right,LGd,"c(""LGd-co"", ""LGd-sh"", ""LGd-ip"")",WT,mPFF,M,pSyn,0,0,0,0
IM 94,"c(496345672, 496345664, 496345668)",1,right,LGd,"c(""LGd-ip"", ""LGd-sh"", ""LGd-co"")",WT,mPFF,M,pSyn,4.62E-05,0,4.62E-05,0
IM 95,"c(496345664, 496345668, 496345672)",1,right,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,mPFF,M,pSyn,0,0,0,0
IM 96,"c(496345664, 496345668, 496345672)",1,right,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,mPFF,M,pSyn,0.000114693,0,0.000114693,0
IM 89,178,1,right,LGv,LGv,WT,mPFF,F,pSyn,0,0,0,0
IM 90,178,1,right,LGv,LGv,WT,mPFF,F,pSyn,0.000323123,0,0.000323123,0
IM 91,178,1,right,LGv,LGv,WT,mPFF,F,pSyn,0,0,0,0
IM 92,178,1,right,LGv,LGv,WT,mPFF,F,pSyn,0,0,0,0
IM 93,178,1,right,LGv,LGv,WT,mPFF,M,pSyn,0.000919921,0,0.000919921,0
IM 94,178,1,right,LGv,LGv,WT,mPFF,M,pSyn,0,0,0,0
IM 95,178,1,right,LGv,LGv,WT,mPFF,M,pSyn,0,0,0,0
IM 96,178,1,right,LGv,LGv,WT,mPFF,M,pSyn,0.000146152,0,0.000146152,0
IM 89,186,1,right,LH,LH,WT,mPFF,F,pSyn,0.002828982,0,0.002828982,0
IM 90,186,1,right,LH,LH,WT,mPFF,F,pSyn,5.90E-05,0,5.90E-05,0
IM 91,186,1,right,LH,LH,WT,mPFF,F,pSyn,0.002975864,0,0.002975864,0
IM 92,186,1,right,LH,LH,WT,mPFF,F,pSyn,0,0,0,0
IM 93,186,1,right,LH,LH,WT,mPFF,M,pSyn,6.52E-05,0,6.52E-05,0
IM 94,186,1,right,LH,LH,WT,mPFF,M,pSyn,0.000636592,0,0.000636592,0
IM 95,186,1,right,LH,LH,WT,mPFF,M,pSyn,0.000238922,0,0.000238922,0
IM 96,186,1,right,LH,LH,WT,mPFF,M,pSyn,0.000908939,0,0.000908939,0
IM 89,194,1,right,LHA,LHA,WT,mPFF,F,pSyn,0.00041519,0,0.00041519,0
IM 90,194,1,right,LHA,LHA,WT,mPFF,F,pSyn,0.001707725,0,0.001707725,0
IM 91,194,1,right,LHA,LHA,WT,mPFF,F,pSyn,0.000471929,0,0.000471929,0
IM 92,194,1,right,LHA,LHA,WT,mPFF,F,pSyn,0.000198789,0,0.000198789,0
