mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total % Area,Inclusion % Area,Neurite % Area,Incl per mm^2
IM340,566,0.1,right,TR,TR,WT,mPFF,F,pSyn,0,0,0,0
IM330,574,0.1,right,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM333,574,0.1,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM337,574,0.1,right,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM340,574,0.1,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM330,1043,0.1,right,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM333,1043,0.1,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM337,1043,0.1,right,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM340,1043,0.1,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(605, 597)",0.1,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(597, 605)",0.1,right,TT,"c(""TTd"", ""TTv"")",WT,mPFF,M,pSyn,0,0,0,0
IM337,"c(605, 597)",0.1,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(605, 597)",0.1,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,614,0.1,right,TU,TU,WT,mPFF,M,pSyn,0,0,0,0
IM333,614,0.1,right,TU,TU,WT,mPFF,F,pSyn,0,0,0,0
IM337,614,0.1,right,TU,TU,WT,mPFF,M,pSyn,0,0,0,0
IM340,614,0.1,right,TU,TU,WT,mPFF,F,pSyn,0,0,0,0
IM330,629,0.1,right,VAL,VAL,WT,mPFF,M,pSyn,0,0,0,0
IM333,629,0.1,right,VAL,VAL,WT,mPFF,F,pSyn,0,0,0,0
IM337,629,0.1,right,VAL,VAL,WT,mPFF,M,pSyn,5.06E-05,0,5.06E-05,0
IM340,629,0.1,right,VAL,VAL,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(312782554, 312782562, 312782570, 312782566, 312782558, 312782550)",0.1,right,VISa,"c(""VISa2/3"", ""VISa5"", ""VISa6b"", ""VISa6a"", ""VISa4"", ""VISa1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(312782570, 312782558, 312782550, 312782562, 312782566, 312782554)",0.1,right,VISa,"c(""VISa6b"", ""VISa4"", ""VISa1"", ""VISa5"", ""VISa6a"", ""VISa2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(312782570, 312782554, 312782566, 312782550, 312782562, 312782558)",0.1,right,VISa,"c(""VISa6b"", ""VISa2/3"", ""VISa6a"", ""VISa1"", ""VISa5"", ""VISa4"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(312782566, 312782550, 312782554, 312782570, 312782558, 312782562)",0.1,right,VISa,"c(""VISa6a"", ""VISa1"", ""VISa2/3"", ""VISa6b"", ""VISa4"", ""VISa5"")",WT,mPFF,F,pSyn,0,0,0,0
IM333,"c(1114, 233, 905, 649, 601, 1074)",0.1,right,VISal,"c(""VISal4"", ""VISal5"", ""VISal2/3"", ""VISal6b"", ""VISal6a"", ""VISal1"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(233, 1074, 905, 1114, 601, 649)",0.1,right,VISal,"c(""VISal5"", ""VISal1"", ""VISal2/3"", ""VISal4"", ""VISal6a"", ""VISal6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(649, 905, 233, 601, 1114, 1074)",0.1,right,VISal,"c(""VISal6b"", ""VISal2/3"", ""VISal5"", ""VISal6a"", ""VISal4"", ""VISal1"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(433, 401, 1066, 1046, 441, 281)",0.1,right,VISam,"c(""VISam5"", ""VISam4"", ""VISam2/3"", ""VISam6a"", ""VISam6b"", ""VISam1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(1046, 441, 281, 1066, 401, 433)",0.1,right,VISam,"c(""VISam6a"", ""VISam6b"", ""VISam1"", ""VISam2/3"", ""VISam4"", ""VISam5"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(1066, 433, 1046, 281, 441, 401)",0.1,right,VISam,"c(""VISam2/3"", ""VISam5"", ""VISam6a"", ""VISam1"", ""VISam6b"", ""VISam4"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(1046, 441, 401, 281, 1066, 433)",0.1,right,VISam,"c(""VISam6a"", ""VISam6b"", ""VISam4"", ""VISam1"", ""VISam2/3"", ""VISam5"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(1106, 1058, 857, 1010, 897, 849)",0.1,right,VISC,"c(""VISC2/3"", ""VISC5"", ""VISC6a"", ""VISC4"", ""VISC1"", ""VISC6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(1010, 1106, 849, 857, 897, 1058)",0.1,right,VISC,"c(""VISC4"", ""VISC2/3"", ""VISC6b"", ""VISC6a"", ""VISC1"", ""VISC5"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(849, 857, 1058, 1010, 897, 1106)",0.1,right,VISC,"c(""VISC6b"", ""VISC6a"", ""VISC5"", ""VISC4"", ""VISC1"", ""VISC2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(897, 849, 857, 1106, 1010, 1058)",0.1,right,VISC,"c(""VISC1"", ""VISC6b"", ""VISC6a"", ""VISC2/3"", ""VISC4"", ""VISC5"")",WT,mPFF,F,pSyn,1.20E-05,0,1.20E-05,0
IM330,"c(121, 74, 421, 973, 573, 613)",0.1,right,VISl,"c(""VISl6b"", ""VISl6a"", ""VISl1"", ""VISl2/3"", ""VISl4"", ""VISl5"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(121, 613, 74, 573, 421, 973)",0.1,right,VISl,"c(""VISl6b"", ""VISl5"", ""VISl6a"", ""VISl4"", ""VISl1"", ""VISl2/3"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(421, 74, 973, 573, 613)",0.1,right,VISl,"c(""VISl1"", ""VISl6a"", ""VISl2/3"", ""VISl4"", ""VISl5"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(973, 74, 421, 613, 121, 573)",0.1,right,VISl,"c(""VISl2/3"", ""VISl6a"", ""VISl1"", ""VISl5"", ""VISl6b"", ""VISl4"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(312782586, 312782578, 312782590, 312782582)",0.1,right,VISli,"c(""VISli4"", ""VISli1"", ""VISli5"", ""VISli2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(312782578, 312782582, 312782586, 312782590)",0.1,right,VISli,"c(""VISli1"", ""VISli2/3"", ""VISli4"", ""VISli5"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(312782586, 312782578, 312782582, 312782590)",0.1,right,VISli,"c(""VISli4"", ""VISli1"", ""VISli2/3"", ""VISli5"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(312782578, 312782590, 312782582, 312782586)",0.1,right,VISli,"c(""VISli1"", ""VISli5"", ""VISli2/3"", ""VISli4"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(778, 721, 821, 593, 33, 305)",0.1,right,VISp,"c(""VISp5"", ""VISp4"", ""VISp2/3"", ""VISp1"", ""VISp6a"", ""VISp6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(778, 305, 593, 721, 821, 33)",0.1,right,VISp,"c(""VISp5"", ""VISp6b"", ""VISp1"", ""VISp4"", ""VISp2/3"", ""VISp6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(33, 778, 593, 721, 305, 821)",0.1,right,VISp,"c(""VISp6a"", ""VISp5"", ""VISp1"", ""VISp4"", ""VISp6b"", ""VISp2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(593, 821, 305, 778, 33, 721)",0.1,right,VISp,"c(""VISp1"", ""VISp2/3"", ""VISp6b"", ""VISp5"", ""VISp6a"", ""VISp4"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(393, 377, 269, 902, 869)",0.1,right,VISpl,"c(""VISpl6b"", ""VISpl6a"", ""VISpl2/3"", ""VISpl5"", ""VISpl4"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(902, 393, 377, 269, 869)",0.1,right,VISpl,"c(""VISpl5"", ""VISpl6b"", ""VISpl6a"", ""VISpl2/3"", ""VISpl4"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(869, 393, 902, 377)",0.1,right,VISpl,"c(""VISpl4"", ""VISpl6b"", ""VISpl5"", ""VISpl6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(393, 377, 902)",0.1,right,VISpl,"c(""VISpl6b"", ""VISpl6a"", ""VISpl5"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(805, 501, 41)",0.1,right,VISpm,"c(""VISpm1"", ""VISpm4"", ""VISpm2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(501, 41, 805, 469, 565, 257)",0.1,right,VISpm,"c(""VISpm4"", ""VISpm2/3"", ""VISpm1"", ""VISpm6b"", ""VISpm5"", ""VISpm6a"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(565, 41, 805, 501, 257, 469)",0.1,right,VISpm,"c(""VISpm5"", ""VISpm2/3"", ""VISpm1"", ""VISpm4"", ""VISpm6a"", ""VISpm6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(469, 257, 41, 565, 501, 805)",0.1,right,VISpm,"c(""VISpm6b"", ""VISpm6a"", ""VISpm2/3"", ""VISpm5"", ""VISpm4"", ""VISpm1"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(312782652, 312782640, 312782644, 312782648, 312782632, 312782636)",0.1,right,VISpor,"c(""VISpor6b"", ""VISpor4"", ""VISpor5"", ""VISpor6a"", ""VISpor1"", ""VISpor2/3"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(312782632, 312782644, 312782648, 312782640, 312782636, 312782652)",0.1,right,VISpor,"c(""VISpor1"", ""VISpor5"", ""VISpor6a"", ""VISpor4"", ""VISpor2/3"", ""VISpor6b"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(312782644, 312782640, 312782632, 312782648, 312782636, 312782652)",0.1,right,VISpor,"c(""VISpor5"", ""VISpor4"", ""VISpor1"", ""VISpor6a"", ""VISpor2/3"", ""VISpor6b"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(312782648, 312782652, 312782640, 312782636, 312782632, 312782644)",0.1,right,VISpor,"c(""VISpor6a"", ""VISpor6b"", ""VISpor4"", ""VISpor2/3"", ""VISpor1"", ""VISpor5"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(312782624, 312782612, 312782620, 312782616, 312782608, 312782604)",0.1,right,VISrl,"c(""VISrl6b"", ""VISrl4"", ""VISrl6a"", ""VISrl5"", ""VISrl2/3"", ""VISrl1"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(312782604, 312782608, 312782616, 312782624, 312782612, 312782620)",0.1,right,VISrl,"c(""VISrl1"", ""VISrl2/3"", ""VISrl5"", ""VISrl6b"", ""VISrl4"", ""VISrl6a"")",WT,mPFF,F,pSyn,0.003047921,0,0.003047921,0
IM337,"c(312782604, 312782624, 312782608, 312782616, 312782612, 312782620)",0.1,right,VISrl,"c(""VISrl1"", ""VISrl6b"", ""VISrl2/3"", ""VISrl5"", ""VISrl4"", ""VISrl6a"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(312782620, 312782616, 312782624, 312782608, 312782604, 312782612)",0.1,right,VISrl,"c(""VISrl6a"", ""VISrl5"", ""VISrl6b"", ""VISrl2/3"", ""VISrl1"", ""VISrl4"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,685,0.1,right,VM,VM,WT,mPFF,M,pSyn,0,0,0,0
IM333,685,0.1,right,VM,VM,WT,mPFF,F,pSyn,0,0,0,0
IM337,685,0.1,right,VM,VM,WT,mPFF,M,pSyn,0,0,0,0
IM340,685,0.1,right,VM,VM,WT,mPFF,F,pSyn,0,0,0,0
IM330,693,0.1,right,VMH,VMH,WT,mPFF,M,pSyn,0,0,0,0
IM333,693,0.1,right,VMH,VMH,WT,mPFF,F,pSyn,0,0,0,0
IM337,693,0.1,right,VMH,VMH,WT,mPFF,M,pSyn,0,0,0,0
IM340,693,0.1,right,VMH,VMH,WT,mPFF,F,pSyn,0,0,0,0
IM330,"c(725, 741)",0.1,right,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,M,pSyn,0,0,0,0
IM333,"c(741, 725)",0.1,right,VP,"c(""VPMpc"", ""VPLpc"")",WT,mPFF,F,pSyn,0,0,0,0
IM337,"c(741, 725)",0.1,right,VP,"c(""VPMpc"", ""VPLpc"")",WT,mPFF,M,pSyn,0,0,0,0
IM340,"c(725, 741)",0.1,right,VP,"c(""VPLpc"", ""VPMpc"")",WT,mPFF,F,pSyn,0,0,0,0
IM330,718,0.1,right,VPL,VPL,WT,mPFF,M,pSyn,0,0,0,0
IM333,718,0.1,right,VPL,VPL,WT,mPFF,F,pSyn,0,0,0,0
IM337,718,0.1,right,VPL,VPL,WT,mPFF,M,pSyn,0,0,0,0
IM340,718,0.1,right,VPL,VPL,WT,mPFF,F,pSyn,0,0,0,0
IM330,733,0.1,right,VPM,VPM,WT,mPFF,M,pSyn,0,0,0,0
IM333,733,0.1,right,VPM,VPM,WT,mPFF,F,pSyn,0,0,0,0
IM337,733,0.1,right,VPM,VPM,WT,mPFF,M,pSyn,0,0,0,0
IM340,733,0.1,right,VPM,VPM,WT,mPFF,F,pSyn,0,0,0,0
IM333,749,0.1,right,VTA,VTA,WT,mPFF,F,pSyn,0,0,0,0
IM337,749,0.1,right,VTA,VTA,WT,mPFF,M,pSyn,0,0,0,0
IM340,749,0.1,right,VTA,VTA,WT,mPFF,F,pSyn,9.70E-05,0,9.70E-05,0
IM330,560581559,0.1,right,Xi,Xi,WT,mPFF,M,pSyn,0,0,0,0
IM333,560581559,0.1,right,Xi,Xi,WT,mPFF,F,pSyn,0,0,0,0
IM337,560581559,0.1,right,Xi,Xi,WT,mPFF,M,pSyn,0,0,0,0
IM340,560581559,0.1,right,Xi,Xi,WT,mPFF,F,pSyn,0,0,0,0
IM330,797,0.1,right,ZI,ZI,WT,mPFF,M,pSyn,0,0,0,0
IM333,797,0.1,right,ZI,ZI,WT,mPFF,F,pSyn,0,0,0,0
IM337,797,0.1,right,ZI,ZI,WT,mPFF,M,pSyn,0,0,0,0
IM340,797,0.1,right,ZI,ZI,WT,mPFF,F,pSyn,0,0,0,0
