,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
452,IM 332,58,0.3,left,MT,MT,WT,mPFF,M,pSyn,58,None,43622.9267,4.6397148
453,IM 335,58,0.3,left,MT,MT,WT,mPFF,F,pSyn,58,None,15155.49318,4.180570074
454,IM 339,58,0.3,left,MT,MT,WT,mPFF,M,pSyn,58,None,23461.8778,4.370362769
455,IM 342,58,0.3,left,MT,MT,WT,mPFF,F,pSyn,58,None,30507.90806,4.484412429
456,IM 332,681,0.3,left,mtg,mtg,WT,mPFF,M,pSyn,681,None,10577.52635,4.024384116
457,IM 335,681,0.3,left,mtg,mtg,WT,mPFF,F,pSyn,681,None,9694.634849,3.986531456
458,IM 339,681,0.3,left,mtg,mtg,WT,mPFF,M,pSyn,681,None,9083.069843,3.958232654
459,IM 342,681,0.3,left,mtg,mtg,WT,mPFF,F,pSyn,681,None,10535.36113,4.022649427
460,IM 332,690,0.3,left,mtt,mtt,WT,mPFF,M,pSyn,690,None,32020.18355,4.505423817
461,IM 335,690,0.3,left,mtt,mtt,WT,mPFF,F,pSyn,690,None,31154.42222,4.493519701
462,IM 339,690,0.3,left,mtt,mtt,WT,mPFF,M,pSyn,690,None,40753.19875,4.610161703
463,IM 342,690,0.3,left,mtt,mtt,WT,mPFF,F,pSyn,690,None,32877.06686,4.516893065
464,IM 332,997,0.3,left,None,None,WT,mPFF,M,pSyn,997,None,158519.5002,5.200082694
465,IM 335,997,0.3,left,None,None,WT,mPFF,F,pSyn,997,None,133400.6348,5.125157896
466,IM 339,997,0.3,left,None,None,WT,mPFF,M,pSyn,997,None,139473.2742,5.144490996
467,IM 342,997,0.3,left,None,None,WT,mPFF,F,pSyn,997,None,156621.5817,5.194851606
468,IM 332,587,0.3,left,ND,ND,WT,mPFF,M,pSyn,587,None,52801.12761,4.722643197
469,IM 335,587,0.3,left,ND,ND,WT,mPFF,F,pSyn,587,None,66768.29436,4.824570282
470,IM 339,587,0.3,left,ND,ND,WT,mPFF,M,pSyn,587,None,56754.38975,4.753999458
471,IM 342,587,0.3,left,ND,ND,WT,mPFF,F,pSyn,587,None,54464.54618,4.736113889
472,IM 332,596,0.3,left,NDB,NDB,WT,mPFF,M,pSyn,596,None,206490.2807,5.314899615
473,IM 335,596,0.3,left,NDB,NDB,WT,mPFF,F,pSyn,596,None,222053.711,5.346458036
474,IM 339,596,0.3,left,NDB,NDB,WT,mPFF,M,pSyn,596,None,198937.3835,5.298716402
475,IM 342,596,0.3,left,NDB,NDB,WT,mPFF,F,pSyn,596,None,224228.5327,5.350690875
476,IM 332,612,0.3,left,NLL,NLL,WT,mPFF,M,pSyn,612,None,476734.8263,5.678276879
477,IM 335,612,0.3,left,NLL,NLL,WT,mPFF,F,pSyn,612,None,495193.8668,5.694775257
478,IM 339,612,0.3,left,NLL,NLL,WT,mPFF,M,pSyn,612,None,559410.113,5.747730313
479,IM 342,612,0.3,left,NLL,NLL,WT,mPFF,F,pSyn,612,None,547403.4754,5.73830755
480,IM 332,628,0.3,left,NOT,NOT,WT,mPFF,M,pSyn,628,None,88401.16241,4.946457976
481,IM 335,628,0.3,left,NOT,NOT,WT,mPFF,F,pSyn,628,None,83675.49124,4.922598271
482,IM 342,628,0.3,left,NOT,NOT,WT,mPFF,F,pSyn,628,None,164354.994,5.215782905
483,IM 342,634,0.3,left,NPC,NPC,WT,mPFF,F,pSyn,634,None,194310.352,5.288495939
484,IM 332,102,0.3,left,nst,nst,WT,mPFF,M,pSyn,102,None,25945.93154,4.414069268
485,IM 335,102,0.3,left,nst,nst,WT,mPFF,F,pSyn,102,None,25768.99185,4.411097428
486,IM 339,102,0.3,left,nst,nst,WT,mPFF,M,pSyn,102,None,28305.47246,4.451870408
487,IM 342,102,0.3,left,nst,nst,WT,mPFF,F,pSyn,102,None,24872.91491,4.395726684
488,IM 332,698,0.3,left,OLF,OLF,WT,mPFF,M,pSyn,698,None,111197.6344,5.046095548
489,IM 335,698,0.3,left,OLF,OLF,WT,mPFF,F,pSyn,698,None,100911.8456,5.003942149
490,IM 339,698,0.3,left,OLF,OLF,WT,mPFF,M,pSyn,698,None,92942.81883,4.96821584
491,IM 342,698,0.3,left,OLF,OLF,WT,mPFF,F,pSyn,698,None,89239.83858,4.950558776
492,IM 332,125,0.3,left,opt,opt,WT,mPFF,M,pSyn,125,None,122344.9335,5.087585989
493,IM 335,125,0.3,left,opt,opt,WT,mPFF,F,pSyn,125,None,87565.26842,4.942331883
494,IM 339,125,0.3,left,opt,opt,WT,mPFF,M,pSyn,125,None,102492.9212,5.010693871
495,IM 342,125,0.3,left,opt,opt,WT,mPFF,F,pSyn,125,None,104586.102,5.019473977
496,IM 332,484682520,0.3,left,or,or,WT,mPFF,M,pSyn,484682520,None,216631.7656,5.335722139
497,IM 335,484682520,0.3,left,or,or,WT,mPFF,F,pSyn,484682520,None,191556.2421,5.282296309
498,IM 339,484682520,0.3,left,or,or,WT,mPFF,M,pSyn,484682520,None,230863.7802,5.363355803
499,IM 342,484682520,0.3,left,or,or,WT,mPFF,F,pSyn,484682520,None,220598.1291,5.343601825
500,IM 332,"c(448, 412, 630, 440)",0.3,left,ORBl,"c(""ORBl1"", ""ORBl2/3"", ""ORBl5"", ""ORBl6a"")",WT,mPFF,M,pSyn,"c(448, 412, 630, 440)",None,170694.1421,5.232218617
501,IM 335,"c(448, 412, 630, 440)",0.3,left,ORBl,"c(""ORBl1"", ""ORBl2/3"", ""ORBl5"", ""ORBl6a"")",WT,mPFF,F,pSyn,"c(448, 412, 630, 440)",None,206099.2042,5.314076315
502,IM 339,"c(448, 412, 630, 440, 488)",0.3,left,ORBl,"c(""ORBl1"", ""ORBl2/3"", ""ORBl5"", ""ORBl6a"", ""ORBl6b"")",WT,mPFF,M,pSyn,"c(448, 412, 630, 440, 488)",None,183003.2739,5.262458859
503,IM 342,"c(448, 412, 630, 440)",0.3,left,ORBl,"c(""ORBl1"", ""ORBl2/3"", ""ORBl5"", ""ORBl6a"")",WT,mPFF,F,pSyn,"c(448, 412, 630, 440)",None,211251.7033,5.324800219
504,IM 332,"c(484, 582, 620, 910)",0.3,left,ORBm,"c(""ORBm1"", ""ORBm2/3"", ""ORBm5"", ""ORBm6a"")",WT,mPFF,M,pSyn,"c(484, 582, 620, 910)",None,112909.785,5.05273158
505,IM 335,"c(484, 582, 620, 910)",0.3,left,ORBm,"c(""ORBm1"", ""ORBm2/3"", ""ORBm5"", ""ORBm6a"")",WT,mPFF,F,pSyn,"c(484, 582, 620, 910)",None,121925.313,5.086093879
506,IM 339,"c(484, 582, 620, 910)",0.3,left,ORBm,"c(""ORBm1"", ""ORBm2/3"", ""ORBm5"", ""ORBm6a"")",WT,mPFF,M,pSyn,"c(484, 582, 620, 910)",None,84442.23038,4.926559696
507,IM 342,"c(484, 582, 620, 910)",0.3,left,ORBm,"c(""ORBm1"", ""ORBm2/3"", ""ORBm5"", ""ORBm6a"")",WT,mPFF,F,pSyn,"c(484, 582, 620, 910)",None,97285.93589,4.988050061
508,IM 332,"c(969, 288, 1125, 608)",0.3,left,ORBvl,"c(""ORBvl1"", ""ORBvl2/3"", ""ORBvl5"", ""ORBvl6a"")",WT,mPFF,M,pSyn,"c(969, 288, 1125, 608)",None,123317.5022,5.091024719
509,IM 335,"c(969, 288, 1125, 608)",0.3,left,ORBvl,"c(""ORBvl1"", ""ORBvl2/3"", ""ORBvl5"", ""ORBvl6a"")",WT,mPFF,F,pSyn,"c(969, 288, 1125, 608)",None,143752.5015,5.157615411
510,IM 339,"c(288, 1125, 608, 680)",0.3,left,ORBvl,"c(""ORBvl2/3"", ""ORBvl5"", ""ORBvl6a"", ""ORBvl6b"")",WT,mPFF,M,pSyn,"c(288, 1125, 608, 680)",None,93664.34136,4.971574284
511,IM 342,"c(288, 1125, 608)",0.3,left,ORBvl,"c(""ORBvl2/3"", ""ORBvl5"", ""ORBvl6a"")",WT,mPFF,F,pSyn,"c(288, 1125, 608)",None,121196.239,5.083489143
512,IM 332,754,0.3,left,OT,OT,WT,mPFF,M,pSyn,754,None,589533.5896,5.770508555
513,IM 335,754,0.3,left,OT,OT,WT,mPFF,F,pSyn,754,None,473327.7055,5.675161926
514,IM 339,754,0.3,left,OT,OT,WT,mPFF,M,pSyn,754,None,442802.7471,5.646210306
515,IM 342,754,0.3,left,OT,OT,WT,mPFF,F,pSyn,754,None,652185.9127,5.814371414
516,IM 332,771,0.3,left,P,P,WT,mPFF,M,pSyn,771,None,476215.1803,5.677803235
517,IM 335,771,0.3,left,P,P,WT,mPFF,F,pSyn,771,None,436734.3156,5.640217317
518,IM 339,771,0.3,left,P,P,WT,mPFF,M,pSyn,771,None,645153.423,5.809663006
519,IM 342,771,0.3,left,P,P,WT,mPFF,F,pSyn,771,None,650341.7034,5.813141604
520,IM 332,780,0.3,left,PA,PA,WT,mPFF,M,pSyn,780,None,217336.1685,5.337132006
521,IM 335,780,0.3,left,PA,PA,WT,mPFF,F,pSyn,780,None,151548.5444,5.180551769
522,IM 339,780,0.3,left,PA,PA,WT,mPFF,M,pSyn,780,None,200689.9848,5.3025257
523,IM 342,780,0.3,left,PA,PA,WT,mPFF,F,pSyn,780,None,216741.8432,5.335942762
524,IM 332,606826663,0.3,left,Pa4,Pa4,WT,mPFF,M,pSyn,606826663,None,15866.09772,4.200470125
525,IM 335,606826663,0.3,left,Pa4,Pa4,WT,mPFF,F,pSyn,606826663,None,19051.8647,4.279937489
526,IM 339,606826663,0.3,left,Pa4,Pa4,WT,mPFF,M,pSyn,606826663,None,15698.13774,4.195848136
527,IM 342,606826663,0.3,left,Pa4,Pa4,WT,mPFF,F,pSyn,606826663,None,18659.58647,4.270902015
528,IM 332,788,0.3,left,PAA,PAA,WT,mPFF,M,pSyn,788,None,130774.0791,5.116521671
529,IM 335,788,0.3,left,PAA,PAA,WT,mPFF,F,pSyn,788,None,120048.0056,5.079354949
530,IM 339,788,0.3,left,PAA,PAA,WT,mPFF,M,pSyn,788,None,150589.4336,5.1777945
531,IM 342,788,0.3,left,PAA,PAA,WT,mPFF,F,pSyn,788,None,148004.4668,5.170274823
532,IM 332,795,0.3,left,PAG,PAG,WT,mPFF,M,pSyn,795,None,517516.1985,5.713923948
533,IM 335,795,0.3,left,PAG,PAG,WT,mPFF,F,pSyn,795,None,628701.5566,5.798444536
534,IM 339,795,0.3,left,PAG,PAG,WT,mPFF,M,pSyn,795,None,525698.0068,5.72073633
535,IM 342,795,0.3,left,PAG,PAG,WT,mPFF,F,pSyn,795,None,538790.4722,5.731419907
536,IM 332,803,0.3,left,PAL,PAL,WT,mPFF,M,pSyn,803,None,128153.7049,5.107731166
537,IM 335,803,0.3,left,PAL,PAL,WT,mPFF,F,pSyn,803,None,75400.16065,4.877372271
538,IM 339,803,0.3,left,PAL,PAL,WT,mPFF,M,pSyn,803,None,88882.52936,4.948816405
539,IM 342,803,0.3,left,PAL,PAL,WT,mPFF,F,pSyn,803,None,82467.04987,4.916280459
540,IM 332,"c(1022, 1031)",0.3,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,"c(1022, 1031)",None,121699.9937,5.085290556
541,IM 335,"c(1022, 1031)",0.3,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,F,pSyn,"c(1022, 1031)",None,192839.0268,5.285194931
542,IM 339,"c(1022, 1031)",0.3,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,M,pSyn,"c(1022, 1031)",None,174518.8754,5.241842406
543,IM 342,"c(1022, 1031)",0.3,left,PALd,"c(""GPe"", ""GPi"")",WT,mPFF,F,pSyn,"c(1022, 1031)",None,199005.4536,5.298864978
544,IM 332,843,0.3,left,PAR,PAR,WT,mPFF,M,pSyn,843,None,619149.7188,5.79179568
545,IM 335,843,0.3,left,PAR,PAR,WT,mPFF,F,pSyn,843,None,704121.4869,5.847647597
546,IM 339,843,0.3,left,PAR,PAR,WT,mPFF,M,pSyn,843,None,653749.8555,5.815411606
547,IM 342,843,0.3,left,PAR,PAR,WT,mPFF,F,pSyn,843,None,763592.5748,5.882861697
548,IM 332,874,0.3,left,PBG,PBG,WT,mPFF,M,pSyn,874,None,20877.79384,4.319684605
549,IM 335,874,0.3,left,PBG,PBG,WT,mPFF,F,pSyn,874,None,27615.02271,4.441145405
550,IM 339,874,0.3,left,PBG,PBG,WT,mPFF,M,pSyn,874,None,33093.87295,4.519747595
551,IM 342,874,0.3,left,PBG,PBG,WT,mPFF,F,pSyn,874,None,32334.1173,4.50966101
552,IM 332,158,0.3,left,pc,pc,WT,mPFF,M,pSyn,158,None,9471.553115,3.9764212
553,IM 342,158,0.3,left,pc,pc,WT,mPFF,F,pSyn,158,None,31060.87216,4.492213646
554,IM 332,907,0.3,left,PCN,PCN,WT,mPFF,M,pSyn,907,None,82637.72424,4.917178349
555,IM 335,907,0.3,left,PCN,PCN,WT,mPFF,F,pSyn,907,None,79221.9485,4.89884552
556,IM 339,907,0.3,left,PCN,PCN,WT,mPFF,M,pSyn,907,None,87068.36384,4.939860383
557,IM 342,907,0.3,left,PCN,PCN,WT,mPFF,F,pSyn,907,None,92412.25671,4.965729576
558,IM 332,576073704,0.3,left,PeF,PeF,WT,mPFF,M,pSyn,576073704,None,11474.15533,4.059720725
559,IM 335,576073704,0.3,left,PeF,PeF,WT,mPFF,F,pSyn,576073704,None,66731.69012,4.824332124
560,IM 339,576073704,0.3,left,PeF,PeF,WT,mPFF,M,pSyn,576073704,None,56711.59442,4.753671858
561,IM 342,576073704,0.3,left,PeF,PeF,WT,mPFF,F,pSyn,576073704,None,109042.4914,5.037595766
562,IM 332,"c(540, 888, 692, 335, 368)",0.3,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,M,pSyn,"c(540, 888, 692, 335, 368)",None,21548.34639,4.333413948
563,IM 335,"c(540, 888, 692, 335, 368)",0.3,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,F,pSyn,"c(540, 888, 692, 335, 368)",None,20995.68343,4.322130016
564,IM 339,"c(540, 888, 692, 335, 368)",0.3,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,M,pSyn,"c(540, 888, 692, 335, 368)",None,19598.45894,4.292221924
565,IM 342,"c(540, 888, 692, 335, 368)",0.3,left,PERI,"c(""PERI1"", ""PERI2/3"", ""PERI5"", ""PERI6a"", ""PERI6b"")",WT,mPFF,F,pSyn,"c(540, 888, 692, 335, 368)",None,22467.01547,4.351545385
566,IM 332,930,0.3,left,PF,PF,WT,mPFF,M,pSyn,930,None,499884.6394,5.698869792
567,IM 335,930,0.3,left,PF,PF,WT,mPFF,F,pSyn,930,None,512328.8974,5.709548853
568,IM 339,930,0.3,left,PF,PF,WT,mPFF,M,pSyn,930,None,498651.706,5.697797309
569,IM 342,930,0.3,left,PF,PF,WT,mPFF,F,pSyn,930,None,476124.7727,5.677720778
570,IM 332,931,0.3,left,PG,PG,WT,mPFF,M,pSyn,931,None,334651.3433,5.524592573
571,IM 335,931,0.3,left,PG,PG,WT,mPFF,F,pSyn,931,None,346613.81,5.539845862
572,IM 339,931,0.3,left,PG,PG,WT,mPFF,M,pSyn,931,None,154608.7819,5.189234158
573,IM 342,931,0.3,left,PG,PG,WT,mPFF,F,pSyn,931,None,188371.4628,5.27501511
574,IM 332,946,0.3,left,PH,PH,WT,mPFF,M,pSyn,946,None,313856.4017,5.496730991
575,IM 335,946,0.3,left,PH,PH,WT,mPFF,F,pSyn,946,None,397872.4812,5.599743902
576,IM 339,946,0.3,left,PH,PH,WT,mPFF,M,pSyn,946,None,419758.5456,5.622999546
577,IM 342,946,0.3,left,PH,PH,WT,mPFF,F,pSyn,946,None,402667.3269,5.604946392
578,IM 332,560581563,0.3,left,PIL,PIL,WT,mPFF,M,pSyn,560581563,None,110383.8178,5.042905411
579,IM 335,560581563,0.3,left,PIL,PIL,WT,mPFF,F,pSyn,560581563,None,54886.95916,4.739469171
580,IM 339,560581563,0.3,left,PIL,PIL,WT,mPFF,M,pSyn,560581563,None,108115.6642,5.033888621
581,IM 342,560581563,0.3,left,PIL,PIL,WT,mPFF,F,pSyn,560581563,None,76381.39702,4.882987597
582,IM 332,961,0.3,left,PIR,PIR,WT,mPFF,M,pSyn,961,None,403774.6002,5.606138996
583,IM 335,961,0.3,left,PIR,PIR,WT,mPFF,F,pSyn,961,None,444753.411,5.648119288
584,IM 339,961,0.3,left,PIR,PIR,WT,mPFF,M,pSyn,961,None,578701.7619,5.762454805
585,IM 342,961,0.3,left,PIR,PIR,WT,mPFF,F,pSyn,961,None,583283.2951,5.765879539
586,IM 332,"c(171, 304, 363, 84)",0.3,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,M,pSyn,"c(171, 304, 363, 84)",None,136493.7154,5.135112656
587,IM 335,"c(171, 304, 363, 84)",0.3,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,F,pSyn,"c(171, 304, 363, 84)",None,150839.9968,5.178516515
588,IM 339,"c(171, 304, 363, 84)",0.3,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,M,pSyn,"c(171, 304, 363, 84)",None,145382.9949,5.162513611
589,IM 342,"c(171, 304, 363, 84)",0.3,left,PL,"c(""PL1"", ""PL2/3"", ""PL5"", ""PL6a"")",WT,mPFF,F,pSyn,"c(171, 304, 363, 84)",None,147205.6789,5.167924564
590,IM 332,753,0.3,left,pm,pm,WT,mPFF,M,pSyn,753,None,7171.704275,3.855622374
591,IM 335,753,0.3,left,pm,pm,WT,mPFF,F,pSyn,753,None,1972.390262,3.294992852
592,IM 339,753,0.3,left,pm,pm,WT,mPFF,M,pSyn,753,None,1383.167129,3.140874662
593,IM 342,753,0.3,left,pm,pm,WT,mPFF,F,pSyn,753,None,14701.39931,4.167358674
594,IM 332,980,0.3,left,PMd,PMd,WT,mPFF,M,pSyn,980,None,81324.67474,4.910222335
595,IM 342,980,0.3,left,PMd,PMd,WT,mPFF,F,pSyn,980,None,62749.87509,4.797612866
596,IM 332,1004,0.3,left,PMv,PMv,WT,mPFF,M,pSyn,1004,None,133460.7516,5.125353566
597,IM 335,1004,0.3,left,PMv,PMv,WT,mPFF,F,pSyn,1004,None,38319.92253,4.583424623
598,IM 339,1004,0.3,left,PMv,PMv,WT,mPFF,M,pSyn,1004,None,99405.26573,4.997409391
599,IM 342,1004,0.3,left,PMv,PMv,WT,mPFF,F,pSyn,1004,None,132979.3226,5.123784116
600,IM 332,1020,0.3,left,PO,PO,WT,mPFF,M,pSyn,1020,None,321041.9569,5.506561794
601,IM 335,1020,0.3,left,PO,PO,WT,mPFF,F,pSyn,1020,None,304337.0557,5.483354835
602,IM 339,1020,0.3,left,PO,PO,WT,mPFF,M,pSyn,1020,None,311967.868,5.494109865
603,IM 342,1020,0.3,left,PO,PO,WT,mPFF,F,pSyn,1020,None,269056.7952,5.429843965
604,IM 332,1029,0.3,left,POL,POL,WT,mPFF,M,pSyn,1029,None,61875.60515,4.791519459
605,IM 335,1029,0.3,left,POL,POL,WT,mPFF,F,pSyn,1029,None,88880.33984,4.948805707
606,IM 339,1029,0.3,left,POL,POL,WT,mPFF,M,pSyn,1029,None,59994.01091,4.778107898
607,IM 342,1029,0.3,left,POL,POL,WT,mPFF,F,pSyn,1029,None,72903.18259,4.862746488
608,IM 332,1037,0.3,left,POST,POST,WT,mPFF,M,pSyn,1037,None,140354.7698,5.147227176
609,IM 335,1037,0.3,left,POST,POST,WT,mPFF,F,pSyn,1037,None,53342.56774,4.727073917
610,IM 339,1037,0.3,left,POST,POST,WT,mPFF,M,pSyn,1037,None,213624.4624,5.329650983
611,IM 342,1037,0.3,left,POST,POST,WT,mPFF,F,pSyn,1037,None,270202.6065,5.431689534
612,IM 332,563807435,0.3,left,PoT,PoT,WT,mPFF,M,pSyn,563807435,None,76606.83306,4.884267509
613,IM 335,563807435,0.3,left,PoT,PoT,WT,mPFF,F,pSyn,563807435,None,85537.91367,4.932158653
614,IM 339,563807435,0.3,left,PoT,PoT,WT,mPFF,M,pSyn,563807435,None,87935.28098,4.944163156
615,IM 342,563807435,0.3,left,PoT,PoT,WT,mPFF,F,pSyn,563807435,None,89317.43856,4.95093626
616,IM 332,1044,0.3,left,PP,PP,WT,mPFF,M,pSyn,1044,None,44744.60794,4.650740707
617,IM 335,1044,0.3,left,PP,PP,WT,mPFF,F,pSyn,1044,None,17669.06113,4.247213473
618,IM 339,1044,0.3,left,PP,PP,WT,mPFF,M,pSyn,1044,None,43958.97993,4.643047606
619,IM 342,1044,0.3,left,PP,PP,WT,mPFF,F,pSyn,1044,None,25651.70874,4.4091163
620,IM 332,1052,0.3,left,PPN,PPN,WT,mPFF,M,pSyn,1052,None,404189.9919,5.606585556
621,IM 335,1052,0.3,left,PPN,PPN,WT,mPFF,F,pSyn,1052,None,542607.9153,5.734486125
622,IM 339,1052,0.3,left,PPN,PPN,WT,mPFF,M,pSyn,1052,None,420621.1088,5.623891064
623,IM 342,1052,0.3,left,PPN,PPN,WT,mPFF,F,pSyn,1052,None,495924.3469,5.69541543
624,IM 332,1061,0.3,left,PPT,PPT,WT,mPFF,M,pSyn,1061,None,64722.27962,4.811053805
625,IM 335,1061,0.3,left,PPT,PPT,WT,mPFF,F,pSyn,1061,None,46486.38402,4.667325766
626,IM 342,1061,0.3,left,PPT,PPT,WT,mPFF,F,pSyn,1061,None,225031.2336,5.352242801
627,IM 332,1077,0.3,left,PR,PR,WT,mPFF,M,pSyn,1077,None,43618.82138,4.639673927
628,IM 335,1077,0.3,left,PR,PR,WT,mPFF,F,pSyn,1077,None,45908.11579,4.661889468
629,IM 339,1077,0.3,left,PR,PR,WT,mPFF,M,pSyn,1077,None,46250.69651,4.665118277
630,IM 342,1077,0.3,left,PR,PR,WT,mPFF,F,pSyn,1077,None,44884.90463,4.652100307
631,IM 332,50,0.3,left,PRC,PRC,WT,mPFF,M,pSyn,50,None,135138.5133,5.130779137
632,IM 335,50,0.3,left,PRC,PRC,WT,mPFF,F,pSyn,50,None,69218.23762,4.840220537
633,IM 339,50,0.3,left,PRC,PRC,WT,mPFF,M,pSyn,50,None,177923.0648,5.250232251
634,IM 342,50,0.3,left,PRC,PRC,WT,mPFF,F,pSyn,50,None,115441.5438,5.062362126
635,IM 332,1084,0.3,left,PRE,PRE,WT,mPFF,M,pSyn,1084,None,349692.5557,5.543686387
636,IM 335,1084,0.3,left,PRE,PRE,WT,mPFF,F,pSyn,1084,None,259403.8963,5.413976495
637,IM 339,1084,0.3,left,PRE,PRE,WT,mPFF,M,pSyn,1084,None,247626.9795,5.39379796
638,IM 342,1084,0.3,left,PRE,PRE,WT,mPFF,F,pSyn,1084,None,292807.6871,5.466582474
639,IM 332,146,0.3,left,PRNr,PRNr,WT,mPFF,M,pSyn,146,None,847746.6432,5.928266079
640,IM 335,146,0.3,left,PRNr,PRNr,WT,mPFF,F,pSyn,146,None,921370.9558,5.964434518
641,IM 339,146,0.3,left,PRNr,PRNr,WT,mPFF,M,pSyn,146,None,1037145.872,6.015839843
642,IM 342,146,0.3,left,PRNr,PRNr,WT,mPFF,F,pSyn,146,None,1114640.837,6.04713495
643,IM 332,484682470,0.3,left,ProS,ProS,WT,mPFF,M,pSyn,484682470,None,111119.0894,5.045788674
644,IM 335,484682470,0.3,left,ProS,ProS,WT,mPFF,F,pSyn,484682470,None,92693.02851,4.967047072
645,IM 339,484682470,0.3,left,ProS,ProS,WT,mPFF,M,pSyn,484682470,None,99708.78012,4.998733403
646,IM 342,484682470,0.3,left,ProS,ProS,WT,mPFF,F,pSyn,484682470,None,55856.8977,4.747076811
647,IM 332,364,0.3,left,PSTN,PSTN,WT,mPFF,M,pSyn,364,None,104679.0699,5.019859855
648,IM 335,364,0.3,left,PSTN,PSTN,WT,mPFF,F,pSyn,364,None,100406.8281,5.001763248
649,IM 339,364,0.3,left,PSTN,PSTN,WT,mPFF,M,pSyn,364,None,129289.2447,5.111562398
650,IM 342,364,0.3,left,PSTN,PSTN,WT,mPFF,F,pSyn,364,None,115326.6735,5.061929766
651,IM 332,126,0.3,left,PVR,PVp,WT,mPFF,M,pSyn,126,None,96573.05125,4.984855953
652,IM 342,126,0.3,left,PVR,PVp,WT,mPFF,F,pSyn,126,None,107212.6437,5.030246005
653,IM 332,149,0.3,left,PVT,PVT,WT,mPFF,M,pSyn,149,None,51236.16322,4.709576601
654,IM 335,149,0.3,left,PVT,PVT,WT,mPFF,F,pSyn,149,None,63353.39732,4.801769909
655,IM 339,149,0.3,left,PVT,PVT,WT,mPFF,M,pSyn,149,None,46807.26221,4.67031324
656,IM 342,149,0.3,left,PVT,PVT,WT,mPFF,F,pSyn,149,None,41923.5127,4.622457664
657,IM 332,118,0.3,left,PVZ,PVi,WT,mPFF,M,pSyn,118,None,43366.38436,4.637153215
658,IM 335,118,0.3,left,PVZ,PVi,WT,mPFF,F,pSyn,118,None,51772.09019,4.714095699
659,IM 339,118,0.3,left,PVZ,PVi,WT,mPFF,M,pSyn,118,None,44649.41215,4.649815745
660,IM 342,118,0.3,left,PVZ,PVi,WT,mPFF,F,pSyn,118,None,44568.96149,4.649032515
661,IM 332,181,0.3,left,RE,RE,WT,mPFF,M,pSyn,181,None,44552.4008,4.648871112
662,IM 335,181,0.3,left,RE,RE,WT,mPFF,F,pSyn,181,None,60597.54886,4.782455058
663,IM 339,181,0.3,left,RE,RE,WT,mPFF,M,pSyn,181,None,58184.46544,4.764807049
664,IM 342,181,0.3,left,RE,RE,WT,mPFF,F,pSyn,181,None,76224.87117,4.882096699
665,IM 332,189,0.3,left,RH,RH,WT,mPFF,M,pSyn,189,None,27974.77805,4.44676665
666,IM 335,189,0.3,left,RH,RH,WT,mPFF,F,pSyn,189,None,38159.87417,4.581606934
667,IM 339,189,0.3,left,RH,RH,WT,mPFF,M,pSyn,189,None,41304.58676,4.615998282
668,IM 342,189,0.3,left,RH,RH,WT,mPFF,F,pSyn,189,None,35565.83018,4.551032951
669,IM 332,197,0.3,left,RL,RL,WT,mPFF,M,pSyn,197,None,28525.0051,4.455225731
670,IM 335,197,0.3,left,RL,RL,WT,mPFF,F,pSyn,197,None,24923.03248,4.396600884
671,IM 339,197,0.3,left,RL,RL,WT,mPFF,M,pSyn,197,None,9256.084493,3.966427311
672,IM 342,197,0.3,left,RL,RL,WT,mPFF,F,pSyn,197,None,27314.08256,4.436386618
673,IM 332,214,0.3,left,RN,RN,WT,mPFF,M,pSyn,214,None,176300.7143,5.246254072
674,IM 335,214,0.3,left,RN,RN,WT,mPFF,F,pSyn,214,None,74920.66634,4.874601631
675,IM 339,214,0.3,left,RN,RN,WT,mPFF,M,pSyn,214,None,106493.4726,5.027322989
676,IM 342,214,0.3,left,RN,RN,WT,mPFF,F,pSyn,214,None,110731.7801,5.044272282
677,IM 332,"c(671, 965, 774, 906, 279)",0.3,left,RSPagl,"c(""RSPagl1"", ""RSPagl2/3"", ""RSPagl5"", ""RSPagl6a"", ""RSPagl6b"")",WT,mPFF,M,pSyn,"c(671, 965, 774, 906, 279)",None,40193.57605,4.604156647
678,IM 335,"c(671, 965, 774, 906, 279)",0.3,left,RSPagl,"c(""RSPagl1"", ""RSPagl2/3"", ""RSPagl5"", ""RSPagl6a"", ""RSPagl6b"")",WT,mPFF,F,pSyn,"c(671, 965, 774, 906, 279)",None,36010.49436,4.556429084
