,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
777,IM 67,611,3,left,hbc,hbc,WT,mPFF,F,pSyn,611,WT5,12055.36547,4.081180381
778,IM 69,611,3,left,hbc,hbc,WT,mPFF,M,pSyn,611,WT5,14569.09526,4.163432583
779,IM 71,611,3,left,hbc,hbc,WT,mPFF,M,pSyn,611,WT5,31021.54084,4.491663365
780,IM 72,611,3,left,hbc,hbc,WT,mPFF,M,pSyn,611,WT5,51955.28837,4.71562976
781,IM 98,611,3,left,hbc,hbc,WT,None,M,pSyn,611,WT6,6132.973368,3.787671079
782,IM 99,611,3,left,hbc,hbc,WT,None,M,pSyn,611,WT6,17457.63884,4.241985505
783,IM 100,1089,3,left,HPF,HPF,WT,None,M,pSyn,1089,WT6,170036.4071,5.23054192
784,IM 101,1089,3,left,HPF,HPF,WT,None,F,pSyn,1089,WT6,107663.2573,5.032067515
785,IM 102,1089,3,left,HPF,HPF,WT,None,F,pSyn,1089,WT6,82612.78646,4.917047271
786,IM 103,1089,3,left,HPF,HPF,WT,None,F,pSyn,1089,WT6,19374.16226,4.287222933
787,IM 104,1089,3,left,HPF,HPF,WT,None,F,pSyn,1089,WT6,90417.44862,4.956252248
788,IM 66,1089,3,left,HPF,HPF,WT,mPFF,F,pSyn,1089,WT5,51101.73549,4.70843565
789,IM 67,1089,3,left,HPF,HPF,WT,mPFF,F,pSyn,1089,WT5,11081.87744,4.044613343
790,IM 69,1089,3,left,HPF,HPF,WT,mPFF,M,pSyn,1089,WT5,22179.76282,4.345956898
791,IM 71,1089,3,left,HPF,HPF,WT,mPFF,M,pSyn,1089,WT5,18518.55074,4.267606996
792,IM 72,1089,3,left,HPF,HPF,WT,mPFF,M,pSyn,1089,WT5,98984.70171,4.995568079
793,IM 98,1089,3,left,HPF,HPF,WT,None,M,pSyn,1089,WT6,128023.0132,5.107288045
794,IM 99,1089,3,left,HPF,HPF,WT,None,M,pSyn,1089,WT6,76562.20892,4.884014455
795,IM 100,1097,3,left,HY,HY,WT,None,M,pSyn,1097,WT6,266157.6056,5.425138881
796,IM 101,1097,3,left,HY,HY,WT,None,F,pSyn,1097,WT6,190043.3727,5.278852729
797,IM 102,1097,3,left,HY,HY,WT,None,F,pSyn,1097,WT6,273194.6206,5.436472143
798,IM 103,1097,3,left,HY,HY,WT,None,F,pSyn,1097,WT6,408157.5519,5.610827836
799,IM 104,1097,3,left,HY,HY,WT,None,F,pSyn,1097,WT6,227892.7558,5.35773052
800,IM 66,1097,3,left,HY,HY,WT,mPFF,F,pSyn,1097,WT5,201088.2277,5.303386647
801,IM 67,1097,3,left,HY,HY,WT,mPFF,F,pSyn,1097,WT5,273892.9179,5.437580803
802,IM 69,1097,3,left,HY,HY,WT,mPFF,M,pSyn,1097,WT5,173382.9099,5.239006287
803,IM 71,1097,3,left,HY,HY,WT,mPFF,M,pSyn,1097,WT5,288189.6139,5.459678325
804,IM 72,1097,3,left,HY,HY,WT,mPFF,M,pSyn,1097,WT5,180563.9538,5.256631056
805,IM 98,1097,3,left,HY,HY,WT,None,M,pSyn,1097,WT6,272425.4024,5.435247601
806,IM 99,1097,3,left,HY,HY,WT,None,M,pSyn,1097,WT6,254589.4102,5.405840335
807,IM 100,1105,3,left,IA,IA,WT,None,M,pSyn,1105,WT6,55695.40398,4.745819358
808,IM 101,1105,3,left,IA,IA,WT,None,F,pSyn,1105,WT6,66320.60956,4.821648509
809,IM 102,1105,3,left,IA,IA,WT,None,F,pSyn,1105,WT6,37028.19238,4.568532512
810,IM 104,1105,3,left,IA,IA,WT,None,F,pSyn,1105,WT6,55450.46032,4.743905156
811,IM 66,1105,3,left,IA,IA,WT,mPFF,F,pSyn,1105,WT5,39455.17067,4.596103926
812,IM 67,1105,3,left,IA,IA,WT,mPFF,F,pSyn,1105,WT5,68878.61939,4.838084434
813,IM 69,1105,3,left,IA,IA,WT,mPFF,M,pSyn,1105,WT5,66748.08471,4.824438809
814,IM 71,1105,3,left,IA,IA,WT,mPFF,M,pSyn,1105,WT5,54586.16051,4.737082548
815,IM 72,1105,3,left,IA,IA,WT,mPFF,M,pSyn,1105,WT5,66348.96635,4.821834161
816,IM 98,1105,3,left,IA,IA,WT,None,M,pSyn,1105,WT6,22833.73813,4.358577016
817,IM 99,1105,3,left,IA,IA,WT,None,M,pSyn,1105,WT6,34050.4429,4.532122765
818,IM 100,828,3,left,IC,ICe,WT,None,M,pSyn,828,WT6,259380.4943,5.413937313
819,IM 101,"c(820, 828)",3,left,IC,"c(""ICd"", ""ICe"")",WT,None,F,pSyn,"c(820, 828)",WT6,167182.0465,5.223189637
820,IM 102,828,3,left,IC,ICe,WT,None,F,pSyn,828,WT6,169852.4508,5.230071818
821,IM 103,"c(811, 820, 828)",3,left,IC,"c(""ICc"", ""ICd"", ""ICe"")",WT,None,F,pSyn,"c(811, 820, 828)",WT6,161915.88,5.209289445
822,IM 104,828,3,left,IC,ICe,WT,None,F,pSyn,828,WT6,174521.3555,5.241848578
823,IM 66,"c(820, 828)",3,left,IC,"c(""ICd"", ""ICe"")",WT,mPFF,F,pSyn,"c(820, 828)",WT5,207249.8921,5.316494313
824,IM 67,"c(820, 828)",3,left,IC,"c(""ICd"", ""ICe"")",WT,mPFF,F,pSyn,"c(820, 828)",WT5,196714.4056,5.293836165
825,IM 69,"c(820, 828)",3,left,IC,"c(""ICd"", ""ICe"")",WT,mPFF,M,pSyn,"c(820, 828)",WT5,210664.2486,5.323590839
826,IM 71,"c(820, 828)",3,left,IC,"c(""ICd"", ""ICe"")",WT,mPFF,M,pSyn,"c(820, 828)",WT5,269251.4062,5.43015798
827,IM 72,828,3,left,IC,ICe,WT,mPFF,M,pSyn,828,WT5,193604.6765,5.286915844
828,IM 98,828,3,left,IC,ICe,WT,None,M,pSyn,828,WT6,261749.2089,5.417885378
829,IM 99,828,3,left,IC,ICe,WT,None,M,pSyn,828,WT6,273870.46,5.437545191
830,IM 100,12,3,left,IF,IF,WT,None,M,pSyn,12,WT6,783.418492,2.893993824
831,IM 102,12,3,left,IF,IF,WT,None,F,pSyn,12,WT6,14411.5546,4.158710832
832,IM 103,12,3,left,IF,IF,WT,None,F,pSyn,12,WT6,44552.39322,4.648871038
833,IM 66,12,3,left,IF,IF,WT,mPFF,F,pSyn,12,WT5,26797.47247,4.428093834
834,IM 67,12,3,left,IF,IF,WT,mPFF,F,pSyn,12,WT5,23307.95691,4.367504207
835,IM 69,12,3,left,IF,IF,WT,mPFF,M,pSyn,12,WT5,14161.22684,4.15110088
836,IM 71,12,3,left,IF,IF,WT,mPFF,M,pSyn,12,WT5,23914.01389,4.378652477
837,IM 72,12,3,left,IF,IF,WT,mPFF,M,pSyn,12,WT5,23197.4081,4.365439463
838,IM 98,12,3,left,IF,IF,WT,None,M,pSyn,12,WT6,4794.224768,3.680718392
839,IM 99,12,3,left,IF,IF,WT,None,M,pSyn,12,WT6,14315.49553,4.155806386
840,IM 101,19,3,left,IG,IG,WT,None,F,pSyn,19,WT6,15612.48277,4.193471972
841,IM 102,19,3,left,IG,IG,WT,None,F,pSyn,19,WT6,31482.28378,4.498066229
842,IM 103,19,3,left,IG,IG,WT,None,F,pSyn,19,WT6,31239.91861,4.494709894
843,IM 66,19,3,left,IG,IG,WT,mPFF,F,pSyn,19,WT5,25015.0103,4.398200686
844,IM 67,19,3,left,IG,IG,WT,mPFF,F,pSyn,19,WT5,13879.93304,4.142387371
845,IM 69,19,3,left,IG,IG,WT,mPFF,M,pSyn,19,WT5,20566.97687,4.31317046
846,IM 71,19,3,left,IG,IG,WT,mPFF,M,pSyn,19,WT5,12371.16319,4.092410536
847,IM 72,19,3,left,IG,IG,WT,mPFF,M,pSyn,19,WT5,16269.90391,4.211384988
848,IM 98,19,3,left,IG,IG,WT,None,M,pSyn,19,WT6,27147.1702,4.433724566
849,IM 99,19,3,left,IG,IG,WT,None,M,pSyn,19,WT6,42079.73286,4.624072974
850,IM 101,27,3,left,IGL,IGL,WT,None,F,pSyn,27,WT6,6406.516802,3.80662197
851,IM 103,27,3,left,IGL,IGL,WT,None,F,pSyn,27,WT6,22298.89843,4.34828341
852,IM 104,27,3,left,IGL,IGL,WT,None,F,pSyn,27,WT6,18989.35899,4.278510305
853,IM 71,27,3,left,IGL,IGL,WT,mPFF,M,pSyn,27,WT5,24688.62105,4.392496834
854,IM 72,27,3,left,IGL,IGL,WT,mPFF,M,pSyn,27,WT5,29145.64957,4.464573739
855,IM 101,848,3,left,IIn,IIn,WT,None,F,pSyn,848,WT6,52267.87711,4.718234861
856,IM 66,848,3,left,IIn,IIn,WT,mPFF,F,pSyn,848,WT5,34663.65713,4.53987438
857,IM 71,848,3,left,IIn,IIn,WT,mPFF,M,pSyn,848,WT5,13967.44232,4.145116887
858,IM 100,"c(707, 556, 827, 1054, 1081)",3,left,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA5"", ""ILA6a"", ""ILA6b"")",WT,None,M,pSyn,"c(707, 556, 827, 1054, 1081)",WT6,53032.4783,4.724541923
859,IM 101,"c(707, 556, 827)",3,left,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA5"")",WT,None,F,pSyn,"c(707, 556, 827)",WT6,45082.20695,4.654005168
860,IM 102,"c(707, 556, 827, 1054)",3,left,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA5"", ""ILA6a"")",WT,None,F,pSyn,"c(707, 556, 827, 1054)",WT6,88575.21198,4.9473122
861,IM 103,"c(707, 556, 827)",3,left,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA5"")",WT,None,F,pSyn,"c(707, 556, 827)",WT6,7652.489642,3.883802751
862,IM 104,"c(707, 556, 827, 1054, 1081)",3,left,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA5"", ""ILA6a"", ""ILA6b"")",WT,None,F,pSyn,"c(707, 556, 827, 1054, 1081)",WT6,38527.43991,4.585770152
863,IM 66,"c(707, 556, 827)",3,left,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA5"")",WT,mPFF,F,pSyn,"c(707, 556, 827)",WT5,37128.02433,4.56970184
864,IM 67,"c(707, 556, 827)",3,left,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA5"")",WT,mPFF,F,pSyn,"c(707, 556, 827)",WT5,39499.03015,4.596586432
865,IM 69,"c(707, 556, 827)",3,left,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA5"")",WT,mPFF,M,pSyn,"c(707, 556, 827)",WT5,53295.88919,4.726693712
866,IM 98,"c(707, 556, 827, 1054)",3,left,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA5"", ""ILA6a"")",WT,None,M,pSyn,"c(707, 556, 827, 1054)",WT6,95746.40751,4.981122488
867,IM 99,"c(707, 556, 827, 1054)",3,left,ILA,"c(""ILA1"", ""ILA2/3"", ""ILA5"", ""ILA6a"")",WT,None,M,pSyn,"c(707, 556, 827, 1054)",WT6,71820.10112,4.856246012
868,IM 100,59,3,left,IMD,IMD,WT,None,M,pSyn,59,WT6,26095.04942,4.416558124
869,IM 101,59,3,left,IMD,IMD,WT,None,F,pSyn,59,WT6,79119.44667,4.898283241
870,IM 102,59,3,left,IMD,IMD,WT,None,F,pSyn,59,WT6,44682.31924,4.650135707
871,IM 103,59,3,left,IMD,IMD,WT,None,F,pSyn,59,WT6,56972.34703,4.755664111
872,IM 104,59,3,left,IMD,IMD,WT,None,F,pSyn,59,WT6,74050.15026,4.869525944
873,IM 66,59,3,left,IMD,IMD,WT,mPFF,F,pSyn,59,WT5,58603.35568,4.767922485
874,IM 67,59,3,left,IMD,IMD,WT,mPFF,F,pSyn,59,WT5,88668.78258,4.947770746
875,IM 69,59,3,left,IMD,IMD,WT,mPFF,M,pSyn,59,WT5,66337.03625,4.821756065
876,IM 71,59,3,left,IMD,IMD,WT,mPFF,M,pSyn,59,WT5,59164.21807,4.772059129
877,IM 72,59,3,left,IMD,IMD,WT,mPFF,M,pSyn,59,WT5,57698.18482,4.761162151
878,IM 98,59,3,left,IMD,IMD,WT,None,M,pSyn,59,WT6,85870.06601,4.933841797
879,IM 99,59,3,left,IMD,IMD,WT,None,M,pSyn,59,WT6,75951.45532,4.8805361
880,IM 100,900,3,left,In,aco,WT,None,M,pSyn,900,WT6,63765.56057,4.804586182
881,IM 101,900,3,left,In,aco,WT,None,F,pSyn,900,WT6,88906.58294,4.948933919
882,IM 102,900,3,left,In,aco,WT,None,F,pSyn,900,WT6,63673.95789,4.803961846
883,IM 103,900,3,left,In,aco,WT,None,F,pSyn,900,WT6,54221.98794,4.734175436
884,IM 104,900,3,left,In,aco,WT,None,F,pSyn,900,WT6,51194.69439,4.709224955
885,IM 66,900,3,left,In,aco,WT,mPFF,F,pSyn,900,WT5,63900.42867,4.805503772
886,IM 67,900,3,left,In,aco,WT,mPFF,F,pSyn,900,WT5,78678.96039,4.895858613
887,IM 69,900,3,left,In,aco,WT,mPFF,M,pSyn,900,WT5,80598.95349,4.906329403
888,IM 71,900,3,left,In,aco,WT,mPFF,M,pSyn,900,WT5,85208.54481,4.930483149
889,IM 72,900,3,left,In,aco,WT,mPFF,M,pSyn,900,WT5,87032.01788,4.939679053
890,IM 98,900,3,left,In,aco,WT,None,M,pSyn,900,WT6,67293.90147,4.827975708
891,IM 99,900,3,left,In,aco,WT,None,M,pSyn,900,WT6,63019.10923,4.79947226
892,IM 100,67,3,left,INC,INC,WT,None,M,pSyn,67,WT6,40346.05235,4.605801048
893,IM 101,67,3,left,INC,INC,WT,None,F,pSyn,67,WT6,18559.987,4.268577668
894,IM 102,67,3,left,INC,INC,WT,None,F,pSyn,67,WT6,48638.99677,4.686984609
895,IM 103,67,3,left,INC,INC,WT,None,F,pSyn,67,WT6,49007.63254,4.690263723
896,IM 66,67,3,left,INC,INC,WT,mPFF,F,pSyn,67,WT5,64221.52884,4.80768064
897,IM 67,67,3,left,INC,INC,WT,mPFF,F,pSyn,67,WT5,51098.21323,4.708405714
898,IM 69,67,3,left,INC,INC,WT,mPFF,M,pSyn,67,WT5,62583.48635,4.796459753
899,IM 71,67,3,left,INC,INC,WT,mPFF,M,pSyn,67,WT5,62832.89923,4.798187099
900,IM 72,67,3,left,INC,INC,WT,mPFF,M,pSyn,67,WT5,42893.32064,4.632389669
901,IM 98,67,3,left,INC,INC,WT,None,M,pSyn,67,WT6,36610.44368,4.563604992
902,IM 99,67,3,left,INC,INC,WT,None,M,pSyn,67,WT6,55025.18595,4.740561519
903,IM 100,6,3,left,int,int,WT,None,M,pSyn,6,WT6,368446.5186,5.566374457
904,IM 101,6,3,left,int,int,WT,None,F,pSyn,6,WT6,366637.3307,5.564236682
905,IM 102,6,3,left,int,int,WT,None,F,pSyn,6,WT6,444837.5952,5.648201484
906,IM 103,6,3,left,int,int,WT,None,F,pSyn,6,WT6,385487.7552,5.586010587
907,IM 104,6,3,left,int,int,WT,None,F,pSyn,6,WT6,318658.1061,5.503324971
908,IM 66,6,3,left,int,int,WT,mPFF,F,pSyn,6,WT5,392465.2937,5.593801257
909,IM 67,6,3,left,int,int,WT,mPFF,F,pSyn,6,WT5,377840.6253,5.577308651
910,IM 69,6,3,left,int,int,WT,mPFF,M,pSyn,6,WT5,487583.383,5.688048896
911,IM 71,6,3,left,int,int,WT,mPFF,M,pSyn,6,WT5,396843.8763,5.598619683
912,IM 72,6,3,left,int,int,WT,mPFF,M,pSyn,6,WT5,371438.1828,5.569886546
913,IM 98,6,3,left,int,int,WT,None,M,pSyn,6,WT6,327545.1295,5.515271146
914,IM 99,6,3,left,int,int,WT,None,M,pSyn,6,WT6,365812.7428,5.56325883
915,IM 101,563807439,3,left,IntG,IntG,WT,None,F,pSyn,563807439,WT6,17753.03105,4.249272513
916,IM 104,563807439,3,left,IntG,IntG,WT,None,F,pSyn,563807439,WT6,16705.85386,4.222868678
917,IM 67,"c(607344834, 607344858, 607344862)",3,left,IPN,"c(""IPR"", ""IPDL"", ""IPRL"")",WT,mPFF,F,pSyn,"c(607344834, 607344858, 607344862)",WT5,28238.48626,4.450841413
918,IM 71,"c(607344834, 607344862)",3,left,IPN,"c(""IPR"", ""IPRL"")",WT,mPFF,M,pSyn,"c(607344834, 607344862)",WT5,11253.65359,4.051293543
919,IM 100,115,3,left,IV,IV,WT,None,M,pSyn,115,WT6,21479.94718,4.332033209
920,IM 66,115,3,left,IV,IV,WT,mPFF,F,pSyn,115,WT5,14278.17629,4.15467274
921,IM 99,115,3,left,IV,IV,WT,None,M,pSyn,115,WT6,17499.70991,4.24303085
922,IM 103,911,3,left,IVn,IVn,WT,None,F,pSyn,911,WT6,3463.441284,3.539507831
923,IM 71,911,3,left,IVn,IVn,WT,mPFF,M,pSyn,911,WT5,2485.397596,3.395395876
924,IM 100,131,3,left,LA,LA,WT,None,M,pSyn,131,WT6,47126.88029,4.673268691
925,IM 101,131,3,left,LA,LA,WT,None,F,pSyn,131,WT6,164705.699,5.216708627
926,IM 102,131,3,left,LA,LA,WT,None,F,pSyn,131,WT6,164758.3115,5.216847333
927,IM 103,131,3,left,LA,LA,WT,None,F,pSyn,131,WT6,168416.2614,5.226384022
928,IM 104,131,3,left,LA,LA,WT,None,F,pSyn,131,WT6,148803.2391,5.172612385
929,IM 66,131,3,left,LA,LA,WT,mPFF,F,pSyn,131,WT5,208617.2487,5.319350214
930,IM 67,131,3,left,LA,LA,WT,mPFF,F,pSyn,131,WT5,194829.4814,5.289654675
931,IM 69,131,3,left,LA,LA,WT,mPFF,M,pSyn,131,WT5,162036.3542,5.209612463
932,IM 71,131,3,left,LA,LA,WT,mPFF,M,pSyn,131,WT5,178228.967,5.25097829
933,IM 72,131,3,left,LA,LA,WT,mPFF,M,pSyn,131,WT5,177448.7885,5.249073039
934,IM 98,131,3,left,LA,LA,WT,None,M,pSyn,131,WT6,149621.2358,5.174993237
935,IM 99,131,3,left,LA,LA,WT,None,M,pSyn,131,WT6,149626.9676,5.175009874
936,IM 100,155,3,left,LD,LD,WT,None,M,pSyn,155,WT6,418689.2257,5.621891785
937,IM 101,155,3,left,LD,LD,WT,None,F,pSyn,155,WT6,490986.9916,5.691069986
938,IM 102,155,3,left,LD,LD,WT,None,F,pSyn,155,WT6,464274.3457,5.666774687
939,IM 103,155,3,left,LD,LD,WT,None,F,pSyn,155,WT6,480314.3125,5.681525528
940,IM 104,155,3,left,LD,LD,WT,None,F,pSyn,155,WT6,562284.5168,5.749956125
941,IM 66,155,3,left,LD,LD,WT,mPFF,F,pSyn,155,WT5,465410.9027,5.667836553
942,IM 67,155,3,left,LD,LD,WT,mPFF,F,pSyn,155,WT5,594628.4237,5.774245665
943,IM 69,155,3,left,LD,LD,WT,mPFF,M,pSyn,155,WT5,497417.3446,5.696720925
944,IM 71,155,3,left,LD,LD,WT,mPFF,M,pSyn,155,WT5,633590.3912,5.801808582
945,IM 72,155,3,left,LD,LD,WT,mPFF,M,pSyn,155,WT5,540995.4801,5.733193637
946,IM 98,155,3,left,LD,LD,WT,None,M,pSyn,155,WT6,450151.1302,5.653358345
947,IM 99,155,3,left,LD,LD,WT,None,M,pSyn,155,WT6,445797.9251,5.649138043
948,IM 101,"c(496345664, 496345668, 496345672)",3,left,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,None,F,pSyn,"c(496345664, 496345668, 496345672)",WT6,60419.1895,4.781174895
949,IM 102,"c(496345668, 496345664, 496345672)",3,left,LGd,"c(""LGd-co"", ""LGd-sh"", ""LGd-ip"")",WT,None,F,pSyn,"c(496345668, 496345664, 496345672)",WT6,50585.50836,4.704026119
950,IM 103,"c(496345668, 496345664, 496345672)",3,left,LGd,"c(""LGd-co"", ""LGd-sh"", ""LGd-ip"")",WT,None,F,pSyn,"c(496345668, 496345664, 496345672)",WT6,56000.13206,4.748189051
951,IM 104,"c(496345664, 496345668, 496345672)",3,left,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,None,F,pSyn,"c(496345664, 496345668, 496345672)",WT6,71650.47776,4.855219091
952,IM 66,"c(496345664, 496345668, 496345672)",3,left,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,mPFF,F,pSyn,"c(496345664, 496345668, 496345672)",WT5,68276.69252,4.834272475
953,IM 67,"c(496345664, 496345668, 496345672)",3,left,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,mPFF,F,pSyn,"c(496345664, 496345668, 496345672)",WT5,89150.17182,4.950122185
954,IM 69,"c(496345664, 496345668, 496345672)",3,left,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,mPFF,M,pSyn,"c(496345664, 496345668, 496345672)",WT5,75935.89043,4.88044709
955,IM 71,"c(496345664, 496345668, 496345672)",3,left,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,mPFF,M,pSyn,"c(496345664, 496345668, 496345672)",WT5,91640.81372,4.962088937
956,IM 72,"c(496345664, 496345668, 496345672)",3,left,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,mPFF,M,pSyn,"c(496345664, 496345668, 496345672)",WT5,88000.14967,4.944483411
957,IM 98,"c(496345664, 496345668, 496345672)",3,left,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,None,M,pSyn,"c(496345664, 496345668, 496345672)",WT6,78220.1901,4.893318867
958,IM 99,"c(496345664, 496345668, 496345672)",3,left,LGd,"c(""LGd-sh"", ""LGd-co"", ""LGd-ip"")",WT,None,M,pSyn,"c(496345664, 496345668, 496345672)",WT6,74770.56017,4.873730634
959,IM 101,178,3,left,LGv,LGv,WT,None,F,pSyn,178,WT6,83768.28173,4.923079607
960,IM 102,178,3,left,LGv,LGv,WT,None,F,pSyn,178,WT6,23340.20813,4.368104725
961,IM 103,178,3,left,LGv,LGv,WT,None,F,pSyn,178,WT6,69054.65329,4.839192949
962,IM 104,178,3,left,LGv,LGv,WT,None,F,pSyn,178,WT6,109917.6436,5.04106741
963,IM 66,178,3,left,LGv,LGv,WT,mPFF,F,pSyn,178,WT5,73568.45886,4.866691658
964,IM 67,178,3,left,LGv,LGv,WT,mPFF,F,pSyn,178,WT5,100461.3789,5.001999135
965,IM 69,178,3,left,LGv,LGv,WT,mPFF,M,pSyn,178,WT5,30546.9469,4.48496781
966,IM 71,178,3,left,LGv,LGv,WT,mPFF,M,pSyn,178,WT5,161522.1648,5.208232127
967,IM 72,178,3,left,LGv,LGv,WT,mPFF,M,pSyn,178,WT5,142349.0421,5.153354549
968,IM 98,178,3,left,LGv,LGv,WT,None,M,pSyn,178,WT6,132435.6811,5.12200501
969,IM 99,178,3,left,LGv,LGv,WT,None,M,pSyn,178,WT6,83195.41202,4.920099377
970,IM 100,186,3,left,LH,LH,WT,None,M,pSyn,186,WT6,85685.23689,4.932906002
971,IM 101,186,3,left,LH,LH,WT,None,F,pSyn,186,WT6,79808.64362,4.90204993
972,IM 102,186,3,left,LH,LH,WT,None,F,pSyn,186,WT6,105246.5274,5.022207775
973,IM 103,186,3,left,LH,LH,WT,None,F,pSyn,186,WT6,62119.97494,4.793231272
974,IM 104,186,3,left,LH,LH,WT,None,F,pSyn,186,WT6,77088.83986,4.88699151
975,IM 66,186,3,left,LH,LH,WT,mPFF,F,pSyn,186,WT5,116248.9611,5.06538908
976,IM 67,186,3,left,LH,LH,WT,mPFF,F,pSyn,186,WT5,115090.8028,5.061040619
977,IM 69,186,3,left,LH,LH,WT,mPFF,M,pSyn,186,WT5,107649.3328,5.032011343
978,IM 71,186,3,left,LH,LH,WT,mPFF,M,pSyn,186,WT5,48021.55443,4.681436214
979,IM 72,186,3,left,LH,LH,WT,mPFF,M,pSyn,186,WT5,76539.55345,4.883885924
980,IM 98,186,3,left,LH,LH,WT,None,M,pSyn,186,WT6,96503.84807,4.984544631
981,IM 99,186,3,left,LH,LH,WT,None,M,pSyn,186,WT6,82407.35011,4.915965949
982,IM 100,194,3,left,LHA,LHA,WT,None,M,pSyn,194,WT6,369225.4753,5.567291658
983,IM 101,194,3,left,LHA,LHA,WT,None,F,pSyn,194,WT6,371493.1081,5.569950761
984,IM 102,194,3,left,LHA,LHA,WT,None,F,pSyn,194,WT6,357239.5866,5.552959578
985,IM 103,194,3,left,LHA,LHA,WT,None,F,pSyn,194,WT6,329813.5532,5.518268498
986,IM 104,194,3,left,LHA,LHA,WT,None,F,pSyn,194,WT6,333651.0165,5.523292452
987,IM 66,194,3,left,LHA,LHA,WT,mPFF,F,pSyn,194,WT5,378991.531,5.578629505
988,IM 67,194,3,left,LHA,LHA,WT,mPFF,F,pSyn,194,WT5,382541.8527,5.582678957
989,IM 69,194,3,left,LHA,LHA,WT,mPFF,M,pSyn,194,WT5,423156.2994,5.62650081
990,IM 71,194,3,left,LHA,LHA,WT,mPFF,M,pSyn,194,WT5,353209.4636,5.548032331
991,IM 72,194,3,left,LHA,LHA,WT,mPFF,M,pSyn,194,WT5,388674.4596,5.589586003
992,IM 98,194,3,left,LHA,LHA,WT,None,M,pSyn,194,WT6,314199.9496,5.497206111
993,IM 99,194,3,left,LHA,LHA,WT,None,M,pSyn,194,WT6,348318.1644,5.541976123
994,IM 100,658,3,left,ll,ll,WT,None,M,pSyn,658,WT6,172650.1415,5.237166939
995,IM 101,658,3,left,ll,ll,WT,None,F,pSyn,658,WT6,305629.6788,5.485195525
996,IM 102,658,3,left,ll,ll,WT,None,F,pSyn,658,WT6,145527.9023,5.162946269
997,IM 103,658,3,left,ll,ll,WT,None,F,pSyn,658,WT6,342880.6871,5.535143024
998,IM 104,658,3,left,ll,ll,WT,None,F,pSyn,658,WT6,158810.1873,5.200878358
999,IM 66,658,3,left,ll,ll,WT,mPFF,F,pSyn,658,WT5,178260.8676,5.251056016
1000,IM 67,658,3,left,ll,ll,WT,mPFF,F,pSyn,658,WT5,303918.5526,5.482757212
1001,IM 69,658,3,left,ll,ll,WT,mPFF,M,pSyn,658,WT5,341075.4502,5.532850461
1002,IM 71,658,3,left,ll,ll,WT,mPFF,M,pSyn,658,WT5,357483.0209,5.553255419
1003,IM 72,658,3,left,ll,ll,WT,mPFF,M,pSyn,658,WT5,187616.903,5.273271963
1004,IM 98,658,3,left,ll,ll,WT,None,M,pSyn,658,WT6,197823.6595,5.296278232
1005,IM 99,658,3,left,ll,ll,WT,None,M,pSyn,658,WT6,348681.7199,5.542429179
1006,IM 100,210,3,left,LM,LM,WT,None,M,pSyn,210,WT6,57581.25918,4.760281158
1007,IM 101,210,3,left,LM,LM,WT,None,F,pSyn,210,WT6,50434.74729,4.702729849
1008,IM 102,210,3,left,LM,LM,WT,None,F,pSyn,210,WT6,40082.13623,4.60295086
1009,IM 103,210,3,left,LM,LM,WT,None,F,pSyn,210,WT6,18631.0008,4.270236185
1010,IM 104,210,3,left,LM,LM,WT,None,F,pSyn,210,WT6,28240.84819,4.450877736
1011,IM 66,210,3,left,LM,LM,WT,mPFF,F,pSyn,210,WT5,47588.6149,4.677503065
1012,IM 69,210,3,left,LM,LM,WT,mPFF,M,pSyn,210,WT5,74460.64434,4.87192679
1013,IM 71,210,3,left,LM,LM,WT,mPFF,M,pSyn,210,WT5,45014.61438,4.653353534
1014,IM 72,210,3,left,LM,LM,WT,mPFF,M,pSyn,210,WT5,34577.26868,4.538790685
1015,IM 98,210,3,left,LM,LM,WT,None,M,pSyn,210,WT6,53172.31107,4.725685537
1016,IM 99,210,3,left,LM,LM,WT,None,M,pSyn,210,WT6,43841.20507,4.641882483
1017,IM 100,665,3,left,lotg,lot,WT,None,M,pSyn,665,WT6,73430.32579,4.865875455
1018,IM 101,665,3,left,lotg,lot,WT,None,F,pSyn,665,WT6,80493.31402,4.905759808
