,mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,forRemove,batch,Region Area,Logged Region Area
4739,IM 100,863,3,right,rust,rust,WT,None,M,pSyn,863,WT6,45777.47691,4.660651852
4740,IM 101,863,3,right,rust,rust,WT,None,F,pSyn,863,WT6,42637.87916,4.629795595
4741,IM 102,863,3,right,rust,rust,WT,None,F,pSyn,863,WT6,49068.48578,4.690802656
4742,IM 103,863,3,right,rust,rust,WT,None,F,pSyn,863,WT6,84854.31146,4.928673914
4743,IM 104,863,3,right,rust,rust,WT,None,F,pSyn,863,WT6,39065.60757,4.591794583
4744,IM 66,863,3,right,rust,rust,WT,mPFF,F,pSyn,863,WT5,41002.05767,4.612805652
4745,IM 67,863,3,right,rust,rust,WT,mPFF,F,pSyn,863,WT5,55787.78911,4.746539151
4746,IM 69,863,3,right,rust,rust,WT,mPFF,M,pSyn,863,WT5,50840.95162,4.706213671
4747,IM 71,863,3,right,rust,rust,WT,mPFF,M,pSyn,863,WT5,102223.7852,5.009551958
4748,IM 72,863,3,right,rust,rust,WT,mPFF,M,pSyn,863,WT5,48422.12908,4.685043881
4749,IM 98,863,3,right,rust,rust,WT,None,M,pSyn,863,WT6,36010.33946,4.556427215
4750,IM 99,863,3,right,rust,rust,WT,None,M,pSyn,863,WT6,76050.19686,4.881100343
4751,IM 100,271,3,right,SAG,SAG,WT,None,M,pSyn,271,WT6,88553.15205,4.947204025
4752,IM 101,271,3,right,SAG,SAG,WT,None,F,pSyn,271,WT6,100820.8184,5.003550219
4753,IM 102,271,3,right,SAG,SAG,WT,None,F,pSyn,271,WT6,91007.36251,4.959076528
4754,IM 104,271,3,right,SAG,SAG,WT,None,F,pSyn,271,WT6,89171.49553,4.95022605
4755,IM 66,271,3,right,SAG,SAG,WT,mPFF,F,pSyn,271,WT5,95825.03366,4.981478981
4756,IM 69,271,3,right,SAG,SAG,WT,mPFF,M,pSyn,271,WT5,39631.92292,4.598045145
4757,IM 71,271,3,right,SAG,SAG,WT,mPFF,M,pSyn,271,WT5,96663.49562,4.985262496
4758,IM 72,271,3,right,SAG,SAG,WT,mPFF,M,pSyn,271,WT5,82240.75891,4.915087109
4759,IM 98,271,3,right,SAG,SAG,WT,None,M,pSyn,271,WT6,94249.28352,4.974278057
4760,IM 99,271,3,right,SAG,SAG,WT,None,M,pSyn,271,WT6,66150.17123,4.820530973
4761,IM 100,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,None,M,pSyn,"c(26, 42, 17, 10)",WT6,237349.7334,5.375388748
4762,IM 101,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,None,F,pSyn,"c(26, 42, 17, 10)",WT6,303461.7806,5.482104002
4763,IM 102,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,None,F,pSyn,"c(26, 42, 17, 10)",WT6,209088.2742,5.320329678
4764,IM 103,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,None,F,pSyn,"c(26, 42, 17, 10)",WT6,177234.7208,5.248548806
4765,IM 104,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,None,F,pSyn,"c(26, 42, 17, 10)",WT6,298618.3535,5.475116497
4766,IM 66,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,mPFF,F,pSyn,"c(26, 42, 17, 10)",WT5,282637.7796,5.451230213
4767,IM 67,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,mPFF,F,pSyn,"c(26, 42, 17, 10)",WT5,202959.3074,5.307408972
4768,IM 69,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,mPFF,M,pSyn,"c(26, 42, 17, 10)",WT5,226609.734,5.355278561
4769,IM 71,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,mPFF,M,pSyn,"c(26, 42, 17, 10)",WT5,353188.9949,5.548007163
4770,IM 72,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,mPFF,M,pSyn,"c(26, 42, 17, 10)",WT5,231899.2994,5.365299437
4771,IM 98,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,None,M,pSyn,"c(26, 42, 17, 10)",WT6,222086.2587,5.346521688
4772,IM 99,"c(26, 42, 17, 10)",3,right,SCm,"c(""SCdg"", ""SCdw"", ""SCiw"", ""SCig"")",WT,None,M,pSyn,"c(26, 42, 17, 10)",WT6,274054.0006,5.437836146
4773,IM 100,599626923,3,right,SCO,SCO,WT,None,M,pSyn,599626923,WT6,2741.964723,3.438061865
4774,IM 102,599626923,3,right,SCO,SCO,WT,None,F,pSyn,599626923,WT6,1336.867662,3.126088421
4775,IM 104,599626923,3,right,SCO,SCO,WT,None,F,pSyn,599626923,WT6,2386.550551,3.37777064
4776,IM 66,599626923,3,right,SCO,SCO,WT,mPFF,F,pSyn,599626923,WT5,2730.346295,3.436217735
4777,IM 69,599626923,3,right,SCO,SCO,WT,mPFF,M,pSyn,599626923,WT5,5163.988753,3.712985289
4778,IM 71,599626923,3,right,SCO,SCO,WT,mPFF,M,pSyn,599626923,WT5,5365.892944,3.729642005
4779,IM 72,599626923,3,right,SCO,SCO,WT,mPFF,M,pSyn,599626923,WT5,3832.17892,3.583445779
4780,IM 98,599626923,3,right,SCO,SCO,WT,None,M,pSyn,599626923,WT6,3922.547538,3.593568217
4781,IM 99,599626923,3,right,SCO,SCO,WT,None,M,pSyn,599626923,WT6,4026.233119,3.604898918
4782,IM 100,326,3,right,scp,scp,WT,None,M,pSyn,326,WT6,12757.6575,4.105770939
4783,IM 101,326,3,right,scp,scp,WT,None,F,pSyn,326,WT6,23983.80703,4.379918121
4784,IM 102,326,3,right,scp,scp,WT,None,F,pSyn,326,WT6,15517.38439,4.190818519
4785,IM 103,326,3,right,scp,scp,WT,None,F,pSyn,326,WT6,90482.40355,4.956564129
4786,IM 104,326,3,right,scp,scp,WT,None,F,pSyn,326,WT6,13163.41125,4.11936845
4787,IM 66,326,3,right,scp,scp,WT,mPFF,F,pSyn,326,WT5,23956.25841,4.379418989
4788,IM 67,326,3,right,scp,scp,WT,mPFF,F,pSyn,326,WT5,84930.66402,4.92906452
4789,IM 69,326,3,right,scp,scp,WT,mPFF,M,pSyn,326,WT5,73659.33148,4.867227773
4790,IM 72,326,3,right,scp,scp,WT,mPFF,M,pSyn,326,WT5,49575.03691,4.695263046
4791,IM 98,326,3,right,scp,scp,WT,None,M,pSyn,326,WT6,25340.60925,4.403817052
4792,IM 99,326,3,right,scp,scp,WT,None,M,pSyn,326,WT6,69300.17939,4.840734359
4793,IM 100,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,None,M,pSyn,"c(851, 842, 834)",WT6,125467.3122,5.098530594
4794,IM 101,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,None,F,pSyn,"c(851, 842, 834)",WT6,157967.4204,5.198567526
4795,IM 102,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,None,F,pSyn,"c(851, 842, 834)",WT6,111462.9807,5.047130652
4796,IM 103,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,None,F,pSyn,"c(851, 842, 834)",WT6,89374.1525,4.951211937
4797,IM 104,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,None,F,pSyn,"c(851, 842, 834)",WT6,167161.1686,5.223135399
4798,IM 66,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,mPFF,F,pSyn,"c(851, 842, 834)",WT5,134677.1707,5.129293984
4799,IM 67,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,mPFF,F,pSyn,"c(851, 842, 834)",WT5,108800.0663,5.03662916
4800,IM 69,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,mPFF,M,pSyn,"c(851, 842, 834)",WT5,118365.0133,5.073223351
4801,IM 71,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,mPFF,M,pSyn,"c(851, 842, 834)",WT5,203088.0989,5.307684474
4802,IM 72,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,mPFF,M,pSyn,"c(851, 842, 834)",WT5,114155.0321,5.05749506
4803,IM 98,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,None,M,pSyn,"c(851, 842, 834)",WT6,124270.9243,5.094369529
4804,IM 99,"c(851, 842, 834)",3,right,SCs,"c(""SCop"", ""SCsg"", ""SCzo"")",WT,None,M,pSyn,"c(851, 842, 834)",WT6,161987.0567,5.209480314
4805,IM 103,866,3,right,sctv,sctv,WT,None,F,pSyn,866,WT6,47189.3875,4.67384434
4806,IM 67,866,3,right,sctv,sctv,WT,mPFF,F,pSyn,866,WT5,42881.65879,4.632271577
4807,IM 69,866,3,right,sctv,sctv,WT,mPFF,M,pSyn,866,WT5,72458.36412,4.860088525
4808,IM 99,866,3,right,sctv,sctv,WT,None,M,pSyn,866,WT6,91350.23646,4.960709676
4809,IM 100,484682512,3,right,scwm,scwm,WT,None,M,pSyn,484682512,WT6,47392.35977,4.675708334
4810,IM 101,484682512,3,right,scwm,scwm,WT,None,F,pSyn,484682512,WT6,59565.67797,4.774996089
4811,IM 102,484682512,3,right,scwm,scwm,WT,None,F,pSyn,484682512,WT6,48153.48012,4.68262768
4812,IM 103,484682512,3,right,scwm,scwm,WT,None,F,pSyn,484682512,WT6,53473.65022,4.728139831
4813,IM 104,484682512,3,right,scwm,scwm,WT,None,F,pSyn,484682512,WT6,51710.59629,4.713579546
4814,IM 66,484682512,3,right,scwm,scwm,WT,mPFF,F,pSyn,484682512,WT5,62972.56948,4.799151414
4815,IM 67,484682512,3,right,scwm,scwm,WT,mPFF,F,pSyn,484682512,WT5,65120.76708,4.813719508
4816,IM 69,484682512,3,right,scwm,scwm,WT,mPFF,M,pSyn,484682512,WT5,65206.50934,4.814290952
4817,IM 71,484682512,3,right,scwm,scwm,WT,mPFF,M,pSyn,484682512,WT5,64190.97071,4.807473943
4818,IM 72,484682512,3,right,scwm,scwm,WT,mPFF,M,pSyn,484682512,WT5,64624.92505,4.810400052
4819,IM 98,484682512,3,right,scwm,scwm,WT,None,M,pSyn,484682512,WT6,52952.09986,4.723883187
4820,IM 99,484682512,3,right,scwm,scwm,WT,None,M,pSyn,484682512,WT6,36836.27535,4.566275711
4821,IM 67,310,3,right,SF,SF,WT,mPFF,F,pSyn,310,WT5,115165.9309,5.061324022
4822,IM 69,310,3,right,SF,SF,WT,mPFF,M,pSyn,310,WT5,60231.86082,4.779826281
4823,IM 72,310,3,right,SF,SF,WT,mPFF,M,pSyn,310,WT5,8730.192342,3.941023813
4824,IM 100,325,3,right,SGN,SGN,WT,None,M,pSyn,325,WT6,48963.65577,4.689873836
4825,IM 101,325,3,right,SGN,SGN,WT,None,F,pSyn,325,WT6,47807.46582,4.679495723
4826,IM 102,325,3,right,SGN,SGN,WT,None,F,pSyn,325,WT6,66397.76056,4.822153432
4827,IM 103,325,3,right,SGN,SGN,WT,None,F,pSyn,325,WT6,64398.45929,4.808875477
4828,IM 104,325,3,right,SGN,SGN,WT,None,F,pSyn,325,WT6,65630.14015,4.817103332
4829,IM 66,325,3,right,SGN,SGN,WT,mPFF,F,pSyn,325,WT5,72354.17681,4.859463607
4830,IM 67,325,3,right,SGN,SGN,WT,mPFF,F,pSyn,325,WT5,57091.82333,4.756573913
4831,IM 69,325,3,right,SGN,SGN,WT,mPFF,M,pSyn,325,WT5,71004.84535,4.851287986
4832,IM 71,325,3,right,SGN,SGN,WT,mPFF,M,pSyn,325,WT5,60263.10537,4.780051507
4833,IM 72,325,3,right,SGN,SGN,WT,mPFF,M,pSyn,325,WT5,76595.21542,4.884201642
4834,IM 98,325,3,right,SGN,SGN,WT,None,M,pSyn,325,WT6,51864.79522,4.714872668
4835,IM 99,325,3,right,SGN,SGN,WT,None,M,pSyn,325,WT6,64867.08913,4.81202441
4836,IM 102,333,3,right,SH,SH,WT,None,F,pSyn,333,WT6,47427.85608,4.676033493
4837,IM 103,333,3,right,SH,SH,WT,None,F,pSyn,333,WT6,33439.91288,4.524265137
4838,IM 98,333,3,right,SH,SH,WT,None,M,pSyn,333,WT6,46538.00606,4.667807772
4839,IM 99,333,3,right,SH,SH,WT,None,M,pSyn,333,WT6,44507.40976,4.64843232
4840,IM 100,342,3,right,SI,SI,WT,None,M,pSyn,342,WT6,94587.20588,4.975832397
4841,IM 101,342,3,right,SI,SI,WT,None,F,pSyn,342,WT6,292240.1861,5.465739936
4842,IM 102,342,3,right,SI,SI,WT,None,F,pSyn,342,WT6,125616.4552,5.099046534
4843,IM 103,342,3,right,SI,SI,WT,None,F,pSyn,342,WT6,118272.8006,5.072884881
4844,IM 104,342,3,right,SI,SI,WT,None,F,pSyn,342,WT6,130430.1624,5.115378035
4845,IM 66,342,3,right,SI,SI,WT,mPFF,F,pSyn,342,WT5,296938.3308,5.472666263
4846,IM 67,342,3,right,SI,SI,WT,mPFF,F,pSyn,342,WT5,345320.5731,5.538222453
4847,IM 69,342,3,right,SI,SI,WT,mPFF,M,pSyn,342,WT5,340347.525,5.531922597
4848,IM 71,342,3,right,SI,SI,WT,mPFF,M,pSyn,342,WT5,349207.4938,5.543083555
4849,IM 72,342,3,right,SI,SI,WT,mPFF,M,pSyn,342,WT5,323512.2217,5.509890692
4850,IM 98,342,3,right,SI,SI,WT,None,M,pSyn,342,WT6,103137.5681,5.013416887
4851,IM 99,342,3,right,SI,SI,WT,None,M,pSyn,342,WT6,118967.47,5.075428226
4852,IM 100,802,3,right,sm,sm,WT,None,M,pSyn,802,WT6,20642.35252,4.314759191
4853,IM 101,802,3,right,sm,sm,WT,None,F,pSyn,802,WT6,34198.09892,4.534001964
4854,IM 102,802,3,right,sm,sm,WT,None,F,pSyn,802,WT6,22189.5827,4.346149135
4855,IM 103,802,3,right,sm,sm,WT,None,F,pSyn,802,WT6,27030.6756,4.431856901
4856,IM 104,802,3,right,sm,sm,WT,None,F,pSyn,802,WT6,29659.88164,4.472169414
4857,IM 66,802,3,right,sm,sm,WT,mPFF,F,pSyn,802,WT5,32638.1052,4.513724938
4858,IM 67,802,3,right,sm,sm,WT,mPFF,F,pSyn,802,WT5,33618.56813,4.526579212
4859,IM 69,802,3,right,sm,sm,WT,mPFF,M,pSyn,802,WT5,33054.95564,4.519236579
4860,IM 71,802,3,right,sm,sm,WT,mPFF,M,pSyn,802,WT5,26895.62552,4.429681649
4861,IM 72,802,3,right,sm,sm,WT,mPFF,M,pSyn,802,WT5,45227.91795,4.655406596
4862,IM 98,802,3,right,sm,sm,WT,None,M,pSyn,802,WT6,25427.77788,4.405308409
4863,IM 99,802,3,right,sm,sm,WT,None,M,pSyn,802,WT6,19860.19192,4.297983441
4864,IM 100,366,3,right,SMT,SMT,WT,None,M,pSyn,366,WT6,171759.9521,5.23492191
4865,IM 101,366,3,right,SMT,SMT,WT,None,F,pSyn,366,WT6,187682.4238,5.273423604
4866,IM 102,366,3,right,SMT,SMT,WT,None,F,pSyn,366,WT6,199279.5215,5.299462672
4867,IM 103,366,3,right,SMT,SMT,WT,None,F,pSyn,366,WT6,190878.1554,5.280756229
4868,IM 104,366,3,right,SMT,SMT,WT,None,F,pSyn,366,WT6,182554.4828,5.261392502
4869,IM 66,366,3,right,SMT,SMT,WT,mPFF,F,pSyn,366,WT5,254322.8977,5.405385463
4870,IM 67,366,3,right,SMT,SMT,WT,mPFF,F,pSyn,366,WT5,223983.7101,5.350216434
4871,IM 69,366,3,right,SMT,SMT,WT,mPFF,M,pSyn,366,WT5,202312.2586,5.306022199
4872,IM 71,366,3,right,SMT,SMT,WT,mPFF,M,pSyn,366,WT5,205464.9425,5.312737731
4873,IM 72,366,3,right,SMT,SMT,WT,mPFF,M,pSyn,366,WT5,187000.0454,5.271841712
4874,IM 98,366,3,right,SMT,SMT,WT,None,M,pSyn,366,WT6,167267.1014,5.223410531
4875,IM 99,366,3,right,SMT,SMT,WT,None,M,pSyn,366,WT6,179164.2846,5.25325144
4876,IM 103,"c(122, 105, 114)",3,right,SOC,"c(""POR"", ""SOCm"", ""SOCl"")",WT,None,F,pSyn,"c(122, 105, 114)",WT6,123673.7159,5.09227741
4877,IM 67,"c(122, 105, 114)",3,right,SOC,"c(""POR"", ""SOCm"", ""SOCl"")",WT,mPFF,F,pSyn,"c(122, 105, 114)",WT5,96865.36517,4.98616852
4878,IM 69,"c(122, 105, 114)",3,right,SOC,"c(""POR"", ""SOCm"", ""SOCl"")",WT,mPFF,M,pSyn,"c(122, 105, 114)",WT5,97011.47461,4.986823106
4879,IM 99,"c(122, 105)",3,right,SOC,"c(""POR"", ""SOCm"")",WT,None,M,pSyn,"c(122, 105)",WT6,135450.3506,5.131780134
4880,IM 103,609,3,right,SPA,SPA,WT,None,F,pSyn,609,WT6,188843.7961,5.276102722
4881,IM 104,609,3,right,SPA,SPA,WT,None,F,pSyn,609,WT6,6414.219706,3.807143832
4882,IM 67,609,3,right,SPA,SPA,WT,mPFF,F,pSyn,609,WT5,59830.33234,4.776921415
4883,IM 71,609,3,right,SPA,SPA,WT,mPFF,M,pSyn,609,WT5,31802.29152,4.502458414
4884,IM 72,609,3,right,SPA,SPA,WT,mPFF,M,pSyn,609,WT5,27456.0467,4.438638005
4885,IM 98,609,3,right,SPA,SPA,WT,None,M,pSyn,609,WT6,14754.10771,4.16891295
4886,IM 100,422,3,right,SPF,SPFp,WT,None,M,pSyn,422,WT6,28594.77497,4.456286683
4887,IM 101,"c(414, 422)",3,right,SPF,"c(""SPFm"", ""SPFp"")",WT,None,F,pSyn,"c(414, 422)",WT6,73663.04502,4.867249667
4888,IM 102,422,3,right,SPF,SPFp,WT,None,F,pSyn,422,WT6,88678.88826,4.94782024
4889,IM 103,"c(414, 422)",3,right,SPF,"c(""SPFm"", ""SPFp"")",WT,None,F,pSyn,"c(414, 422)",WT6,52517.07668,4.720300544
4890,IM 104,"c(414, 422)",3,right,SPF,"c(""SPFm"", ""SPFp"")",WT,None,F,pSyn,"c(414, 422)",WT6,72012.10579,4.857405511
4891,IM 66,422,3,right,SPF,SPFp,WT,mPFF,F,pSyn,422,WT5,113309.3712,5.05426583
4892,IM 67,"c(414, 422)",3,right,SPF,"c(""SPFm"", ""SPFp"")",WT,mPFF,F,pSyn,"c(414, 422)",WT5,68169.36719,4.833589263
4893,IM 71,"c(414, 422)",3,right,SPF,"c(""SPFm"", ""SPFp"")",WT,mPFF,M,pSyn,"c(414, 422)",WT5,33752.29233,4.528303274
4894,IM 72,"c(414, 422)",3,right,SPF,"c(""SPFm"", ""SPFp"")",WT,mPFF,M,pSyn,"c(414, 422)",WT5,35301.80978,4.547796971
4895,IM 98,"c(414, 422)",3,right,SPF,"c(""SPFm"", ""SPFp"")",WT,None,M,pSyn,"c(414, 422)",WT6,54445.12467,4.735958997
4896,IM 99,"c(414, 422)",3,right,SPF,"c(""SPFm"", ""SPFp"")",WT,None,M,pSyn,"c(414, 422)",WT6,20428.57758,4.310238129
4897,IM 100,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,None,M,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT6,206034.0469,5.313938993
4898,IM 101,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,None,F,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT6,171852.3686,5.235155522
4899,IM 102,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,None,F,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT6,151751.7497,5.181133707
4900,IM 103,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,None,F,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT6,153053.9342,5.184844498
4901,IM 104,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,None,F,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT6,165018.721,5.217533217
4902,IM 66,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,mPFF,F,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT5,172969.6865,5.237969998
4903,IM 67,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,mPFF,F,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT5,164855.5503,5.217103573
4904,IM 69,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,mPFF,M,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT5,175105.8885,5.243300751
4905,IM 71,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,mPFF,M,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT5,174868.2312,5.242710917
4906,IM 72,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,mPFF,M,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT5,169397.6231,5.228907312
4907,IM 98,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,None,M,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT6,165093.9929,5.217731271
4908,IM 99,"c(981, 201, 1047, 1070, 1038, 1062)",3,right,SSp-bfd,"c(""SSp-bfd1"", ""SSp-bfd2/3"", ""SSp-bfd4"", ""SSp-bfd5"", ""SSp-bfd6a"", ""SSp-bfd6b"")",WT,None,M,pSyn,"c(981, 201, 1047, 1070, 1038, 1062)",WT6,149203.326,5.173778504
4909,IM 100,510,3,right,SSp-ll,SSp-ll6b,WT,None,M,pSyn,510,WT6,778.956699,2.891513322
4910,IM 101,"c(1030, 113, 478, 510)",3,right,SSp-ll,"c(""SSp-ll1"", ""SSp-ll2/3"", ""SSp-ll6a"", ""SSp-ll6b"")",WT,None,F,pSyn,"c(1030, 113, 478, 510)",WT6,14097.44868,4.149140522
4911,IM 102,510,3,right,SSp-ll,SSp-ll6b,WT,None,F,pSyn,510,WT6,1280.168233,3.107267049
4912,IM 103,"c(478, 510)",3,right,SSp-ll,"c(""SSp-ll6a"", ""SSp-ll6b"")",WT,None,F,pSyn,"c(478, 510)",WT6,8940.915774,3.951382004
4913,IM 104,"c(478, 510)",3,right,SSp-ll,"c(""SSp-ll6a"", ""SSp-ll6b"")",WT,None,F,pSyn,"c(478, 510)",WT6,8354.896238,3.921941061
4914,IM 66,"c(1128, 478, 510)",3,right,SSp-ll,"c(""SSp-ll5"", ""SSp-ll6a"", ""SSp-ll6b"")",WT,mPFF,F,pSyn,"c(1128, 478, 510)",WT5,31083.90971,4.492535639
4915,IM 67,"c(1030, 113, 1094, 478, 510)",3,right,SSp-ll,"c(""SSp-ll1"", ""SSp-ll2/3"", ""SSp-ll4"", ""SSp-ll6a"", ""SSp-ll6b"")",WT,mPFF,F,pSyn,"c(1030, 113, 1094, 478, 510)",WT5,22543.69323,4.353025066
4916,IM 69,"c(1030, 113, 1128, 478, 510)",3,right,SSp-ll,"c(""SSp-ll1"", ""SSp-ll2/3"", ""SSp-ll5"", ""SSp-ll6a"", ""SSp-ll6b"")",WT,mPFF,M,pSyn,"c(1030, 113, 1128, 478, 510)",WT5,33993.81462,4.531399902
4917,IM 71,"c(478, 510)",3,right,SSp-ll,"c(""SSp-ll6a"", ""SSp-ll6b"")",WT,mPFF,M,pSyn,"c(478, 510)",WT5,25793.34578,4.41150768
4918,IM 72,"c(1128, 478, 510)",3,right,SSp-ll,"c(""SSp-ll5"", ""SSp-ll6a"", ""SSp-ll6b"")",WT,mPFF,M,pSyn,"c(1128, 478, 510)",WT5,59869.00677,4.777202053
4919,IM 98,"c(478, 510)",3,right,SSp-ll,"c(""SSp-ll6a"", ""SSp-ll6b"")",WT,None,M,pSyn,"c(478, 510)",WT6,20461.41501,4.310935664
4920,IM 100,"c(878, 657, 950, 974)",3,right,SSp-m,"c(""SSp-m1"", ""SSp-m2/3"", ""SSp-m4"", ""SSp-m5"")",WT,None,M,pSyn,"c(878, 657, 950, 974)",WT6,137433.2024,5.138091666
4921,IM 101,"c(878, 657, 950, 974, 1102, 2)",3,right,SSp-m,"c(""SSp-m1"", ""SSp-m2/3"", ""SSp-m4"", ""SSp-m5"", ""SSp-m6a"", ""SSp-m6b"")",WT,None,F,pSyn,"c(878, 657, 950, 974, 1102, 2)",WT6,205168.3877,5.312110446
4922,IM 102,"c(878, 657, 950, 974, 1102)",3,right,SSp-m,"c(""SSp-m1"", ""SSp-m2/3"", ""SSp-m4"", ""SSp-m5"", ""SSp-m6a"")",WT,None,F,pSyn,"c(878, 657, 950, 974, 1102)",WT6,237793.4577,5.376199902
4923,IM 103,"c(878, 657, 950, 974, 1102)",3,right,SSp-m,"c(""SSp-m1"", ""SSp-m2/3"", ""SSp-m4"", ""SSp-m5"", ""SSp-m6a"")",WT,None,F,pSyn,"c(878, 657, 950, 974, 1102)",WT6,250535.3473,5.398869008
4924,IM 104,"c(878, 657, 950, 974)",3,right,SSp-m,"c(""SSp-m1"", ""SSp-m2/3"", ""SSp-m4"", ""SSp-m5"")",WT,None,F,pSyn,"c(878, 657, 950, 974)",WT6,140939.8355,5.14903376
